0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 5.714163158380909657e-02 1.730411031172689488e-03
1.000000000000000000e+01 8.570521254905655306e-02 2.998269937091871135e-03
1.500000000000000000e+01 1.090423422830306965e-01 4.096555992017868880e-03
2.000000000000000000e+01 1.297300323954919676e-01 5.164567877874786002e-03
2.500000000000000000e+01 1.486513940058561412e-01 6.102953794413266443e-03
3.000000000000000000e+01 1.662923140832415214e-01 7.014124243126227537e-03
3.500000000000000000e+01 1.830195070854341022e-01 7.857145368704873331e-03
4.000000000000000000e+01 1.989434385406998462e-01 8.576364662922100410e-03
4.500000000000000000e+01 2.142266090166485004e-01 9.353654867624676406e-03
5.000000000000000000e+01 2.289561936584902091e-01 1.011854868994754506e-02
5.500000000000000000e+01 2.431646767318164926e-01 1.087825054133829093e-02
6.000000000000000000e+01 2.569894247445473900e-01 1.156712089004538133e-02
6.500000000000000000e+01 2.704455082457251636e-01 1.221633301581319386e-02
7.000000000000000000e+01 2.836045429872906531e-01 1.294083240251762967e-02
7.500000000000000000e+01 2.964237703453486139e-01 1.361727835981539278e-02
8.000000000000000000e+01 3.089457580087486277e-01 1.425433822427668584e-02
8.500000000000000000e+01 3.212964511856326033e-01 1.485241100548146363e-02
9.000000000000000000e+01 3.333999536285084941e-01 1.550804619267729702e-02
9.500000000000000000e+01 3.452291135143801259e-01 1.610761688478167322e-02
1.000000000000000000e+02 3.568896589661519347e-01 1.669648283860867416e-02
1.050000000000000000e+02 3.683310581759773328e-01 1.724790322475968848e-02
1.100000000000000000e+02 3.796501309071632635e-01 1.778324049789827693e-02
1.150000000000000000e+02 3.907916197960353832e-01 1.834918405026294067e-02
1.200000000000000000e+02 4.017710460909993397e-01 1.891900689434520069e-02
1.250000000000000000e+02 4.125989421212755692e-01 1.946500511726007021e-02
1.300000000000000000e+02 4.233625848723777674e-01 2.000183726763130054e-02
1.350000000000000000e+02 4.339856985794426358e-01 2.043338363470318178e-02
1.400000000000000000e+02 4.444764345131460570e-01 2.084716268097501143e-02
