step	time	T	Ekin	lj	bond_124	angle_252	dihedral_190	lj-14_0	lj-14_1	P
164000	164	3.46938	39030.6	-35976.8	14522.8	17330	76961	455.41	17946.1	-10.8382
165000	165	3.51723	39568.8	-35941.5	14432.7	17126.6	77647.9	451.073	17557.3	-5.43763
166000	166	3.49762	39348.2	-35724.9	14108.9	17268	77623	418.678	17526.3	22.1971
167000	167	3.58452	40325.8	-35624	14204.1	18016	77054	439.822	17614.6	-11.2326
168000	168	3.47823	39130.1	-35579.4	14069.8	17474.3	77434.3	392.779	17469.5	-5.20781
169000	169	3.48459	39201.6	-35888.6	13996.2	17443.8	77512.5	414.441	17908.7	2.86153
170000	170	3.48821	39242.4	-35891.6	14153.1	17325.6	77252.5	375.629	17699.3	-17.302
171000	171	3.49813	39354	-35820.6	14051.1	17496.5	76923.4	382.067	17922.3	33.56
172000	172	3.53067	39720.1	-35809.9	14319.1	17421.7	77113.2	475.348	17853.7	-22.8326
173000	173	3.52982	39710.4	-36141.1	13921.8	17693.9	77235.4	429.874	17190.1	-64.6808
174000	174	3.46567	38988.7	-35992.4	14581.4	17798.6	77339.7	459.662	17826.8	-20.9337
175000	175	3.47327	39074.3	-35899.5	14194.2	17536.4	77375.3	412.594	17772.9	19.2054
176000	176	3.45816	38904.3	-35968.4	13794.2	17464.5	77962.9	414.02	17657.9	56.5502
177000	177	3.50649	39448	-36091.7	14310.4	17483	77477.3	425.001	17646.5	-28.7796
178000	178	3.56031	40053.5	-35896.2	14218	17279.7	77680.2	425.635	17576.5	-16.8077
179000	179	3.56014	40051.5	-35845.3	14266.2	17608.5	77718	411.438	17536.2	-17.738
180000	180	3.51874	39585.8	-35855.5	13888.2	17424.2	77785.9	406.078	17376.3	43.1114
181000	181	3.56302	40084	-35732.4	14341.9	17256.6	77644.4	400.484	17523.4	-11.9442
182000	182	3.52744	39683.7	-35974.5	14088.4	17253.1	77204.4	439.27	18129.8	-18.6526
183000	183	3.49099	39273.6	-35835.6	14059.2	17223.6	77592.1	404.831	17837.6	-0.402659
184000	184	3.54627	39895.5	-35727.4	14364	17390.3	77091.9	369.5	17592.5	-6.26155
185000	185	3.52852	39695.9	-35699.5	14316.1	16905.6	77677.1	381.547	17460.2	-12.3379
186000	186	3.50738	39458	-35922.6	14160.2	17565.1	77617.7	453.528	17530.2	-0.34274
187000	187	3.51788	39576.1	-35833.7	14208.1	17059	77531.1	387.798	17855.2	-6.14384
188000	188	3.50931	39479.7	-35755.8	14107	17634.3	77774.7	419.425	17272.2	2.52597
189000	189	3.51345	39526.3	-36066.4	14491.5	17079	77801.3	442.586	17777.7	-30.028
190000	190	3.55363	39978.3	-35993.7	14430	17139.9	78177.6	431.337	17607.5	-24.3913
191000	191	3.50437	39424.2	-35819.1	14179.4	17288.7	77503.9	438.057	17609.3	6.73376
192000	192	3.4919	39283.9	-35813	14152.5	18489.4	77429.5	363.555	17641.3	-4.21278
193000	193	3.57957	40270.2	-35989.2	14169.1	17555.1	76912	378.234	17985.5	5.03699
194000	194	3.45661	38886.8	-36026.1	14053.9	17333.4	77417.3	373.724	17684.8	37.3085
195000	195	3.54086	39834.7	-35970.4	14093.8	17238.3	77799.9	423.732	17437.6	-2.41985
