2.546492266923074954e+00 6.575204728282352251e-01
2.538941449127221972e+00 6.613675516449589731e-01
2.552344053355599662e+00 6.630796589038926436e-01
2.535806828648938360e+00 6.587863242254345941e-01
2.545926452847062205e+00 6.509750632690735062e-01
2.540883990703212358e+00 6.583484865565457644e-01
2.538848082526601324e+00 6.576848762898593881e-01
2.557515677654783826e+00 6.530122936828816060e-01
2.551388502265973912e+00 6.594383577324990364e-01
2.553637775064666826e+00 6.648376599052689961e-01
2.571714574760629368e+00 6.596808064655629300e-01
2.569237005309522814e+00 6.679458544164587064e-01
2.568997004327131961e+00 6.661723684426564818e-01
2.557011442376942778e+00 6.450795293702272781e-01
2.570801828234625219e+00 6.505327714249895532e-01
2.558543640529008734e+00 6.643202865066124563e-01
2.556802585994483401e+00 6.607868890338294277e-01
2.552572168757632376e+00 6.753369500283894489e-01
2.554472519443792500e+00 6.579089322039487486e-01
2.554934737147269264e+00 6.663226468867853303e-01
2.547431550161912472e+00 6.574643556301363878e-01
2.549931917448689411e+00 6.639119231365588902e-01
2.570125774554478770e+00 6.617994346676715489e-01
2.561024467219750633e+00 6.578871339451325406e-01
2.569049460922281369e+00 6.671102134966792052e-01
2.576972359036840743e+00 6.571590062259242693e-01
2.574865639848999965e+00 6.586688924769403819e-01
2.591974984466871579e+00 6.437737122297199077e-01
2.588860093380008998e+00 6.488458987949901058e-01
2.574911479460586960e+00 6.545616876164453979e-01
2.588927864068559348e+00 6.425658644826138799e-01
2.583195659208729733e+00 6.524001887068490158e-01
2.580951535482598480e+00 6.505713174911450514e-01
2.579134147595468551e+00 6.575867767620064974e-01
2.585848750298078702e+00 6.586469056312387327e-01
2.592483372676412046e+00 6.707191244334381741e-01
2.596472253569785060e+00 6.521280744645556737e-01
2.587829820603839259e+00 6.547496882551828712e-01
2.575637363517650158e+00 6.732916351471632810e-01
2.594641607316492848e+00 6.528198964773594959e-01
2.601038233073825090e+00 6.452820484302103088e-01
2.592813310120858361e+00 6.604268748818313828e-01
2.601460388848261029e+00 6.502632059083967020e-01
2.603662641262405764e+00 6.453913143371812211e-01
2.589816276213432467e+00 6.410589902152533659e-01
2.588150821768332666e+00 6.527463202193123371e-01
2.597431932255130693e+00 6.452875148490847534e-01
2.582062367613778164e+00 6.480103626231341618e-01
2.587215245024813814e+00 6.541893164854968301e-01
2.581306712802585501e+00 6.536839276482800942e-01
2.598047208973145672e+00 6.495784881317497872e-01
2.588995670696447871e+00 6.564056158359349302e-01
2.583904355583402257e+00 6.534337874313248529e-01
2.582898609383039723e+00 6.620049045782482322e-01
2.580601293436504573e+00 6.639086824735463965e-01
2.603895537527841419e+00 6.518827874047496973e-01
2.595608257731016888e+00 6.400642736882397044e-01
2.581151644719232863e+00 6.416071350492709158e-01
2.582679590586006046e+00 6.383003199006859196e-01
2.583775120487590726e+00 6.318243962346825615e-01
2.593891307747390851e+00 6.302688160546562335e-01
2.587174172199970812e+00 6.299179414838904645e-01
2.611901995722309966e+00 6.317372236242372319e-01
2.610856905669445727e+00 6.267658897675074670e-01
2.607435472997483128e+00 6.320438749920246346e-01
2.604554429394000614e+00 6.391487028473115117e-01
2.581258669136945461e+00 6.522089390596698122e-01
2.601069234815104991e+00 6.547105610777863571e-01
2.591830296630552866e+00 6.307953683741441830e-01
2.591365703132104237e+00 6.226853121342947883e-01
2.592029611156650315e+00 6.208454561039556951e-01
2.578428062485289551e+00 6.377112617366380576e-01
2.576827572135837574e+00 6.477510077647917752e-01
2.583828649690175894e+00 6.572066213219827091e-01
2.576309322663910883e+00 6.593173331912494106e-01
2.577159307005490341e+00 6.623392619531469627e-01
2.576448865868375737e+00 6.808632681470847547e-01
2.558802874425940566e+00 6.593343947359526780e-01
2.577647351724841496e+00 6.625728003514844699e-01
2.571868649108986826e+00 6.681519544012388678e-01
2.577080691270469792e+00 6.592361975931939622e-01
2.578768770993920434e+00 6.638831359971353319e-01
2.586822586275686398e+00 6.684861248858037230e-01
2.572541613106820613e+00 6.769947571659726826e-01
2.577277451071039671e+00 6.694167470214994475e-01
2.580604514149883677e+00 6.851187885346410322e-01
2.571245325803891646e+00 6.761123986912066508e-01
2.581844577355748349e+00 6.661305425031003313e-01
2.569064134116366471e+00 6.770897560316101460e-01
2.575284895717434797e+00 6.812625103968148466e-01
2.574316442568914010e+00 6.691863028148744563e-01
2.586782906731928122e+00 6.755449689345055519e-01
2.588589273782414324e+00 6.659621679998245503e-01
