step	time	T	T-cg	T-at	Ekin	res	angle_12	angle_12_cross	angle_160	angle_160_cross	angle_166	bond_124_cross	bond_125_cross	bond_71	bond_82	bond_82_cross	coulomb	dihedral_51	dihedral_51_cross	dihedral_83	dihedral_83_cross	lj	lj-14_0	lj-14_0_cross	lj-14_1	lj-14_1_cross	lj-14_2	lj-14_3	lj-14_4	lj-14_4_cross	tab-cg
24500	24.5	3.64843	3.35837	3.65804	8537.33	0.19499	523.479	69.8381	2809.27	168.75	760.048	21.2848	85.6323	1885.48	929.831	123.324	19.8463	476.836	13.2743	822.676	11.9129	28.6677	66.7264	20.7566	472.111	20.1015	9.90953	5.12862	70.3786	1.88773	2.66462
24600	24.6	3.51205	3.35837	3.51714	8218.19	0.19599	554.451	85.1456	2665.59	162.959	820.054	21.9368	85.1907	1824.65	828.904	98.0382	20.3798	460.951	13.6116	823.19	11.0843	29.3644	63.1758	23.8234	505.684	12.4529	0.686478	4.34957	64.4826	2.29889	2.66089
24700	24.7	3.50387	3.35837	3.50869	8199.06	0.19699	503.874	64.5465	2775.6	159.045	859.297	21.8959	84.4614	1965.06	857.937	145.422	20.0849	451.652	14.066	810.832	12.1883	20.7091	63.3872	21.2234	453.823	7.86542	2.02329	3.62488	76.1196	1.99115	1.62578
24800	24.8	3.53418	3.35837	3.54	8269.97	0.19799	584.734	69.0262	2687.43	142.766	877.895	21.889	84.7731	1853.38	827.179	100.515	20.3252	458.109	14.6642	890.885	12.408	36.1531	64.9588	25.3987	506.455	11.5534	-0.0175211	9.37456	69.132	2.96403	1.64536
24900	24.9	3.52507	3.35837	3.53059	8248.66	0.19899	490.518	59.3981	2543.84	141.217	811.857	20.016	83.2977	1808.64	878.884	114.549	20.0076	469.857	14.0632	863.577	11.194	25.0972	52.3558	26.1254	459.59	12.578	1.53269	3.96386	96.0643	1.98383	2.21675
25000	25	3.43437	3.35837	3.43688	8036.42	0.19999	487.243	74.4299	2665.46	154.557	755.554	18.2897	83.7046	1999.38	871.377	94.4782	20.9511	450.304	14.1009	807.122	9.70332	45.9604	49.8928	29.0218	517.962	18.1123	4.92666	6.57515	62.1744	3.91702	2.12961
25100	25.1	3.5403	3.35837	3.54633	8284.31	0.20099	578.153	72.2202	2665.96	161.657	800.91	17.6506	84.8363	1795.89	781.857	94.3127	20.8582	466.15	14.5715	794.988	11.3846	36.1605	61.312	19.5809	518.732	15.8542	2.60478	6.44975	75.5631	3.37274	1.80395
25200	25.2	3.68952	3.35837	3.70048	8633.47	0.20199	505.252	63.934	2541.86	149.947	867.446	16.043	85.7418	1871.66	803.984	76.3849	21.7473	456.249	14.5017	827.085	11.3821	38.6383	47.6951	21.0271	489.143	22.5704	0.0725807	5.18748	66.0692	2.72048	1.71623
25300	25.3	3.61848	3.35837	3.6271	8467.25	0.20299	524.281	83.1903	2613.82	138.268	746.984	16.5376	85.4021	1883.49	782.079	118.089	21.364	462.348	14.7161	772.64	10.4187	24.7961	48.7628	23.8246	508.65	13.1741	3.44756	8.65832	70.6405	2.33981	2.02815
25400	25.4	3.47514	3.35837	3.47901	8131.83	0.20399	497.449	72.5423	2643.6	160.861	745.309	16.7533	85.9525	1968.97	791.725	112.847	21.4906	466.937	14.8834	820.606	11.3823	17.3953	48.4589	16.9195	484.894	12.1427	2.8291	7.47433	71.3058	2.27522	2.12679
25500	25.5	3.53097	3.35837	3.53668	8262.46	0.20499	534.895	62.8258	2577.84	146.898	850.301	17.1031	86.6351	1835.45	783.792	134.861	22.2605	454.809	14.6632	760.542	10.7789	46.8223	44.7572	10.3028	512.863	10.6022	1.84542	4.69799	60.3538	2.40436	2.28728
25600	25.6	3.45652	3.35837	3.45977	8088.26	0.20599	503.002	74.7578	2704.31	139.38	888.185	18.2379	84.7833	1980.12	815.018	99.9246	22.4695	461.657	14.5477	835.144	10.5244	45.2699	48.5693	26.6119	516.373	19.5356	2.01941	7.61161	101.565	2.26234	2.43821
25700	25.7	3.56655	3.35837	3.57345	8345.74	0.20699	535.429	69.2692	2592.25	146.384	871.932	18.1535	84.1394	1880.92	866.73	115.356	22.7345	455.458	14.6337	749.206	11.763	28.9903	50.4871	16.3139	501.619	16.8228	1.61332	5.83264	71.2395	2.20037	2.35889
25800	25.8	3.51298	3.35837	3.5181	8220.37	0.20799	523.735	81.471	2811.14	157.48	830.356	16.9119	84.879	1909.22	830.617	104.388	22.5566	461.816	15.0501	821.011	12.2434	44.5006	75.5927	14.8696	497.83	19.4081	3.22684	5.99669	70.5622	3.94156	2.64369
25900	25.9	3.56368	3.35837	3.57048	8339.02	0.20899	502.54	76.3237	2715.21	160.233	694.971	15.7387	86.6873	1977.3	780.666	79.6642	23.0392	463.086	15.3051	793.779	12.7365	36.658	54.9795	20.2412	499.916	23.0702	2.99831	4.35886	74.8818	1.94497	3.16293
26000	26	3.62946	3.35837	3.63844	8492.93	0.20999	564.441	73.5997	2651.97	138.092	812.161	15.7872	87.6201	1947.73	777.924	126.374	23.7217	451.694	14.3682	759.296	11.2843	45.7389	48.2893	17.5739	519.261	13.6754	2.93839	3.66482	67.7657	3.16564	3.16809
26100	26.1	3.53191	3.35837	3.53766	8264.68	0.21099	474.29	70.2541	2647.49	123.51	887.35	15.7476	87.6295	2097.49	777.919	94.1563	23.3429	472.09	14.35	789.825	12.249	48.5822	37.5713	22.7719	484.661	10.3044	5.51515	2.9612	79.8168	4.81459	2.80504
26200	26.2	3.55795	3.35837	3.56456	8325.6	0.21199	529.155	71.8351	2629.88	157.382	780.682	16.6016	86.9133	2030.86	863.594	108.037	24.6671	447.219	14.8075	808.295	12.5397	47.0109	45.4125	14.2624	497.135	17.928	3.15511	15.4556	58.1477	2.27774	3.32338
26300	26.3	3.58732	3.35837	3.5949	8394.33	0.21299	496.196	93.408	2611.03	164.848	830.156	17.4915	86.9909	2085.21	853.807	82.6022	25.279	450.424	14.2373	817.643	11.461	55.3774	37.248	23.004	524.548	13.2774	3.43029	7.68108	62.0257	1.75437	3.89198
26400	26.4	3.60959	3.35837	3.6179	8446.43	0.21399	544.105	80.0304	2656.98	141.762	744.467	16.9382	83.7624	1937.04	829.691	160.605	25.0151	465.512	13.9761	766.156	11.7593	33.3882	46.3938	16.5856	471.928	9.7363	6.51562	3.93022	74.6787	2.75944	3.3004
26500	26.5	3.47812	3.35837	3.48208	8138.8	0.21499	525.592	98.7697	2718.96	173.816	742.372	16.3905	82.2257	1944.89	862.648	119.158	25.8641	465.107	14.442	889.369	10.5926	33.2398	54.78	26.1113	520.514	19.1356	5.56681	2.69227	63.0778	2.76883	2.80666
26600	26.6	3.6525	3.35837	3.66224	8546.84	0.21599	517.56	79.6137	2544.19	173.796	757.69	15.7152	81.8735	1864.88	955.6	90.8213	25.6014	465.618	14.1507	822.777	12.5922	51.321	54.2745	24.6212	480.638	15.1772	2.22725	11.1932	76.4865	2.63847	1.73012
26700	26.7	3.56215	3.35837	3.56889	8335.42	0.21699	497.246	76.2433	2789.07	178.039	833.143	15.3952	81.4469	1857.8	922.808	86.0624	26.3964	451.848	14.1892	838.908	13.4769	35.6443	61.0759	21.8745	508.386	24.5539	5.16982	1.98623	45.4325	2.56714	1.59014
26800	26.8	3.53443	3.35837	3.54026	8270.56	0.21799	493.74	67.1615	2462.16	161.443	850.116	14.7316	81.8814	1917.79	824.938	145.96	25.9736	452.542	15.2003	837.22	13.6521	33.7884	48.2564	25.1304	533.199	13.1143	5.27382	6.94079	79.6807	2.27505	1.3486
26900	26.9	3.35995	3.35837	3.36	7862.29	0.21899	610.636	56.7029	2673.02	154.865	834.131	15.7197	81.4451	1862.28	845.228	98.0676	25.9804	464.696	15.404	903.708	14.6369	44.1729	65.7203	17.3137	517.814	18.3277	1.58805	3.57713	84.4953	3.1118	1.02355
27000	27	3.50977	3.35837	3.51478	8212.86	0.21999	474.092	62.7617	2607.22	139.974	838.908	16.9149	80.9144	1799.25	898.625	105.421	26.7488	467.559	14.4848	843.78	13.2154	16.1562	53.2039	23.5361	498.228	25.5175	3.33502	10.6417	64.734	1.46459	1.37412
27100	27.1	3.65858	3.35837	3.66853	8561.09	0.22099	538.91	61.1643	2565.06	163.265	828.457	16.5427	80.8901	1918.33	855.394	114.621	26.6074	465.525	14.9805	872.059	13.0903	26.2996	55.9517	24.2036	540.252	13.3334	15.1834	3.77647	58.9507	2.19982	2.74069
27200	27.2	3.56414	3.35837	3.57096	8340.1	0.22199	478.19	73.0714	2850.2	149.69	843.398	16.8665	81.2154	2246.31	765.111	115.738	27.3072	460.857	15.2049	875.559	14.7372	21.7356	48.5409	21.9285	526.439	16.5234	11.0778	7.72144	73.4819	1.78214	4.37804
27300	27.3	3.45835	3.35837	3.46166	8092.54	0.22299	517.101	61.4512	2550.64	154.234	787.265	16.7799	79.4019	2034.82	866.527	104.834	27.1349	459.922	16.0288	836.673	15.0703	22.9514	36.3248	29.5482	500.404	10.3523	7.97454	4.54749	77.0171	1.8917	7.82948
27400	27.4	3.44047	3.35837	3.44318	8050.69	0.22399	528.915	75.2102	2681.78	181.754	868.381	17.3585	76.2364	1916.05	866.833	89.8975	27.7284	454.573	16.5391	905.527	13.7349	20.7266	44.1666	21.4075	513.772	16.0374	4.44275	5.7081	70.7206	1.94137	6.80712
27500	27.5	3.45004	3.35837	3.45308	8073.1	0.22499	516.29	72.5877	2613.73	184.309	715.884	17.9118	76.1133	1973.16	826.907	131.881	28.1415	449.048	15.8907	818.362	15.9096	30.1932	51.7956	22.4976	520.349	25.2338	4.82957	8.84443	81.7033	1.96179	7.07555
27600	27.6	3.44021	3.35837	3.44292	8050.1	0.22599	536.49	76.8534	2602.95	196.237	786.517	17.8327	75.1562	1912.28	737.301	83.882	28.5547	442.312	15.6011	852.314	13.5021	31.5521	45.9995	26.7312	479.879	22.1118	15.7775	5.72492	77.1757	3.19079	6.52428
27700	27.7	3.47514	3.35837	3.47901	8131.83	0.22699	530.627	62.3239	2554.72	157.709	885.618	17.8263	76.6523	1970.55	833.316	70.7816	28.5654	458.374	15.4255	857.243	12.2124	44.7996	48.4062	16.0444	498.015	19.5806	5.53862	3.66113	70.8069	1.18123	6.57954
27800	27.8	3.58172	3.35837	3.58912	8381.24	0.22799	507.741	76.8247	2763.71	169.319	841.042	17.2656	77.4794	1920.09	893.755	117.996	28.646	460.008	16.4834	830.689	14.2848	30.3415	42.7633	25.9117	495.375	24.0442	9.43712	6.71009	55.8093	2.94296	5.33262
27900	27.9	3.51851	3.35837	3.52381	8233.31	0.22899	478.584	82.7729	2693.82	183.704	828.033	16.667	81.0104	1869.89	926.883	91.9217	28.4573	456.434	16.7343	840.891	16.1031	23.9754	51.9149	29.9112	483.077	16.3578	3.95914	5.48069	74.5077	2.35092	4.23442
28000	28	3.45585	3.35837	3.45908	8086.69	0.22999	529.384	94.3281	2638.87	201.089	949.308	15.7156	82.4864	1844.26	830.252	123.819	30.1292	426.524	16.6767	807.548	15.394	24.1805	58.8607	23.8135	532.241	23.8284	4.72795	6.92131	65.3518	2.67667	2.42689
28100	28.1	3.64749	3.35837	3.65707	8535.13	0.23099	519.522	79.228	2632.19	173.249	822.165	15.22	83.9754	2036.96	844.643	112.018	31.2069	421.241	16.5216	812.324	14.9253	18.0366	45.4684	19.0387	478.664	19.8723	4.25749	5.2719	51.3612	1.56401	1.53901
28200	28.2	3.4447	3.35837	3.44756	8060.6	0.23199	461.599	76.2678	2893.42	183.068	846.315	15.6099	85.137	1900.45	879.758	96.7872	31.1817	429.478	16.458	810.031	16.4098	31.6542	42.65	28.2788	522.182	11.9252	1.51925	5.63347	63.9163	1.37018	0.742727
28300	28.3	3.41615	3.35837	3.41806	7993.79	0.23299	471.407	92.5121	2768.49	189.615	783.287	18.5095	87.0217	1852.27	836.037	103.463	31.5172	423.365	16.0626	742.476	15.0447	51.4176	39.0992	39.3371	533.699	25.1121	1.27257	4.24443	72.8205	2.7324	0.393215
28400	28.4	3.42258	3.35837	3.4247	8008.83	0.23399	479.045	96.7098	2588.77	139.837	820.805	18.2107	82.9322	1941.19	864.73	92.9662	31.0334	433.3	16.7095	824.63	16.0512	40.136	50.8935	30.222	487.35	16.6954	2.12916	4.20465	74.5566	1.47444	-0.0426303
28500	28.5	3.41103	3.35837	3.41278	7981.82	0.23499	451.577	79.161	2609.57	171.118	856.565	17.5648	80.3667	1890.8	951.227	68.4262	32.6794	426.935	16.1113	835.083	13.8165	23.5434	42.1566	23.7695	501.15	25.0299	2.5312	5.95495	46.0492	1.84883	-0.143618
28600	28.6	3.41536	3.35837	3.41725	7991.94	0.23599	574.965	73.4798	2649.35	189.002	838.264	17.5367	78.3958	1970.37	835.828	111.128	32.7564	421.638	17.1015	859.689	16.52	42.7977	54.8106	42.8039	501.409	21.6667	2.31407	5.0623	41.4304	1.50874	-0.756494
28700	28.7	3.47238	3.35837	3.47615	8125.36	0.23699	491.569	73.6854	2688.04	173.408	827.35	17.9871	78.2719	1906.05	833.807	78.9724	31.7311	437.283	17.6688	814.544	16.2609	29.6628	41.2759	23.4087	504.097	15.1821	-0.0353383	2.88975	66.1218	2.06426	-0.698471
28800	28.8	3.32992	3.35837	3.32898	7792.02	0.23799	502.484	90.1627	2742.51	152.704	841.596	19.4876	77.1303	1898.69	734.72	74.2913	31.671	443.247	18.4344	813.002	14.4159	27.1534	44.1054	15.0625	507.599	16.783	0.781653	14.6666	60.5562	1.80886	-0.46805
28900	28.9	3.54398	3.35837	3.55013	8292.92	0.23899	534.051	74.2733	2612.79	189.76	858.339	19.7438	76.3857	1875.59	753.609	120.226	31.5561	442.105	17.7493	775.254	17.2665	39.6389	49.5814	20.2646	479.622	21.5063	1.51622	3.21051	72.9213	1.75838	-0.343739
29000	29	3.42642	3.35837	3.42867	8017.81	0.23999	541.54	74.4553	2699.15	180.156	918.253	18.3313	76.3656	1906.58	955.511	124.289	31.9202	450.605	18.8361	830.247	16.6509	23.9225	55.4164	25.2815	494.815	22.9049	6.60282	9.16409	79.0081	1.52064	-0.0899358
29100	29.1	3.51172	3.35837	3.5168	8217.43	0.24099	476.328	77.9153	2592.29	156.224	771.417	18.9965	78.3024	1833.24	807.318	70.3153	32.4442	433.108	19.1298	827.619	14.582	33.5562	38.5784	12.8578	490.613	28.6565	1.77265	4.8529	58.9561	2.76895	-0.0489691
29200	29.2	3.4428	3.35837	3.4456	8056.16	0.24199	518.949	88.9901	2656.61	159.63	780.434	19.1911	79.9055	2061.98	802.082	71.8716	33.7324	425.885	19.239	943.476	15.5133	37.3358	51.3437	14.5451	548.806	25.7993	-1.13998	5.6734	55.2079	2.62691	0.00909819
29300	29.3	3.5882	3.35837	3.59581	8396.4	0.24299	503.858	91.2647	2518.75	209.948	922.758	18.08	76.9577	2113.75	864.093	129.826	32.8747	434.541	20.4022	841.446	15.8035	51.9804	36.6356	26.2397	509.376	21.3326	-0.384768	7.87791	69.2406	1.85063	0.332737
29400	29.4	3.48542	3.35837	3.48962	8155.88	0.24399	551.407	91.5275	2730.39	155.522	914.698	17.3891	77.3405	1878.38	820.985	133.647	32.5542	442.927	20.2135	911.265	16.0247	46.5646	53.5971	15.316	484.9	18.8264	-0.319524	12.0654	70.7695	2.80685	1.09136
29500	29.5	3.41897	3.35837	3.42098	8000.39	0.24499	508.851	65.3714	2708.57	163.375	851.44	17.5997	77.3925	1977.17	810.903	81.2646	33.3144	433.45	19.8314	928	18.8157	51.6797	49.0528	24.5481	551.678	25.1268	-0.129356	4.5533	56.0662	3.86705	1.45753
29600	29.6	3.49406	3.35837	3.49855	8176.1	0.24599	509.612	66.9491	2452.21	155.391	784.061	17.3128	75.132	1931.26	792.294	118.789	33.7682	425.38	20.1204	879.29	16.3217	27.4723	41.8338	18.4303	506.528	15.722	6.32702	8.15219	51.361	2.77526	1.77059
29700	29.7	3.51379	3.35837	3.51893	8222.26	0.24699	499.197	78.7113	2653.33	147.51	754.121	17.2645	75.3603	1837.47	782.948	107.11	33.5041	444.483	20.6334	876.148	16.9227	37.6164	54.3343	19.9212	529.584	20.7695	-0.146747	7.84549	61.2618	4.59599	2.04593
29800	29.8	3.46795	3.35837	3.47158	8115.01	0.24799	534.788	85.3074	2658.41	159.528	844.2	17.9192	74.6797	1968.85	936.885	123.803	33.3929	439.731	20.689	856.741	18.1936	55.5934	54.4912	28.0993	486.874	23.8642	2.56679	7.0185	64.1558	4.9518	2.03958
29900	29.9	3.52586	3.35837	3.53141	8250.52	0.24899	613.383	74.4855	2758.09	131.501	801.496	17.0572	73.5951	1856.32	858.706	100.19	33.9965	432.957	20.9917	841.438	18.9475	63.5543	61.1243	13.1698	534.744	22.4075	0.669147	4.07759	54.9619	5.64473	2.01419
30000	30	3.64545	3.35837	3.65495	8530.34	0.24999	499.48	88.9473	2609.27	163.881	709.303	14.6408	72.2042	1913.43	778.482	110.671	34.8125	424.127	21.4982	820.857	19.445	41.175	56.3913	15.0974	485.206	20.3078	1.50672	9.70021	58.6978	2.37499	1.81256
30100	30.1	3.61991	3.35837	3.62857	8470.6	0.25099	533.523	74.117	2681.66	161.062	789.768	14.8499	71.6952	2013.83	793.633	68.344	34.9054	425.719	20.869	822.199	18.6376	27.9627	50.6147	19.6872	496.668	14.8066	0.918258	6.0934	63.7102	3.06311	1.845
30200	30.2	3.65817	3.35837	3.6681	8560.12	0.25199	517.924	86.3418	2640.41	188.91	796.546	15.4219	70.9381	1903.43	852.961	122.835	34.9605	440.984	20.8443	845.323	16.9919	53.5843	56.207	21.7663	491.687	20.0771	2.35109	7.53247	76.9474	3.14837	2.00385
30300	30.3	3.46958	3.35837	3.47327	8118.83	0.25299	542.413	97.1612	2563.58	230.481	746.671	15.3893	71.0066	1929.89	786.022	96.0666	35.6564	425.687	22.1147	805.806	18.8464	40.0359	53.718	36.6103	483.17	22.3391	2.74481	5.7046	57.3264	2.07493	2.03765
30400	30.4	3.41321	3.35837	3.41503	7986.92	0.25399	479.693	104.647	2680.56	172.409	767.352	15.4975	72.6804	1973.61	854.175	112.842	35.708	413.436	23.1118	799.951	17.3101	19.9604	50.8711	15.0419	513.199	16.9751	2.95075	8.36001	44.2521	3.2942	2.00052
30500	30.5	3.50711	3.35837	3.51204	8206.64	0.25499	550.441	70.6685	2581.13	167.779	804.048	15.4466	70.0704	1914.6	864.962	92.3472	36.4413	424.718	22.4653	878	18.7216	31.9278	52.261	15.0703	498.738	23.0668	0.550028	13.1458	39.3107	2.54267	1.9694
30600	30.6	3.57534	3.35837	3.58253	8366.3	0.25599	515.112	103.389	2590.57	198.841	853.193	16.2395	68.3995	1807.84	886.222	97.4331	36.7811	415.752	23.2121	824.617	20.3206	24.2078	42.86	29.5536	528.444	18.7555	6.51097	7.9057	48.1702	2.3926	2.22365
30700	30.7	3.42331	3.35837	3.42546	8010.55	0.25699	547.135	77.6804	2616.69	159.769	875.365	17.0467	69.0387	1735.47	839.934	123.573	36.849	410.131	23.7629	820.703	17.968	42.0513	41.1836	16.8606	526.791	16.1867	4.09665	11.6838	55.1036	2.7666	2.30674
30800	30.8	3.38808	3.35837	3.38906	7928.11	0.25799	546.628	79.8873	2681.22	138.037	927.448	16.5719	69.0685	1829.93	884.413	141.955	37.8672	397.56	23.2332	846.747	18.0271	24.8522	48.3313	14.35	495.396	16.9426	5.93808	12.3705	42.443	2.83219	2.01496
30900	30.9	3.49426	3.35837	3.49876	8176.58	0.25899	498.77	71.6164	2543.61	184.791	827.546	16.302	71.1555	1978.64	778.21	94.5788	38.3323	404.583	22.9318	907.488	17.7863	21.2226	46.3168	15.7655	533.631	13.8503	0.602026	7.25812	50.5319	2.21527	2.28159
31000	31	3.56399	3.35837	3.57079	8339.73	0.25999	523.839	57.3027	2693.1	165.832	862.568	16.4225	71.5812	1988.43	853.653	102.011	38.6067	397.681	23.1778	882.298	16.8795	16.7179	50.4196	24.6988	568.118	14.2743	1.99488	8.49645	35.8145	3.40187	2.56544
31100	31.1	3.66561	3.35837	3.67579	8577.54	0.26099	498.862	83.0464	2696.3	168.618	832.388	16.6815	71.4537	1968.23	747.088	78.6938	38.7064	415.956	22.7711	899.522	19.5083	28.3583	56.7573	44.9909	551.194	17.6275	1.01478	9.32423	49.9772	3.19572	2.61298
31200	31.2	3.62442	3.35837	3.63323	8481.15	0.26199	525.324	68.9852	2749.31	166.011	817.308	17.61	70.2799	1829	891.881	95.2996	39.1307	419.46	23.3547	892.171	20.9788	52.2442	57.2296	25.9294	478.256	23.1609	1.52917	6.43771	36.6127	2.82644	2.56227
31300	31.3	3.4934	3.35837	3.49787	8174.55	0.26299	532.087	57.3159	2680.02	168.851	817.539	18.8143	68.7998	1847.35	844.016	85.0771	38.9489	426.967	23.1824	906.497	21.8942	33.7968	48.6258	36.4308	536.948	21.3254	1.74704	6.93133	53.4013	3.82749	2.47377
31400	31.4	3.55762	3.35837	3.56422	8324.83	0.26399	528.797	83.9087	2532.59	202.32	881.888	18.2457	67.6296	1825.43	864.21	121.083	38.2171	445.026	22.2961	899.937	19.8113	20.0131	58.512	29.9642	474.629	18.2616	0.129105	7.17419	57.4805	2.549	2.41265
31500	31.5	3.56964	3.35837	3.57664	8352.97	0.26499	512.67	53.6349	2574.22	200.598	898.444	17.9573	67.522	1982.04	832.129	77.7635	39.739	421.693	21.7143	875.019	20.5981	26.5074	46.4737	21.3367	507.197	24.8494	0.352474	5.72015	42.7108	3.1925	2.40153
31600	31.6	3.58932	3.35837	3.59697	8399.02	0.26599	574.751	65.0185	2700.76	207.695	763.811	18.1125	66.2609	2072.4	784.67	87.9562	39.8531	420.617	23.0951	785.917	18.1248	44.415	45.2024	36.5941	525.04	21.852	0.401427	3.82462	57.0436	2.79775	2.35313
31700	31.7	3.43228	3.35837	3.43473	8031.54	0.26699	563.082	62.5123	2693.52	175.569	764.76	18.3353	67.4087	1833.36	851.338	94.1745	39.339	431.528	23.5115	789.591	20.2614	63.8648	56.6466	15.8463	479.795	27.6393	-0.247265	6.60439	60.0444	6.17121	2.13108
31800	31.8	3.52569	3.35837	3.53123	8250.12	0.26799	518.352	92.3719	2672.63	177.967	847.135	17.607	68.1162	1875.69	894.543	67.9707	39.4924	442.674	23.4526	786.275	20.6669	41.6011	56.8917	16.7697	498.696	19.6059	1.73199	7.9278	61.1731	4.31851	1.68643
31900	31.9	3.52075	3.35837	3.52612	8238.55	0.26899	538.957	97.0635	2567.62	173.571	857.548	16.109	67.0274	1844.01	771.768	125.767	39.9759	441.609	23.0683	820.246	20.7049	51.7673	45.8123	11.2516	517.874	20.1046	2.91802	5.63074	67.5724	2.53613	1.60668
32000	32	3.60472	3.35837	3.61288	8435.06	0.26999	585.244	68.3018	2644.03	182.416	829.406	14.6486	69.5721	2073.43	865.043	131.355	40.6179	439.708	22.8518	812.446	21.1764	32.0495	58.7974	14.7963	497.315	18.3848	5.9892	9.73855	62.4231	2.0023	1.70352
32100	32.1	3.6039	3.35837	3.61203	8433.12	0.27099	589.053	77.7359	2787.3	153.545	825.638	13.6358	69.4832	1937.7	947.834	99.2606	40.0961	446.604	23.2695	797.886	20.4029	33.8225	56.5229	16.6656	475.579	19.4273	4.05292	8.2952	59.0909	3.35797	1.47507
32200	32.2	3.52951	3.35837	3.53517	8259.04	0.27199	540.917	81.191	2688.24	155.425	833.613	13.7636	68.7539	1933.46	934.579	100.796	40.4128	446.732	22.935	809.744	20.6313	41.0256	53.1814	14.2908	470.291	30.3228	4.82545	2.45787	46.1015	4.12322	1.47555
32300	32.3	3.61797	3.35837	3.62657	8466.06	0.27299	518.363	78.5783	2755.6	163.566	893.051	14.3999	66.3155	1919.24	796.438	102.988	40.7145	446.527	23.2531	823.419	20.2837	44.387	53.5037	13.949	492.314	17.1458	1.67699	6.91744	63.1319	3.82351	1.4574
32400	32.4	3.71957	3.35837	3.73153	8703.79	0.27399	522.147	82.5142	2677.74	169.916	934.905	14.8089	65.99	1929.32	872.697	91.6214	41.6082	443.727	23.2773	817.796	21.0032	44.8814	46.3296	28.8591	525.36	18.4645	1.47482	9.08136	73.2545	3.37152	1.78286
32500	32.5	3.58534	3.35837	3.59285	8389.69	0.27499	595.259	74.6868	2744.26	163.25	851.416	15.4465	65.7429	1943.33	925.929	109.638	40.5155	462.694	23.1399	818.957	20.9599	30.543	56.5042	11.6458	426.537	30.5596	1.53876	2.27292	61.1813	4.05861	2.18492
32600	32.6	3.478	3.35837	3.48196	8138.51	0.27599	551.183	77.1377	2625.66	159.524	784.066	14.3509	64.7838	1978.03	758.532	109.773	42.2231	451.927	22.5564	815.515	20.3801	25.2394	59.7695	18.3217	513.852	14.9159	2.82111	9.33004	63.9953	3.29545	2.53137
32700	32.7	3.563	3.35837	3.56978	8337.43	0.27699	500.582	68.2482	2551.21	168.649	752.33	13.5523	64.5262	1804.41	704.01	98.963	41.299	473.678	22.7587	762.245	19.8552	14.2616	60.2601	24.6667	476.451	17.3242	4.99171	4.65228	90.8301	2.90536	2.82662
32800	32.8	3.45936	3.35837	3.4627	8094.9	0.27799	572.788	87.6295	2787.94	161.503	769.433	13.9253	63.8923	1910.12	808.412	83.76	42.6626	459.807	23.1063	810.64	21.7551	48.4249	61.1402	20.1487	490.583	28.0171	1.95515	5.53265	72.8403	2.46474	2.61471
32900	32.9	3.3693	3.35837	3.36966	7884.16	0.27899	515.432	84.3815	2513.73	212.214	769.795	13.6831	64.6818	1907.94	851.073	80.2138	42.0875	464.865	23.9147	763.547	19.9487	38.1671	48.9977	29.8176	475.646	36.0334	4.79412	6.30786	69.3072	3.76627	3.35504
33000	33	3.38014	3.35837	3.38086	7909.53	0.27999	502.08	78.3679	2516.87	192.522	770.406	14.659	64.397	1885.52	773.322	95.5142	41.683	465.539	25.0896	820.213	18.9462	29.768	48.2353	19.7472	476.556	18.5196	2.40655	5.8386	63.995	3.45727	3.19204
33100	33.1	3.46652	3.35837	3.4701	8111.65	0.28099	623.011	75.8183	2666.54	158.19	797.649	14.5105	65.7423	1999.88	657.218	83.6624	43.2518	460.959	24.2373	833.061	21.6912	36.9807	51.282	14.08	533.311	27.7237	1.20475	4.35411	66.4593	3.36336	2.70923
33200	33.2	3.49942	3.35837	3.50409	8188.64	0.28199	521.226	60.3323	2725.82	179.179	756.702	13.3454	68.179	1848.72	788.31	114.896	43.9463	464.931	22.9045	818.114	21.4814	58.7328	56.1756	15.0941	522.435	30.5033	2.17427	9.25835	89.3761	4.57387	2.51697
33300	33.3	3.45511	3.35837	3.45831	8084.95	0.28299	568.358	86.0768	2779.77	195.733	890.518	13.3627	67.6797	2017.7	810.622	74.7121	44.8412	454.369	22.9155	824.341	21.7379	30.9288	60.1999	30.4476	531.034	27.1145	2.47506	6.19248	72.7865	2.89476	2.58614
33400	33.4	3.58395	3.35837	3.59142	8386.44	0.28399	471.632	71.8277	2543.9	165.735	773.074	12.8053	67.2424	2148.37	875.063	130.795	44.9781	450.067	24.2304	838.364	22.8421	22.1668	56.9904	29.7016	487.247	26.3722	1.05742	8.01927	58.654	3.59406	2.57351
33500	33.5	3.58732	3.35837	3.5949	8394.34	0.28499	531.767	78.6506	2467.8	190.097	854.809	12.1247	67.8415	1958.84	832.613	101.687	45.3777	452.296	24.6779	820.749	26.1587	13.0884	43.5029	24.3489	506.111	23.5332	3.62544	4.68469	75.4881	3.27715	2.4222
33600	33.6	3.49273	3.35837	3.49718	8172.98	0.28599	511.34	79.4613	2692.11	160.271	823.875	11.9848	68.6867	1914.76	1006.69	75.2195	45.6068	457.154	24.2064	796.721	22.9961	38.2499	40.8989	20.4169	467.259	29.4961	4.07574	5.36621	64.7596	2.45829	2.60123
33700	33.7	3.59482	3.35837	3.60265	8411.89	0.28699	556.212	84.3448	2691.14	188.136	777.781	12.3476	68.3851	1885.49	892.607	59.047	46.6315	451.76	24.6554	840.366	20.947	23.9514	56.272	16.379	485.537	21.6207	2.44941	8.80266	39.5525	2.61189	3.69667
