step	time	T	T-cg	T-at	Ekin	res	angle_12	angle_12_cross	angle_160	angle_160_cross	angle_166	bond_124_cross	bond_125_cross	bond_71	bond_82	bond_82_cross	coulomb	dihedral_51	dihedral_51_cross	dihedral_83	dihedral_83_cross	lj	lj-14_0	lj-14_0_cross	lj-14_1	lj-14_1_cross	lj-14_2	lj-14_3	lj-14_4	lj-14_4_cross	tab-cg
87900	87.9	3.62505	3.35837	3.63388	8482.62	0.82899	552.89	143.777	2738.74	262.953	832.949	2.29053	19.3795	1858.46	947.455	87.1121	401.221	429.678	171.065	831.763	107.908	-264.462	64.8688	8.37491	461.531	67.162	2.11097	4.19239	28.5655	20.5333	0.895791
88000	88	3.4342	3.35837	3.43671	8036.03	0.82999	615.318	123.555	2597.66	261.399	915.875	2.37453	18.971	2020.44	792.107	90.515	403.693	426.305	170.775	739.971	113.41	-165.124	53.1536	10.1168	494.176	70.3549	1.45306	6.43343	44.2796	24.3496	0.902953
88100	88.1	3.47846	3.35837	3.48243	8139.59	0.83099	556.967	117.306	2542.55	218.724	870.75	2.15031	18.8753	1958.09	937.972	77.5317	403.474	425.954	173.069	794.243	120.1	-236.886	53.0131	10.5925	446.972	78.4862	0.705132	5.84873	39.1164	20.671	0.978008
88200	88.2	3.51409	3.35837	3.51924	8222.96	0.83199	515.238	128.474	2723.69	262.164	788.746	2.34898	18.8917	2022.37	832.682	71.8339	401.588	418.805	179.925	723.146	107.726	-271.618	63.6552	10.6597	445.961	59.8322	5.941	3.92097	25.129	24.9632	0.973095
88300	88.3	3.62114	3.35837	3.62984	8473.46	0.83299	521.163	138.262	2739.61	241.682	819.85	2.4376	18.0856	2041.64	942.895	89.7329	406.698	420.398	172.655	729.28	95.2211	-259.336	61.8994	4.06653	475.295	62.134	1.06486	9.37629	32.0933	21.8741	0.955543
88400	88.4	3.57578	3.35837	3.58298	8367.33	0.83399	476.289	108.489	2696.11	270.008	927.46	2.46686	17.5056	1996.93	955.636	143.594	409.566	420.174	170.315	801.229	109.199	-260.044	55.2984	6.37604	446.124	63.5679	3.52194	4.98564	38.902	15.6378	0.989178
88500	88.5	3.61525	3.35837	3.62376	8459.69	0.83499	509.525	123.382	2558.21	253.904	906.849	2.46799	17.6892	1923.84	863.075	91.8136	411.613	434.584	167.827	767.504	104.452	-250.209	38.2693	7.77287	447.101	94.7899	0.881646	6.43834	32.0523	19.0115	1.03768
88600	88.6	3.4365	3.35837	3.43909	8041.41	0.83599	510.781	125.131	2620.49	269.945	899.877	2.3481	17.9424	1812.4	874.567	111.168	413.057	421.863	168.611	775.288	104.558	-244.685	61.8755	5.90164	458.802	61.0402	-0.674394	5.78516	29.0702	19.0675	1.00646
88700	88.7	3.58194	3.35837	3.58934	8381.73	0.83699	526.112	134.039	2582.15	214.375	747.198	2.35258	17.6318	1913.72	890.928	95.9401	418.521	419.555	170.813	808.4	79.7689	-266.076	67.2427	5.39674	497.221	69.0369	1.74294	5.75304	24.5154	22.9482	0.939203
88800	88.8	3.58156	3.35837	3.58895	8380.84	0.83799	567.546	133.67	2528.28	224.556	826.784	2.2351	18.3351	2029.93	893.694	88.8143	410.894	441.273	169.357	814.058	79.6216	-279.119	58.3169	6.03037	479.85	66.6673	2.5693	4.79356	33.6988	14.2291	0.940276
88900	88.9	3.59279	3.35837	3.60055	8407.13	0.83899	608.356	123.746	2524.47	267.846	854.799	2.49558	18.711	1841.41	808.657	77.0056	407.465	433.544	179.798	783.824	118.024	-256.292	62.8254	8.23711	463.915	70.4474	0.115321	9.29493	36.7627	25.4296	0.856614
89000	89	3.49595	3.35837	3.5005	8180.51	0.83999	580.417	119.53	2632.35	255.204	862.82	2.40878	18.8036	1747.13	807.441	61.3637	407.097	433.758	178.506	794.326	106.782	-264.648	64.5853	11.8122	468.775	73.086	2.69074	9.46164	35.9091	26.6656	0.944513
89100	89.1	3.47148	3.35837	3.47523	8123.27	0.84099	605.886	132.116	2690.32	268.306	921.053	2.20448	18.6495	1865.83	924.935	101.493	402.217	444.392	177.185	733.567	93.7659	-284.499	64.2901	13.3019	430.131	56.7869	4.7736	3.8448	38.4032	22.3432	0.920568
89200	89.2	3.50117	3.35837	3.5059	8192.75	0.84199	512.631	155.831	2639.04	237.203	873.472	2.50484	18.7039	1880.52	880.639	63.4361	403.283	443.442	183.066	763.569	98.4155	-245.02	56.4736	7.78652	482.361	65.3583	0.576236	2.9036	35.8054	20.2111	0.843405
89300	89.3	3.45649	3.35837	3.45974	8088.19	0.84299	595.347	135.803	2731.49	234.6	892.118	2.42229	17.5226	1998	928.529	78.8051	410.342	441.441	180.444	797.028	108.976	-255.918	67.222	3.11251	461.277	77.6816	0.440481	6.34882	37.1312	20.5138	0.897311
89400	89.4	3.54555	3.35837	3.55175	8296.58	0.84399	601.581	125.784	2664.21	253.043	853.09	2.29988	16.7772	1911.32	816.873	92.0094	411.783	424.376	185.965	776.552	112.221	-255.795	60.7186	12.5338	451.417	70.7176	2.62308	9.17817	28.7579	27.3289	0.860942
89500	89.5	3.5628	3.35837	3.56956	8336.94	0.84499	539.213	106.742	2531.45	299.759	903.632	2.06128	16.5459	1982.99	913.155	113.234	416.003	428.757	177.81	789.343	87.6065	-280.185	49.4215	8.1066	462.058	61.9719	1.98561	6.1568	42.7291	18.4601	0.795197
89600	89.6	3.50908	3.35837	3.51407	8211.25	0.84599	521.566	128.982	2681.74	264.577	859.037	1.99282	16.3244	2019.25	879.151	73.3554	417.383	426.817	180.209	779.893	94.8476	-253.735	54.8803	8.76668	455.675	79.8221	1.17341	14.2282	40.8228	22.2353	0.827021
89700	89.7	3.56376	3.35837	3.57056	8339.19	0.84699	509.883	120.393	2647.82	299.163	854.607	1.91183	16.0364	2059.34	857.339	110.868	421.292	431.118	176.302	775.919	101.319	-295.19	54.9777	8.77389	469.652	79.4154	1.44935	7.40321	31.7317	24.8882	0.774193
89800	89.8	3.48735	3.35837	3.49162	8160.39	0.84799	625.528	118.649	2627.05	225.292	863.367	1.87537	15.9252	1953.28	926.714	83.1064	419.499	430.103	174.566	774.033	96.2143	-287.063	53.3261	6.64956	453.746	62.2024	-0.0112083	5.77843	31.5587	23.2683	0.776467
89900	89.9	3.60512	3.35837	3.61329	8435.98	0.84899	551.251	152.384	2626.31	255.941	939.523	1.90978	15.6381	1917.27	819.769	98.0563	418.298	448.907	177.08	847.867	104.648	-226.965	55.1652	4.78151	487.483	79.61	-0.260586	6.55679	32.5988	28.0418	0.735567
90000	90	3.57314	3.35837	3.58025	8361.14	0.84999	504.609	102.213	2813.25	224.133	850.879	1.90583	15.8217	2073.34	956.82	109.235	422.151	446.21	179.449	876.594	99.7888	-278.828	51.939	8.00306	437.42	71.7779	1.11198	9.62463	21.0513	22.9534	0.74068
90100	90.1	3.40831	3.35837	3.40996	7975.43	0.85099	532.823	117.271	2723.82	311.761	911.741	2.12965	15.7326	1890.78	833.881	108.744	425.789	428.399	176.808	772.91	89.0408	-262.233	50.5543	11.5755	467.941	85.8927	0.0279108	5.86985	34.6642	24.3619	0.755193
90200	90.2	3.50021	3.35837	3.5049	8190.48	0.85199	577.106	138.745	2470.84	240.76	873.018	2.022	15.8229	1805.16	846.349	103.322	422.747	416.113	190.797	733.058	99.6609	-291.548	56.0745	7.12874	433.85	67.5774	-0.518193	10.7462	27.2688	28.9696	0.726985
90300	90.3	3.49678	3.35837	3.50136	8182.47	0.85299	566.759	130.562	2610.4	266.745	740.757	2.05227	15.9809	1921.37	805.496	77.6702	423.8	425.946	185.679	707.793	124.453	-235.883	52.3464	10.6059	456.926	88.7558	0.499018	3.70901	37.8028	25.1171	0.671174
90400	90.4	3.53063	3.35837	3.53633	8261.68	0.85399	587.168	105.134	2541.06	277.748	832.733	1.97912	16.0753	2143.1	849.933	107.504	419.417	436.614	188.979	813.672	123.258	-327.919	62.7478	9.40729	449.091	60.9513	0.487505	6.45637	35.325	24.4807	0.665193
90500	90.5	3.55782	3.35837	3.56442	8325.29	0.85499	555.364	103.165	2605.39	223.588	806.895	1.94007	15.6991	1996.74	871.382	74.1905	427.396	419.354	193.467	724.517	116.999	-259.513	37.5452	5.03899	475.683	62.4572	3.25848	7.29166	31.7226	29.1221	0.704517
90600	90.6	3.59054	3.35837	3.59822	8401.85	0.85599	526.275	99.1503	2509.43	268.781	799.847	2.19445	15.6092	1856.4	883.359	59.2376	429.192	431.174	185.251	806.955	100.858	-260.025	45.6921	8.16633	508.678	82.3716	0.243703	8.18421	33.1629	30.2373	0.792808
90700	90.7	3.50422	3.35837	3.50905	8199.87	0.85699	546.274	118.946	2779.74	270.373	875.686	2.13596	15.0358	1947.41	808.369	111.009	433.179	419.333	184.72	786.737	92.4549	-259.322	62.2579	6.3972	476.227	60.4865	3.55772	4.54321	28.0169	24.6708	0.877041
90800	90.8	3.53362	3.35837	3.53942	8268.66	0.85799	521.618	113.876	2703.52	257.755	839.449	2.24612	15.1732	2045.6	836.96	146.825	441.057	416.752	181.283	783.246	109.3	-257.419	61.5441	7.83815	490.292	89.8446	2.35161	7.63426	25.7801	21.4906	0.851896
90900	90.9	3.5157	3.35837	3.52091	8226.74	0.85899	511.519	149.771	2688.53	279.447	789.837	2.17753	14.9911	1906.01	851.506	72.8984	431.858	427.086	188.146	800.259	100.891	-312.056	71.6886	7.75599	472.482	55.6218	1.50999	7.11756	30.2957	21.8595	0.870553
91000	91	3.46862	3.35837	3.47227	8116.57	0.85999	498.115	110.817	2828.8	239.267	832.992	2.15217	15.0454	1721.71	766.213	108.863	433.039	429.488	187.074	836.416	89.9289	-306.385	70.0806	1.772	476.814	77.1474	1.21949	5.68497	24.0542	26.419	0.943207
91100	91.1	3.42135	3.35837	3.42343	8005.95	0.86099	576.497	110.198	2734.91	276.265	791.833	2.40896	15.6828	1830.41	854.177	101.002	435.056	430.063	186.016	767.231	123.452	-307.99	59.6698	12.4952	480.329	78.6727	4.90938	10.0456	27.7284	20.8479	0.933447
91200	91.2	3.57414	3.35837	3.58129	8363.49	0.86199	512.965	117.015	2592.2	230.446	820.517	2.38019	15.7532	1895.13	812.168	91.9912	419.714	444.278	195.699	830.294	115.01	-252.334	67.413	6.2715	467.783	64.9192	1.72937	8.77307	42.5206	25.2434	0.871898
91300	91.3	3.58024	3.35837	3.58759	8377.76	0.86299	530.357	104.052	2584.69	209.253	834.605	2.41045	15.2437	1943.42	788.252	85.5321	434.231	432.233	185.385	829.669	111.802	-342.776	56.4321	9.99919	447.556	75.3918	3.5351	2.88718	16.9219	20.3604	0.877575
91400	91.4	3.54743	3.35837	3.55369	8300.99	0.86399	563.126	158.083	2670.93	222.107	871.33	2.21545	15.2878	1792.68	924.727	109.339	431.069	445.128	189.305	871.452	113.106	-317.547	60.6606	6.17814	480.168	61.5283	2.21315	8.21611	28.4632	17.0926	0.892252
91500	91.5	3.42674	3.35837	3.429	8018.57	0.86499	621.474	100.735	2676.49	215.956	809.94	2.1496	15.3336	1930.24	881.368	82.8565	422.986	459.767	189.375	828.03	111.145	-295.471	60.9564	5.41379	447.59	81.6544	0.435793	5.38723	34.9815	21.6042	0.841012
91600	91.6	3.5219	3.35837	3.52731	8241.24	0.86599	506.862	150.226	2728.08	299.074	951.216	2.13846	15.3346	1971.27	838.874	98.6078	430.627	452.213	191.965	859.287	121.519	-293.774	53.0939	9.75581	487.874	79.2025	1.93995	13.5313	38.6091	22.2384	0.894745
91700	91.7	3.52143	3.35837	3.52683	8240.16	0.86699	530.577	176.149	2700.96	285.018	885.487	1.90541	16.2319	1819.32	817.378	115.986	434.33	437.097	191.561	810.28	119.902	-308.004	60.4587	10.674	481.199	70.2452	1.22576	6.28659	29.1467	22.7334	0.74667
91800	91.8	3.56965	3.35837	3.57665	8352.98	0.86799	473.133	116.525	2657.14	242.804	709.174	1.68647	15.826	1903.9	1027.44	114.915	437.098	446.991	187.582	850.721	110.364	-245.696	52.0302	6.81784	461.736	84.156	1.58676	6.87256	33.8746	22.7334	0.644936
91900	91.9	3.53681	3.35837	3.54271	8276.13	0.86899	632.221	121.553	2610.91	226.03	839.769	1.84161	15.1454	1887.32	861.593	80.8883	427.627	461.915	185.235	793.781	114.687	-270.697	63.1266	8.01455	448.387	90.6266	1.36972	2.94949	54.4394	19.744	0.597899
92000	92	3.55622	3.35837	3.56278	8321.57	0.86999	594.473	130.034	2595.46	214.086	828.889	1.92517	15.4379	1953.13	874.832	129.012	428.437	457.377	189.518	836.92	108.145	-309.574	67.6324	4.83478	468.18	63.1925	0.763676	7.89784	32.3784	18.7576	0.690679
92100	92.1	3.6158	3.35837	3.62432	8460.96	0.87099	606.039	114.837	2708.8	284.334	852.798	1.9076	15.8938	2002.79	836.438	109.733	427.475	456.349	187.542	823.389	113.201	-277.243	61.2237	11.5388	489.098	83.3095	0.543975	4.35369	52.3931	20.5714	0.756684
92200	92.2	3.69435	3.35837	3.70548	8644.78	0.87199	526.375	114.87	2611.48	260.511	763.973	1.847	15.131	1888	913.206	67.0916	429.43	455.148	188.814	817.154	126.521	-321.152	53.7282	10.8444	445.77	66.3579	2.34145	4.30409	34.5623	15.2408	0.775633
92300	92.3	3.53818	3.35837	3.54413	8279.34	0.87299	500.851	133.227	2593.61	273.226	841.777	1.88951	14.7304	1873.76	780.679	93.4622	442.006	439.675	187.861	817.926	115.299	-282.201	61.2429	15.3284	489.544	84.2743	0.303617	4.50668	36.7598	20.7788	0.809246
92400	92.4	3.5081	3.35837	3.51305	8208.95	0.87399	574.284	144.681	2502.96	259.519	766.535	1.92908	15.0712	1886.93	846.181	72.1549	434.592	447.979	187.811	796.796	98.2232	-291.977	50.656	14.4038	487.001	77.3012	2.02531	6.96064	44.8553	18.9805	0.853466
92500	92.5	3.6269	3.35837	3.63579	8486.94	0.87499	562.011	124.343	2462.33	269.753	772.511	1.86935	15.3273	1867.59	911.444	109.066	431.579	458.584	194.774	805.326	131.526	-290.214	56.5491	13.8891	469.16	69.4182	1.76619	3.57356	42.3389	19.1185	0.858961
92600	92.6	3.49846	3.35837	3.5031	8186.4	0.87599	531.693	131.232	2582.34	268.866	868.843	1.75525	15.4644	1911.04	867.52	69.9438	442.071	442.918	195.651	867.125	132.859	-299.273	63.8387	15.1077	468.93	89.6674	2.13136	4.19723	38.0826	24.8259	0.866626
92700	92.7	3.65753	3.35837	3.66743	8558.62	0.87699	573.307	119.065	2616.02	248.243	831.573	1.75257	15.4833	1933.67	859.647	99.7419	446.021	433.892	186.687	799.805	110.203	-283.583	44.5271	7.16471	471.79	75.4311	2.00722	4.88299	34.0128	22.757	0.81566
92800	92.8	3.62108	3.35837	3.62978	8473.33	0.87799	598.347	111.021	2659.67	266.656	826.81	1.84777	15.0407	1980.41	869.146	70.1177	445.613	427.201	191.082	773.903	93.9963	-283.161	49.6883	5.04655	430.482	62.3457	1.21637	5.46845	28.5634	25.0717	0.858543
92900	92.9	3.48923	3.35837	3.49356	8164.79	0.87899	548.442	114.983	2604.86	261.448	935.944	1.89944	14.958	1891.93	861.744	65.7923	450.692	435.911	188.729	840.143	118.524	-332.714	62.4661	5.63096	457.173	81.3102	2.78832	3.65996	26.6741	16.5503	0.790295
93000	93	3.55592	3.35837	3.56246	8320.86	0.87999	500.823	127.586	2521.57	255.579	918.419	2.0472	14.8514	1966.84	724.06	89.582	449.264	438.213	187.294	813.962	126.612	-291.865	54.1913	4.85788	476.285	72.494	1.54337	4.50924	45.2518	20.7471	0.715552
93100	93.1	3.47707	3.35837	3.481	8136.34	0.88099	516.93	121.875	2600.75	248.479	744.914	1.89376	15.0468	1976.97	802.509	80.3917	456.261	431.939	187.695	831.029	110.691	-331.633	49.9852	7.04684	450.526	87.2129	1.59612	3.47825	29.7176	19.8075	0.676037
93200	93.2	3.48301	3.35837	3.48714	8150.25	0.88199	490.653	127.565	2584.36	244.594	900.642	1.79729	15.4074	1921.91	998.413	82.9312	452.942	432.411	191.232	799.401	127.662	-294.98	59.3062	9.50723	443.637	95.3904	2.75721	3.272	25.1827	28.1412	0.734153
93300	93.3	3.54313	3.35837	3.54924	8290.91	0.88299	529.118	139.437	2599.77	243.223	816.765	1.74471	15.2239	1938.69	929.2	70.8007	450.766	438.816	191.227	820.412	114.217	-272.247	59.1763	6.36201	476.822	98.8105	4.26392	11.38	50.2686	26.2249	0.72956
93400	93.4	3.54944	3.35837	3.55577	8305.7	0.88399	532.094	113.082	2687.92	196.92	817.126	1.56452	14.6289	1916.1	759.07	90.4558	450.804	438.839	195.869	847.616	131.968	-310.31	53.8167	4.54779	481.8	69.8791	4.5992	2.55153	39.4633	21.9717	0.658785
93500	93.5	3.452	3.35837	3.4551	8077.67	0.88499	490.751	103.703	2576.58	220.388	886.363	1.49085	14.4392	1813.79	958.558	105.064	452.044	434.444	192.347	799.623	127.372	-296.202	54.2198	3.29708	449.96	65.946	1.68429	3.37163	40.3345	27.1053	0.686441
93600	93.6	3.40944	3.35837	3.41113	7978.08	0.88599	532.814	110.061	2543.11	256.446	715.689	1.483	14.6693	1929	842.943	70.2988	458.84	435.423	191.437	798.65	124.972	-325.332	57.6638	5.71483	493.721	85.2096	4.19657	2.97195	25.6394	25.6541	0.676577
93700	93.7	3.59535	3.35837	3.6032	8413.13	0.88699	531.055	103.104	2708.98	238.862	856.801	1.43563	14.4843	1758.88	734.289	70.7435	465.204	426.515	191.503	786.433	103.865	-348.888	55.1459	7.22358	485.175	66.6108	7.26338	3.55187	13.0414	21.3294	0.668732
93800	93.8	3.53714	3.35837	3.54305	8276.9	0.88799	586.021	102.384	2659.68	306.006	910.182	1.29187	14.2176	1811.18	945.325	69.8872	473.078	423.537	186.128	831.911	101.473	-361.997	48.8414	11.1992	480.891	82.9814	2.06729	7.4613	24.889	17.4439	0.662047
93900	93.9	3.55962	3.35837	3.56629	8329.51	0.88899	499.426	110.296	2688.24	243.977	816.539	1.19802	13.9309	1810.33	882.366	57.036	466.925	429.64	190.34	791.066	119.742	-343.867	59.9342	8.44938	480.656	96.6705	1.60526	3.53234	25.8117	28.0052	0.584955
94000	94	3.54676	3.35837	3.553	8299.42	0.88999	574.833	97.7468	2761.81	251.23	824.174	1.22601	13.3374	1948.61	934.4	104.096	457.279	432.766	203.866	811.844	111.184	-320.838	82.3299	3.15803	441.691	81.383	2.15524	6.15505	24.2538	32.8828	0.547474
94100	94.1	3.49212	3.35837	3.49655	8171.56	0.89099	496.233	133.554	2632.05	255.998	899.979	1.1765	13.2327	1978.45	823.838	56.7904	462.904	439.712	193.577	851.844	109.518	-286.014	60.686	6.13522	472.524	95.5439	1.73441	8.45009	44.7642	26.5563	0.522395
94200	94.2	3.48195	3.35837	3.48604	8147.77	0.89199	491.296	133.617	2800.77	212.282	885.608	1.2783	13.1778	2020.84	832.513	72.9082	458.608	445.992	196.239	852.129	102.814	-371.91	81.1363	5.32814	439.609	70.6232	2.65529	5.40517	30.645	21.3127	0.490403
94300	94.3	3.48169	3.35837	3.48577	8147.16	0.89299	559.503	98.9436	2714.91	226.105	903.899	1.32827	13.2756	1924.86	982.946	103.651	463.284	438.111	199.546	798.745	99.4093	-328.949	62.0587	4.9993	448.657	83.391	0.31202	6.42064	27.6631	27.3962	0.44044
94400	94.4	3.61505	3.35837	3.62355	8459.22	0.89399	520.417	94.5393	2662.41	239.939	840.756	1.48169	13.0703	1872.98	844.125	79.8323	455.719	439.17	204.706	815.049	119.762	-343.047	68.1372	9.36425	471.607	77.742	2.34317	4.65913	37.9787	26.0448	0.484828
94500	94.5	3.53021	3.35837	3.5359	8260.69	0.89499	486.118	115.673	2616.21	237.145	778.935	1.51754	12.8489	1975.13	830.371	83.2376	466.905	441.014	201.349	853.948	101.386	-341.893	61.2595	5.9899	465.712	83.5305	2.58674	4.12019	27.0106	18.0903	0.553699
94600	94.6	3.57247	3.35837	3.57956	8359.58	0.89599	519.124	101.633	2581.88	225.098	806.886	1.44204	12.7194	1899.7	868.604	143.086	463.241	436.317	207.587	747.158	117.248	-296.833	54.1951	4.99304	441.313	79.395	1.446	9.6349	28.0636	25.1028	0.555307
94700	94.7	3.5664	3.35837	3.57329	8345.39	0.89699	573.695	128.038	2670.01	269.29	865.19	1.46275	12.5558	1970.7	794.133	79.2583	463.262	434.663	210.732	853.515	148.436	-374.203	88.2791	7.74801	467.268	90.0046	2.46843	8.57338	21.4847	25.8708	0.602204
94800	94.8	3.46464	3.35837	3.46816	8107.26	0.89799	657.257	119.368	2839.33	247.754	920.947	1.46376	12.3706	2059.21	919.311	103.785	447.916	448.44	214.768	850.85	114.137	-320.6	64.0954	7.70082	424.585	70.5894	1.70812	5.60445	41.1723	23.4963	0.601991
94900	94.9	3.58154	3.35837	3.58893	8380.8	0.89899	510.865	113.784	2495.43	272.677	939.542	1.57767	12.2255	1883.07	966.818	81.7886	458.97	443.925	211.551	834.861	141.775	-342.141	40.8062	14.266	451.474	83.8295	0.757552	3.65859	33.9621	28.7058	0.598872
95000	95	3.55186	3.35837	3.55826	8311.35	0.89999	531.742	119.689	2485.92	203.452	927.786	1.80176	12.3285	1935.53	917.985	95.8931	458.528	457.779	205.819	845.274	126.239	-323.124	48.6569	7.10607	437.083	84.2102	2.46352	7.44174	35.2939	19.1641	0.617711
95100	95.1	3.47833	3.35837	3.48231	8139.3	0.90099	541.076	100.11	2725.42	282.426	830.294	1.8389	12.0855	2008.97	946.319	127.233	468.122	446.818	203.785	873.194	108.749	-363.433	59.0164	7.69552	477.289	74.651	3.15786	3.9805	27.0744	26.9947	0.665336
95200	95.2	3.60321	3.35837	3.61132	8431.52	0.90199	511.571	133.169	2753.43	261.681	788.99	1.84413	11.7945	1850.65	922.273	64.4502	467.982	441.616	207.09	828.223	102.563	-352.447	63.8139	11.5281	480.619	77.5704	1.99177	6.65637	33.2571	26.3536	0.634932
95300	95.3	3.45902	3.35837	3.46236	8094.12	0.90299	476.226	105.288	2627.88	270.113	884.337	1.7472	11.8955	1952.8	874.387	85.1205	465.736	433.903	205.26	828.099	101.545	-346.002	54.4887	13.7448	444.037	76.1724	3.83469	2.06564	44.9431	28.7596	0.582453
95400	95.4	3.38511	3.35837	3.386	7921.16	0.90399	508.381	98.1562	2557.9	263.447	916.086	1.60621	11.6888	1876.46	937.772	96.1878	474.185	421.545	210.62	814.838	112.716	-343.019	44.6998	4.0707	452.927	79.0947	3.36923	7.74721	27.8257	26.6948	0.559321
95500	95.5	3.52783	3.35837	3.53344	8255.13	0.90499	509.115	102.133	2641.64	252.933	931.842	1.5479	11.6118	1925.19	919.199	56.9983	477.534	430.632	211.082	809.114	127.385	-387.853	56.579	10.5025	463.549	84.0271	1.78083	9.13681	22.8347	22.9659	0.529464
95600	95.6	3.43982	3.35837	3.44251	8049.17	0.90599	489.621	128.914	2546.55	260.851	877.45	1.62391	11.7514	1958.9	874.875	78.8955	478.472	428.568	201.501	821.235	100.526	-369.839	59.6224	7.43824	457.022	98.2939	3.68785	2.80332	24.8297	23.307	0.532328
95700	95.7	3.52913	3.35837	3.53478	8258.16	0.90699	568.768	117.093	2511.23	349.63	904.216	1.57435	11.434	1809.58	953.832	83.4522	478.913	426.733	210.775	819.311	121.945	-390.826	46.65	7.93612	448.116	76.9079	3.67577	5.27563	11.7439	23.6865	0.518834
95800	95.8	3.41394	3.35837	3.41578	7988.63	0.90799	566.347	130.329	2628.81	225.443	949.849	1.69422	11.3684	1938.33	933.682	77.9229	482.372	440.53	206.958	936.827	134.368	-395.034	55.2374	13.8123	466.839	78.3322	3.19749	2.38845	17.0893	23.6299	0.510345
95900	95.9	3.47337	3.35837	3.47718	8127.68	0.90899	531.279	121.783	2564.08	233.894	850.445	1.72377	11.2808	2045.8	882.578	58.7834	488.61	424.146	198.088	820.757	118.804	-366.723	64.8522	8.22031	484.204	80.8172	2.61758	1.50456	24.3647	22.5859	0.515075
96000	96	3.56429	3.35837	3.57111	8340.44	0.90999	479.634	138.784	2695.3	268.763	842.629	1.66425	11.476	1853.78	828.017	107.35	489.729	433.697	194.943	861.355	130.314	-324.495	56.6701	7.45821	485.145	96.7451	1.98145	7.03003	30.3252	18.8279	0.437736
96100	96.1	3.52813	3.35837	3.53375	8255.82	0.91099	565.316	108.116	2479.31	265.625	857.345	1.58415	11.2943	1997.35	908.565	92.9327	488.885	444.278	195.397	852.62	124	-362.757	50.5076	11.2732	467.323	88.429	0.494162	4.25033	22.8357	21.2181	0.439927
96200	96.2	3.44328	3.35837	3.44609	8057.28	0.91199	597.796	114.904	2580.75	253.737	841.356	1.64378	10.9263	1925.08	879.934	71.9877	481.797	449.066	199.042	862.116	115.438	-388.221	65.8334	5.65251	440.319	83.5662	2.59228	5.38022	26.3363	19.1362	0.411456
96300	96.3	3.42673	3.35837	3.42899	8018.55	0.91299	497.345	83.5679	2541.55	217.776	886.036	1.62533	11.0219	1790.53	882.818	87.6776	494.294	443.31	188.417	955.362	138.958	-366.336	65.5651	3.83126	496.058	101.955	2.10752	3.94235	32.5524	21.1636	0.363459
96400	96.4	3.47796	3.35837	3.48192	8138.42	0.91399	510.481	109.674	2434.53	273.302	790.457	1.61329	10.7642	1944.83	873.906	81.6571	497.51	439.724	192.241	857.604	139.978	-391.528	55.5959	10.0775	479.667	93.9699	0.607695	5.47949	28.0002	18.7538	0.33328
96500	96.5	3.36912	3.35837	3.36948	7883.75	0.91499	555.092	162.956	2540.87	296.376	762.625	1.43414	10.6931	1942.7	980.214	109.932	487.18	455.997	188.823	815.461	107.674	-402.413	53.1539	11.1743	442.049	71.0186	0.524071	6.59604	28.9859	19.2788	0.27628
96600	96.6	3.50632	3.35837	3.51122	8204.79	0.91599	527.085	123.065	2622.37	285.442	797.075	1.48426	10.3681	1895.75	870.562	110.257	499.265	445.597	188.447	850.243	113.393	-421.941	59.3895	5.64844	463.473	71.6781	4.78323	5.5331	25.0591	14.0098	0.233033
96700	96.7	3.49795	3.35837	3.50257	8185.21	0.91699	439.754	90.706	2542.86	266.995	819.015	1.43541	10.0501	1824.17	780.422	80.8961	510.628	428.599	183.372	878.142	126.012	-436.688	58.8195	4.54167	474.363	83.4906	1.66624	2.65587	20.2556	10.2843	0.25807
96800	96.8	3.38023	3.35837	3.38095	7909.74	0.91799	577.466	118.651	2662.56	235.973	867.765	1.49972	9.84816	1959.44	822.827	95.8796	509.29	435.132	188.948	881.653	124.346	-378.34	62.8017	7.70513	503.258	71.2954	2.04926	4.75299	29.5318	17.0594	0.292098
96900	96.9	3.39026	3.35837	3.39131	7933.2	0.91899	565.076	162.718	2656.53	190.829	818.385	1.65298	9.76114	1803.68	910.49	112.082	509.569	433.76	182.258	828.256	103.495	-401.649	52.1495	4.13333	466.8	77.4034	0.859421	6.95332	32.1595	14.59	0.324142
97000	97	3.44207	3.35837	3.44484	8054.44	0.91999	566.858	130.044	2593.26	231.073	781.173	1.5754	9.6399	1865.73	812.785	105.837	520.518	419.034	178.049	877.173	120.523	-400.696	60.3769	6.08885	503.009	79.2274	1.15846	3.7791	30.0836	17.7838	0.336541
97100	97.1	3.40327	3.35837	3.40476	7963.65	0.92099	547.695	109.042	2576.33	260.199	798.378	1.54954	9.43333	1973.38	815.953	83.8214	516.603	424.806	181.47	867.202	125.542	-376.177	57.888	11.8307	483.258	91.9225	1.45319	8.92164	37.0951	21.7226	0.271269
97200	97.2	3.61458	3.35837	3.62306	8458.11	0.92199	533.8	160.875	2498.71	272.947	787.48	1.36763	9.16558	1839.59	885.894	111.791	512.262	428.038	186.306	795.285	106.534	-411.014	46.7808	7.50482	459.779	81.1312	1.16226	4.34115	29.235	16.5629	0.169333
97300	97.3	3.53027	3.35837	3.53596	8260.83	0.92299	480.34	124.44	2601.6	271.264	732.594	1.38248	9.21971	1903.91	833.268	87.4555	513.066	428.42	190.7	811.428	119.591	-382.79	65.5097	4.91653	458.314	82.8182	0.860345	6.12474	27.561	19.1609	0.159756
