step	time	T	Ekin	res	lj	bond_123	bond_125_cross	bond_123_cross	bond_124_cross	angle_251_cross	angle_252_cross	angle_250_cross	dihedral_190_cross	dihedral_191_cross	lj-14_0_cross	lj-14_1_cross
0	0	0	0	0	7334.42	540.431	4847.4	0	227.47	0	9648.27	386.652	2196.81	0	0	0
100	0.1	2.29746	38769.6	0	5042.89	2823.35	3954.45	0	138.755	0	8339.69	334.127	2325.6	0	0	0
200	0.2	2.92003	49275.6	0	5932.52	4227.92	4361.63	0	155.294	0	8844.11	334.541	2330.94	0	0	0
300	0.3	3.22177	54367.4	0	6139.2	5214.26	4262.91	0	216.15	0	8821.15	363.855	2352.2	0	0	0
400	0.4	3.33458	56271.1	0	6492.48	5629.4	4530.27	0	190.559	0	9111.26	375.685	2345.5	0	0	0
500	0.5	3.39299	57256.8	0	6693.04	6051.9	4649.7	0	182.349	0	9124.14	381.622	2308.92	0	0	0
600	0.6	3.45001	58218.8	0	6799.86	6371.43	4901.82	0	225.968	0	9188.35	394.546	2302.36	0	0	0
700	0.7	3.51256	59274.4	0	6740.87	6269.65	4725.01	0	216.067	0	9180.88	400.84	2295.77	0	0	0
800	0.8	3.49375	58957.1	0	6622.89	6584.42	4809.59	0	222.486	0	9180.46	407.074	2263.84	0	0	0
900	0.9	3.52973	59564.2	0	6728.78	6622.87	5034.89	0	224.73	0	9038.15	400.638	2345.66	0	0	0
1000	1	3.554	59973.7	0	6633	6649.43	4889.29	0	223.521	0	8946.49	407.381	2318.57	0	0	0
1100	1.1	3.52578	59497.6	0	6454.28	6617.49	4962.95	0	200.358	0	9062.2	394.692	2248.17	0	0	0
1200	1.2	3.49183	58924.7	0	6567.9	6648.6	4993.1	0	217.963	0	9132.39	446.05	2306.87	0	0	0
1300	1.3	3.53771	59698.8	0	6741.14	6764.55	4748.92	0	177.515	0	9049.3	411.312	2284.24	0	0	0
1400	1.4	3.54303	59788.6	0	6944.75	6686.51	5030.73	0	229.658	0	9192.53	389.244	2319.35	0	0	0
1500	1.5	3.59581	60679.3	0	6799.88	6672.15	4749.08	0	246.765	0	9094.25	386.771	2348.95	0	0	0
1600	1.6	3.5461	59840.4	0	6758.41	6622.97	4866.88	0	221.245	0	9185.39	393.756	2303.29	0	0	0
1700	1.7	3.48087	58739.6	0	6669.29	6747.49	4958.65	0	254.86	0	9167.91	396.869	2315.23	0	0	0
1800	1.8	3.46131	58409.6	0	6711.42	6824.05	4839.03	0	226.892	0	9174.07	401.573	2324.62	0	0	0
1900	1.9	3.56053	60084	0	6705.12	6535.05	4829.93	0	172.705	0	9107.58	417.873	2347.72	0	0	0
2000	2	3.5984	60722.9	0	6630.57	6562.26	4883.22	0	219.086	0	9121.91	393.377	2342.03	0	0	0
2100	2.1	3.57903	60396.1	0	6597.12	6979.55	4976.99	0	194.962	0	9038.11	416.097	2361.48	0	0	0
2200	2.2	3.56502	60159.7	0	6799.03	6874.92	4849.87	0	236.035	0	9157.72	400.207	2320.53	0	0	0
2300	2.3	3.60512	60836.4	0	6850.55	6621.27	4894.39	0	216.339	0	9014.18	437.272	2288.32	0	0	0
2400	2.4	3.54384	59802.3	0	7104.1	6604.25	4960.59	0	239.844	0	9083.23	470.597	2338.32	0	0	0
2500	2.5	3.56011	60076.8	0	6939.58	6755.12	5010.72	0	187.379	0	9138.72	417.621	2354.72	0	0	0
2600	2.6	3.5742	60314.6	0	6905.17	6641.25	4692.9	0	181.648	0	9130.35	425.356	2303.84	0	0	0
2700	2.7	3.59217	60617.9	0	6860.66	6666.75	4735.19	0	196.601	0	9229.46	393.763	2344.44	0	0	0
2800	2.8	3.54177	59767.4	0	6838.13	6496.13	4809.37	0	192.204	0	9142.66	379.601	2349.32	0	0	0
2900	2.9	3.55481	59987.3	0	6777.82	6837.24	4975.38	0	207.74	0	9139.51	382.378	2317.76	0	0	0
3000	3	3.59628	60687.2	0	6581.62	6750.88	4664.32	0	244.693	0	9181.8	365.663	2268.04	0	0	0
3100	3.1	3.62175	61117.1	0	6620.14	6605.24	4708.78	0	269.45	0	9020.61	361.116	2292.53	0	0	0
3200	3.2	3.55232	59945.4	0	6862.44	6715.48	4900.2	0	189.578	0	9106.34	359.731	2342.39	0	0	0
3300	3.3	3.53189	59600.6	0	6570.54	6360.05	4783.01	0	166.08	0	9162.59	396.921	2310.64	0	0	0
3400	3.4	3.51977	59396.1	0	6616.28	6566.12	4862.17	0	190.181	0	9141.64	427.163	2342.74	0	0	0
3500	3.5	3.5164	59339.2	0	6456.16	6640.53	4756.86	0	179.855	0	9095.07	396.699	2338.48	0	0	0
3600	3.6	3.52248	59441.8	0	6626.63	6747.1	4753.51	0	221.95	0	9110.67	379.774	2295.03	0	0	0
3700	3.7	3.52277	59446.8	0	6623.29	6538.21	4872.74	0	237.53	0	9180.27	396.317	2348.9	0	0	0
3800	3.8	3.55576	60003.5	0	6629.5	6584.06	4858.07	0	215.802	0	9230.63	397.78	2320.57	0	0	0
3900	3.9	3.53718	59689.9	0	6482.57	6450.35	4863.73	0	246.975	0	9188.77	351.387	2304.51	0	0	0
4000	4	3.49778	59025.1	0	6783.22	6678.19	5033.12	0	181.418	0	9347.26	408.456	2307.38	0	0	0
4100	4.1	3.53896	59719.9	0	6790.44	6564.18	5069.54	0	220.967	0	9275.96	371.045	2349.99	0	0	0
4200	4.2	3.53439	59642.9	0	6923.17	6578.65	4947.64	0	224.322	0	9296.16	397.436	2307.53	0	0	0
4300	4.3	3.55335	59962.9	0	6672.9	6313.93	4878.83	0	202.971	0	9173.42	390.979	2351.01	0	0	0
4400	4.4	3.51363	59292.4	0	6721.8	6709.52	4888.88	0	228.71	0	9154.09	435.924	2335.06	0	0	0
4500	4.5	3.54909	59890.8	0	6805.58	6660.69	4950.41	0	153.449	0	9075.58	434.383	2340.43	0	0	0
4600	4.6	3.46843	58529.7	0	6967.9	6571.09	4976.18	0	212.208	0	9221.34	413.532	2324.78	0	0	0
4700	4.7	3.51043	59238.4	0	6539.67	6584.29	4804.08	0	229.531	0	9054.18	344.559	2344.65	0	0	0
4800	4.8	3.51615	59335	0	6876.85	6434.07	4900.16	0	211.271	0	9070.4	386.925	2334.15	0	0	0
4900	4.9	3.58624	60517.7	0	6733.01	6684.31	4998.75	0	194.224	0	9080.17	421.744	2310.83	0	0	0
5000	5	3.53657	59679.6	0	6876.78	6590.39	5085.12	0	216.329	0	9109.47	429.238	2307.26	0	0	0
5100	5.1	3.50668	59175.3	0	6955.53	6593.81	4865.9	0	208.709	0	9130.74	397.963	2293.31	0	0	0
5200	5.2	3.56011	60076.9	0	6859.37	6684.62	4601.11	0	203.8	0	9095.25	392.847	2359.24	0	0	0
