step	time	T	Ekin	res	lj	bond_123	bond_125_cross	bond_123_cross	bond_124_cross	angle_251_cross	angle_252_cross	angle_250_cross	dihedral_190_cross	dihedral_191_cross	lj-14_0_cross	lj-14_1_cross
0	0	0	0	0	6996.45	528.961	4655.66	0	205.772	0	9102.51	397.368	2324.64	0	0	0
100	0.1	2.25201	38002.7	0	5013.68	2753.02	3758.15	0	120.588	0	8193.73	352.711	2320.37	0	0	0
200	0.2	2.89448	48844.3	0	5678.43	4188.47	4498.05	0	142.288	0	8625.74	355.438	2363.75	0	0	0
300	0.3	3.26331	55068.4	0	5915.59	5116.7	4502.17	0	239.815	0	8671.26	371.776	2331.81	0	0	0
400	0.4	3.32545	56117	0	6151.05	5817.37	4784.5	0	206.68	0	8934.61	385.688	2306.35	0	0	0
500	0.5	3.38536	57127.9	0	6441.82	6382.99	5072.47	0	202.547	0	8876.89	405.169	2317.13	0	0	0
600	0.6	3.46894	58538.4	0	6461.02	6287.18	5040.86	0	206.24	0	9011.33	381.684	2350.76	0	0	0
700	0.7	3.48256	58768.3	0	6709.44	6453.58	4964.93	0	206.581	0	9022.02	382.62	2325.7	0	0	0
800	0.8	3.55438	59980.2	0	6689.39	6496.11	4746.56	0	215.96	0	8961.91	386.97	2285.57	0	0	0
900	0.9	3.49588	58993	0	6602.19	6765.9	5164.75	0	233.198	0	8834	421.333	2312.98	0	0	0
1000	1	3.47684	58671.6	0	6606.16	6655.33	4946.62	0	239.495	0	8843.08	385.788	2292.44	0	0	0
1100	1.1	3.55648	60015.5	0	6533.18	6518.21	4773	0	200.827	0	8837.98	358.766	2350.86	0	0	0
1200	1.2	3.53438	59642.7	0	6829.49	6565.25	4863.53	0	233.385	0	9070.85	386.579	2271.22	0	0	0
1300	1.3	3.5858	60510.3	0	6650.39	6685.57	4961.89	0	238.309	0	9038.89	382.412	2300.25	0	0	0
1400	1.4	3.50226	59100.6	0	6654.8	7017.4	5069.6	0	250.258	0	9095.96	409.829	2307.6	0	0	0
1500	1.5	3.53362	59629.9	0	6563.47	6937.06	4954.01	0	188.561	0	9032.42	402.137	2373.48	0	0	0
1600	1.6	3.53466	59647.4	0	6742.36	6752.53	5062.91	0	180.998	0	9028.16	410.241	2373.57	0	0	0
1700	1.7	3.48671	58838.2	0	6607.5	6585.58	5069.15	0	188.61	0	8985.08	403.662	2326.33	0	0	0
1800	1.8	3.51907	59384.2	0	6667.51	6629.22	4798.37	0	188.98	0	8972.41	404.091	2331.23	0	0	0
1900	1.9	3.59466	60659.9	0	6565.98	6651.65	4777.25	0	219.658	0	8816.68	435.39	2355.64	0	0	0
2000	2	3.54432	59810.4	0	6766.02	6696.1	4833.07	0	195.063	0	8856.44	396.147	2311.55	0	0	0
