step	time	T	Ekin	res	lj	bond_123	bond_125_cross	bond_123_cross	bond_124_cross	angle_251_cross	angle_252_cross	angle_250_cross	dihedral_190_cross	dihedral_191_cross	lj-14_0_cross	lj-14_1_cross
0	0	0	0	0	6996.45	528.961	4655.66	0	205.772	0	9102.51	397.368	2324.64	0	0	0
100	0.1	2.28387	38540.3	0	5044.25	2722.78	3514.11	0	135.288	0	8169.4	387.228	2300.31	0	0	0
200	0.2	2.88317	48653.5	0	5809.52	4239.99	4004.64	0	160.246	0	8677.37	383.557	2291.45	0	0	0
300	0.3	3.18378	53726.3	0	5971.6	5086.68	4557.58	0	195.829	0	8677.6	380.776	2313.59	0	0	0
400	0.4	3.30213	55723.5	0	6279	5958.21	4465.1	0	230.041	0	8801.9	405.043	2310.63	0	0	0
500	0.5	3.39095	57222.2	0	6250.5	6220.94	4749.03	0	229.26	0	8747.79	376.233	2277.33	0	0	0
600	0.6	3.44571	58146.3	0	6598.96	6455.64	4828.4	0	223.565	0	8941.23	370.732	2317.95	0	0	0
700	0.7	3.45557	58312.8	0	6609.34	6424.65	4729.07	0	251.283	0	9007.79	375.214	2343.93	0	0	0
800	0.8	3.49765	59022.9	0	6656.34	6460.39	4848.14	0	181.953	0	8967.29	368.588	2314.82	0	0	0
900	0.9	3.5157	59327.5	0	6704.41	6709.16	4857.04	0	198.949	0	8938.68	407.822	2325.14	0	0	0
1000	1	3.52996	59568.1	0	6598.58	6433.53	4853.92	0	217.798	0	9097.62	397.001	2334.55	0	0	0
1100	1.1	3.51238	59271.4	0	6756.79	6542.45	4910.64	0	195.507	0	9033.55	372.831	2356.65	0	0	0
1200	1.2	3.61799	61053.5	0	6815.04	6520.68	5038.86	0	231.826	0	8971.43	365.066	2303.78	0	0	0
1300	1.3	3.54223	59775.1	0	6603.09	6633.05	5074.24	0	236.496	0	9152.61	418.439	2338.94	0	0	0
1400	1.4	3.57208	60278.8	0	6891.54	6652.6	4793.45	0	179.962	0	9210.82	376.332	2336.48	0	0	0
1500	1.5	3.57176	60273.5	0	6810.88	6479.42	5033.24	0	240.154	0	9241.38	374.012	2325.71	0	0	0
1600	1.6	3.55204	59940.7	0	6889.98	6413.37	4651.62	0	220.581	0	9255.1	364.155	2299.78	0	0	0
1700	1.7	3.57108	60261.9	0	6582.17	6745.24	5062.48	0	223.819	0	9171.89	353.803	2331.23	0	0	0
1800	1.8	3.5215	59425.2	0	6664.08	6667.43	4769.11	0	184.635	0	9030.6	378.645	2356.83	0	0	0
1900	1.9	3.53929	59725.5	0	6483.11	6742.3	4749.41	0	249.43	0	9051.92	383.477	2327.37	0	0	0
2000	2	3.54401	59805.1	0	6635.52	6657.79	4670.93	0	222.305	0	9070	359.574	2335.56	0	0	0
2100	2.1	3.48729	58848	0	6555.76	6668.42	4833.81	0	219.751	0	9012.7	374.031	2331.01	0	0	0
2200	2.2	3.4989	59043.9	0	6823.01	6606.66	4853.24	0	202.051	0	8991.27	386.118	2329.42	0	0	0
2300	2.3	3.51526	59320	0	6626.25	6596.97	4952.93	0	204.374	0	9116.36	393.612	2338.35	0	0	0
2400	2.4	3.54805	59873.4	0	6532	6700.17	4841.13	0	208.354	0	9087.57	427.749	2398.5	0	0	0
2500	2.5	3.5117	59259.9	0	6806.81	6483.91	4750.1	0	189.805	0	9134.21	419.271	2315.45	0	0	0
2600	2.6	3.5105	59239.6	0	6841.61	6574.05	4778.66	0	215.345	0	9152.57	421.001	2326.05	0	0	0
2700	2.7	3.55002	59906.6	0	6798.2	6616.44	4862.71	0	223.108	0	9050.06	412.391	2391.03	0	0	0
2800	2.8	3.52604	59502	0	6858.88	6784.99	4889.11	0	182.371	0	9023.55	420.791	2383.25	0	0	0
2900	2.9	3.52708	59519.5	0	6745.84	6638.97	4890.13	0	229.947	0	9011.65	385.888	2307.25	0	0	0
3000	3	3.52927	59556.5	0	6741.99	6564.81	4895.22	0	245.238	0	9063.08	380.198	2319.25	0	0	0
3100	3.1	3.52352	59459.4	0	6594.63	6659.39	4833.38	0	254.82	0	9005.76	393.79	2333.79	0	0	0
3200	3.2	3.50624	59167.7	0	6783.41	6631.25	4977.36	0	253.162	0	9194.63	399.117	2324.46	0	0	0
3300	3.3	3.49643	59002.3	0	6690.66	6430.03	4987.36	0	217.707	0	9174.95	391.536	2353.65	0	0	0
3400	3.4	3.52461	59477.8	0	6793.42	6738.71	5041.81	0	181.148	0	9127.31	386.913	2263.22	0	0	0
3500	3.5	3.58756	60540.1	0	6732.58	6847.99	4931.77	0	234.326	0	9038.09	406.612	2271.11	0	0	0
3600	3.6	3.57752	60370.6	0	6779.15	6949.62	4901.83	0	233.333	0	9037.39	403.936	2294.9	0	0	0
3700	3.7	3.52357	59460.2	0	6679.97	6677.13	4864.66	0	219.833	0	8981.35	414.628	2303.95	0	0	0
3800	3.8	3.54443	59812.2	0	6649.55	6674.9	4791.65	0	226.365	0	9053.4	422.702	2380.67	0	0	0
3900	3.9	3.53791	59702.2	0	6830.77	6757.26	4824.65	0	233.78	0	9021.98	402.928	2316.52	0	0	0
4000	4	3.51626	59336.9	0	6678.48	6656.75	5033	0	201.598	0	8982.53	393.23	2321.5	0	0	0
4100	4.1	3.55925	60062.4	0	6705	6403.98	5020.2	0	224.021	0	8914.83	402.256	2363.78	0	0	0
4200	4.2	3.57312	60296.3	0	6806.23	6435.1	5042.04	0	201.122	0	8939.83	431.317	2313.98	0	0	0
4300	4.3	3.57307	60295.5	0	6464.31	6591.1	4764.67	0	214.646	0	8999.68	432.149	2303.68	0	0	0
4400	4.4	3.5021	59098	0	6662.32	6637.87	4790.81	0	173.404	0	8975.7	372.276	2289.73	0	0	0
4500	4.5	3.4871	58844.8	0	6726.92	6505.86	4933.43	0	248.304	0	9053.14	389.556	2366.48	0	0	0
4600	4.6	3.56977	60239.9	0	6499.44	6507.88	4851.6	0	217.122	0	8936.92	446.416	2323.15	0	0	0
4700	4.7	3.61113	60937.8	0	6595.82	6598.16	4703.98	0	262.002	0	9082.46	414.783	2307.75	0	0	0
4800	4.8	3.56145	60099.5	0	6798.07	6566.19	4735.46	0	244.221	0	9050.03	402.429	2315.87	0	0	0
4900	4.9	3.49699	59011.7	0	6512.77	6485.53	4848.76	0	274.486	0	8981.51	416.118	2311.84	0	0	0
5000	5	3.49828	59033.4	0	6634.63	6674.84	4775.16	0	279.149	0	9016.56	376.124	2328.37	0	0	0
5100	5.1	3.4955	58986.5	0	6576.79	6453.2	4864.5	0	226.512	0	9024.52	372.762	2368.33	0	0	0
5200	5.2	3.52917	59554.7	0	6733.82	6528.83	5080.42	0	206.214	0	8936.31	402.163	2357.44	0	0	0
5300	5.3	3.48271	58770.8	0	6773.09	6746.01	4895.55	0	213.716	0	8955.97	380.353	2341.11	0	0	0
5400	5.4	3.57889	60393.8	0	6527.03	6746.79	4861.69	0	242.395	0	8872.95	367.188	2306.66	0	0	0
5500	5.5	3.53321	59622.9	0	6651.92	6572.67	4918.68	0	205.442	0	8973.25	387.389	2282.54	0	0	0
5600	5.6	3.52543	59491.7	0	6617.77	6645.23	4804.59	0	212.913	0	8955.28	414.849	2337.43	0	0	0
5700	5.7	3.57486	60325.8	0	6608.84	6727.58	4844.56	0	263.982	0	8943.33	374.808	2329.49	0	0	0
5800	5.8	3.53936	59726.7	0	6728.35	6527.76	4656.96	0	223.506	0	8954.62	383.972	2283.63	0	0	0
5900	5.9	3.5233	59455.7	0	6705.66	6856.95	4956.6	0	207.455	0	8845.61	398.66	2349.82	0	0	0
6000	6	3.55389	59971.9	0	6695.14	6835.44	4829.78	0	231.819	0	8983.43	404.736	2364.4	0	0	0
6100	6.1	3.57915	60398.1	0	6831.99	6841.29	5113.53	0	203.806	0	9030.77	377.735	2285.72	0	0	0
6200	6.2	3.56155	60101.1	0	6836.35	6504.83	4917.93	0	228.87	0	9075.15	398.557	2310.67	0	0	0
6300	6.3	3.56788	60208	0	6638.29	6614.88	4859.72	0	250.077	0	8990.88	433.501	2342.9	0	0	0
6400	6.4	3.4987	59040.5	0	6625.84	6577.22	5115.47	0	206.696	0	9134.41	425.985	2354.02	0	0	0
6500	6.5	3.50257	59105.9	0	6550.16	6672.92	4747.72	0	180.17	0	9021.6	398.716	2327.89	0	0	0
6600	6.6	3.49174	58923.2	0	6513.91	6685.05	4797.59	0	202.864	0	9048.03	389.179	2345.95	0	0	0
6700	6.7	3.51708	59350.6	0	6614.23	6517.31	4745.33	0	223.397	0	9045.58	388.879	2298.12	0	0	0
6800	6.8	3.47643	58664.7	0	6717.21	6505.49	4935.26	0	187.737	0	9077.12	361.57	2346.41	0	0	0
6900	6.9	3.49056	58903.3	0	6569.94	6516.77	4703.18	0	254.137	0	9168.03	387.929	2296.06	0	0	0
7000	7	3.4923	58932.6	0	6760.21	6218.65	4990.5	0	251.408	0	9013.01	413.866	2381.41	0	0	0
7100	7.1	3.52901	59552.1	0	6631.57	6573.83	4737.66	0	187.004	0	9018.87	452.636	2308.99	0	0	0
7200	7.2	3.55931	60063.4	0	6703.29	6568.49	4700.95	0	224.547	0	9006.26	382.153	2269.48	0	0	0
7300	7.3	3.52422	59471.1	0	6695.27	6600.65	4924.41	0	212.855	0	9040.86	379.172	2234.13	0	0	0
7400	7.4	3.50223	59100.2	0	6847.05	6645.79	4729.64	0	156.164	0	8963.8	395.387	2328.72	0	0	0
7500	7.5	3.55393	59972.5	0	6638.24	6543.45	5071.97	0	170.153	0	9073.88	374.36	2342.94	0	0	0
7600	7.6	3.53344	59626.8	0	6698.2	6529.7	4945.31	0	169.17	0	9103.42	387.345	2337.01	0	0	0
7700	7.7	3.54765	59866.5	0	6607.85	6930.89	4629.69	0	199.429	0	9063.57	368.193	2338.06	0	0	0
7800	7.8	3.50706	59181.7	0	6652.21	6655.05	4658.88	0	197.351	0	9185.63	392.028	2305.95	0	0	0
7900	7.9	3.55575	60003.3	0	6582.75	6696.87	4646.23	0	243.229	0	9063.53	397.905	2320.32	0	0	0
8000	8	3.50185	59093.7	0	6695.97	6869.33	4815.47	0	222.774	0	9035.1	394.342	2285.43	0	0	0
8100	8.1	3.50444	59137.4	0	6763.23	6531.32	4944.77	0	190.669	0	9138.72	370.887	2303.24	0	0	0
8200	8.2	3.54665	59849.8	0	6654.6	6624.47	4616.59	0	169.235	0	9127.36	376.1	2329.1	0	0	0
8300	8.3	3.59317	60634.8	0	6917.81	6764.14	4735.3	0	185.536	0	9098.52	392.18	2325.1	0	0	0
8400	8.4	3.57969	60407.2	0	6714.97	6726.3	4959.06	0	166.423	0	9015.19	399.615	2383.95	0	0	0
8500	8.5	3.56224	60112.9	0	6692	6605.93	4779.7	0	196.529	0	9039.58	434.929	2390.99	0	0	0
8600	8.6	3.5413	59759.4	0	6687.51	6824.73	4774.57	0	234.436	0	9071.54	415.647	2273.61	0	0	0
8700	8.7	3.51928	59387.8	0	6670.06	6463.65	4980.5	0	218.555	0	8982.42	373.629	2312.54	0	0	0
8800	8.8	3.52514	59486.7	0	6778.03	6365.03	4900.85	0	177.903	0	8964.25	381.522	2294.28	0	0	0
8900	8.9	3.48494	58808.4	0	6461.81	6580.35	4999.98	0	268.667	0	8926.95	420.69	2316.33	0	0	0
9000	9	3.49898	59045.3	0	6682.46	6693.34	4725.59	0	288.199	0	9082.03	427.972	2259.22	0	0	0
9100	9.1	3.53404	59637	0	6664.63	6643.35	5178.67	0	222.159	0	8936.27	370.154	2322.32	0	0	0
9200	9.2	3.53277	59615.4	0	6688.85	6400.42	5019.74	0	208.019	0	8876.46	371.931	2280	0	0	0
9300	9.3	3.55581	60004.3	0	6670.21	6726.18	4571.18	0	202.918	0	8869.22	383.412	2336.84	0	0	0
9400	9.4	3.51942	59390.2	0	6873.92	6839.06	4807.97	0	206.966	0	8824.89	385.564	2302.14	0	0	0
9500	9.5	3.56472	60154.7	0	6753.31	6553.82	4785.09	0	237.567	0	8925.8	386.28	2306.39	0	0	0
9600	9.6	3.5964	60689.3	0	6778.74	6574.56	4941.16	0	233.179	0	8965.32	409.304	2303.51	0	0	0
9700	9.7	3.6153	61008.2	0	6847.85	6490.17	4777.16	0	172.857	0	8815.98	396.127	2303.54	0	0	0
9800	9.8	3.52717	59521	0	6748.49	6538.58	5121.63	0	222.557	0	8950.03	399.339	2314.23	0	0	0
9900	9.9	3.56302	60125.9	0	6728.11	7149.11	4982.2	0	213.622	0	8855.24	379.403	2351.99	0	0	0
10000	10	3.54344	59795.5	0	6628.88	7077.91	4867.84	0	265.035	0	8833.39	410.091	2310.7	0	0	0
10100	10.1	3.55296	59956.2	0	6584.09	6626.1	5024.43	0	263.924	0	8925.71	439.773	2338.78	0	0	0
10200	10.2	3.54023	59741.4	0	6731.97	6484.26	4972.44	0	240.166	0	8913.11	431.496	2322.76	0	0	0
10300	10.3	3.56842	60217.1	0	6579.08	6587.89	4993.78	0	223.215	0	8993.84	412.743	2294.53	0	0	0
10400	10.4	3.61136	60941.8	0	6381.04	6645.19	5270.01	0	290.682	0	8947.75	416.92	2339.67	0	0	0
10500	10.5	3.61848	61061.9	0	6519.75	6457.52	5099.79	0	206.701	0	8915.61	412.722	2372.9	0	0	0
10600	10.6	3.54044	59744.9	0	6762.31	6415.84	5098.31	0	231.533	0	8899.13	442.36	2363.02	0	0	0
10700	10.7	3.57329	60299.3	0	6777.02	6364.32	5000.21	0	220.48	0	8926.22	390.107	2328.5	0	0	0
10800	10.8	3.51704	59350	0	6825.03	6473.12	4911.82	0	242.419	0	8932.69	400.111	2349.62	0	0	0
10900	10.9	3.55295	59956	0	6747.9	6579.69	4972.93	0	249.813	0	9032.32	371.322	2340.8	0	0	0
11000	11	3.58448	60488.1	0	6797.44	6679.91	4877.81	0	226.389	0	9168.72	393.52	2345.79	0	0	0
11100	11.1	3.59497	60665.2	0	6653.13	6717.45	4781.43	0	227.567	0	8948.42	425.943	2312.43	0	0	0
11200	11.2	3.51868	59377.8	0	6572.64	6580.92	4918.45	0	238.936	0	9023.57	428.66	2288.15	0	0	0
11300	11.3	3.50126	59083.7	0	6512.48	6514.12	4904.05	0	233.888	0	9023.33	393.231	2328.76	0	0	0
11400	11.4	3.54414	59807.4	0	6715.59	6644.81	4688.78	0	214.189	0	9075.82	369.975	2315.51	0	0	0
11500	11.5	3.54596	59838	0	6744.47	6522.58	4845.89	0	223.301	0	8829.16	394.877	2314.76	0	0	0
11600	11.6	3.57502	60328.4	0	6774.49	6643.07	4821.86	0	247.777	0	8818.66	394.407	2302.75	0	0	0
11700	11.7	3.61523	61006.9	0	6583.42	6599.42	4948.82	0	204.776	0	8827.3	405.016	2335.79	0	0	0
11800	11.8	3.56002	60075.4	0	6745.98	6542.97	5061.36	0	232.91	0	8887.19	401.038	2331.25	0	0	0
11900	11.9	3.54051	59746	0	6711.18	6465.7	4847.2	0	188.22	0	8942.4	396.816	2300.13	0	0	0
12000	12	3.54085	59751.9	0	6511.58	6823.29	4626.28	0	253.958	0	8957.42	395.675	2273.2	0	0	0
12100	12.1	3.49971	59057.7	0	6630.9	6765.28	4738.6	0	208.595	0	8878.81	386.713	2331.88	0	0	0
12200	12.2	3.55668	60018.9	0	6460.04	6686.86	5010.53	0	209.125	0	8882.27	394.159	2320.18	0	0	0
12300	12.3	3.54459	59815	0	6653.25	6614.52	5036.83	0	203.572	0	8947.27	379.095	2339.91	0	0	0
12400	12.4	3.51036	59237.3	0	6727.78	6422.39	4891.55	0	194.832	0	9040.29	376.198	2296.68	0	0	0
12500	12.5	3.49998	59062.1	0	6821.55	6795.75	4675.53	0	218.992	0	8964.66	365.012	2356.88	0	0	0
12600	12.6	3.5537	59968.7	0	6750.42	6705.45	4949.07	0	247.39	0	8989.6	387.35	2377.92	0	0	0
12700	12.7	3.52907	59553.1	0	6733.58	6763.55	5108.62	0	212.399	0	8863.34	365.979	2296.96	0	0	0
12800	12.8	3.55295	59956	0	6938.87	6705.7	4735.69	0	244.472	0	8982.48	369.54	2334.58	0	0	0
12900	12.9	3.6011	60768.5	0	6925.5	6515.88	4840.38	0	186.926	0	9148.65	371.393	2281.86	0	0	0
13000	13	3.59222	60618.6	0	6869.35	6775.02	4804.78	0	247.375	0	9063.06	381.791	2283.73	0	0	0
13100	13.1	3.49596	58994.3	0	6673.84	6991.96	4961.03	0	255.18	0	8949.49	358.691	2315.1	0	0	0
13200	13.2	3.5606	60085.2	0	6506.88	6723.38	4872.29	0	232.117	0	8973.19	360.546	2338.24	0	0	0
13300	13.3	3.53898	59720.4	0	6599.08	6560.75	5057.13	0	253.58	0	8995.65	373.222	2320.05	0	0	0
13400	13.4	3.53812	59705.8	0	7018.61	6542.56	5120.06	0	260.671	0	8901.76	409.736	2332.22	0	0	0
13500	13.5	3.54827	59877	0	6822.08	6375.23	4921.23	0	199.523	0	8901.89	398.878	2341.6	0	0	0
13600	13.6	3.5251	59486	0	6591.21	6512.65	4904.59	0	272.253	0	9040.37	378.239	2312.12	0	0	0
13700	13.7	3.54288	59786.1	0	6527.33	6531.59	4917.3	0	192.125	0	9020.18	400.94	2333.13	0	0	0
13800	13.8	3.59444	60656.2	0	6520.53	6456.62	5046.59	0	156.864	0	9098.4	404.116	2325.31	0	0	0
13900	13.9	3.55067	59917.6	0	6601.95	6572.16	5045.2	0	161.934	0	9035.04	386.915	2356.64	0	0	0
14000	14	3.48945	58884.5	0	6505.76	6617.75	4925.3	0	181.548	0	9047.23	378.738	2323.85	0	0	0
14100	14.1	3.46844	58529.9	0	6425.43	6662.25	4985.62	0	246.128	0	9139.97	388.003	2354.7	0	0	0
14200	14.2	3.51835	59372.2	0	6587.11	6511.81	4760.89	0	238.109	0	9025.58	369.529	2326.4	0	0	0
14300	14.3	3.55238	59946.4	0	6598.77	6506.01	4773.77	0	219.583	0	9047.89	369.036	2320.68	0	0	0
14400	14.4	3.50965	59225.3	0	6676.3	6765.07	5006.68	0	256.278	0	8968.99	401.354	2232.83	0	0	0
14500	14.5	3.53728	59691.7	0	6747.12	6608.54	5023.08	0	210.45	0	8799.95	414.753	2299.54	0	0	0
14600	14.6	3.59246	60622.7	0	6686.3	6875.32	5109.98	0	212.662	0	8863.16	402.514	2352.64	0	0	0
14700	14.7	3.56453	60151.4	0	6658.41	6846.56	4902.96	0	232.545	0	8895.35	407.234	2348.58	0	0	0
14800	14.8	3.57949	60404	0	6507.8	6366.01	4856.06	0	203.338	0	8970.02	381.761	2296.55	0	0	0
14900	14.9	3.52319	59453.9	0	6750.73	6602.57	4914.71	0	247.961	0	8989.91	408.473	2325.94	0	0	0
15000	15	3.57977	60408.6	0	6579.01	6839.73	5067.48	0	203.276	0	8872.78	384.508	2298.93	0	0	0
15100	15.1	3.53729	59691.7	0	6604.06	6661.79	4945.65	0	235.818	0	9122.89	393.937	2335.61	0	0	0
15200	15.2	3.5265	59509.7	0	6668.38	6606.05	4664.72	0	188.318	0	8968.8	386.927	2273.5	0	0	0
15300	15.3	3.58381	60476.7	0	6461.35	6458.94	4982.78	0	212.253	0	8946.17	363.329	2317.45	0	0	0
15400	15.4	3.53501	59653.3	0	6627.41	6557.97	4803.2	0	181.109	0	8967.13	353.699	2339.89	0	0	0
15500	15.5	3.54634	59844.6	0	6509.45	6731.85	4964.15	0	213.688	0	8946.93	380.489	2310.55	0	0	0
15600	15.6	3.55936	60064.2	0	6576.77	6779.02	4868.1	0	194.751	0	8946.16	400.941	2333.68	0	0	0
15700	15.7	3.58629	60518.7	0	6634.08	6673.17	4936.9	0	175.846	0	8975.02	398.257	2287.97	0	0	0
15800	15.8	3.5262	59504.6	0	6816.38	6598.57	4943.75	0	210.62	0	8951.2	397.493	2333.1	0	0	0
15900	15.9	3.52539	59491	0	6743.73	6789.7	4929.63	0	182.366	0	9019.93	391.824	2308.13	0	0	0
16000	16	3.51654	59341.6	0	6806.9	6765.64	4941.33	0	209.232	0	8885.92	374.097	2268.99	0	0	0
16100	16.1	3.50546	59154.7	0	6915.89	6587.97	5019.24	0	209.262	0	9078.39	356.199	2310.68	0	0	0
