step	time	T	Ekin	res	lj	lj-tab	bond_125_cross	bond_124_cross	bond_124	angle_253_cross	angle_252_cross	angle_252	dihedral_190_cross	dihedral_190	dihedral_191_cross	lj-14_1	lj-14_0	lj-14_1_cross
5011	5.011	7.05599	99224.8	0.0005	3410.77	3127.41	3553.78	6.89448	37931.1	5285.56	0.200823	8700.34	0.01676	19525.9	1866.3	5835.86	482.964	14.4215
5012	5.012	6.96003	97875.5	0.00055	3408.5	3138.95	3616.6	8.34601	37197.2	5287.15	0.243019	8635.74	0.0202742	19525.6	1866.11	5637.6	482.85	17.5646
5013	5.013	6.96316	97919.4	0.0006	3413.29	3150.28	3688.22	9.93629	35435.7	5288.07	0.289248	8598.1	0.0241174	19524.8	1865.92	5579.05	483.213	20.6837
5014	5.014	7.03008	98860.5	0.00065	3426.39	3163.49	3767.66	11.6653	33200.4	5288.27	0.339488	8581.84	0.0282922	19522.7	1865.47	5562.1	483.574	23.2575
5015	5.015	7.09141	99722.9	0.0007	3443.08	3177.43	3855.46	13.5324	31116.1	5288.31	0.393756	8580.74	0.0327989	19519.3	1865.17	5560.45	483.631	24.7582
5016	5.016	7.07623	99509.5	0.00075	3463.99	3192.23	3954.55	15.5379	29727.6	5288.74	0.45206	8594.6	0.0376398	19515.3	1864.83	5564.93	483.904	25.0998
5017	5.017	7.00051	98444.7	0.0008	3485.96	3207.07	4072.22	17.6807	29283	5289.3	0.514381	8603.98	0.0428159	19512	1864.48	5572.62	484.378	24.838
5018	5.018	6.8445	96250.8	0.00085	3510.39	3223.52	4209.28	19.9608	29832.1	5290.37	0.580687	8607.98	0.0483313	19509.1	1864.12	5582.98	485.09	23.8848
5019	5.019	6.61594	93036.7	0.0009	3532.5	3239.45	4356.21	22.3781	31146	5292.03	0.651014	8598.21	0.0541812	19506.8	1863.87	5592.54	485.838	22.4243
5020	5.02	6.34378	89209.4	0.00095	3554.25	3256.64	4512.26	24.9335	32780.7	5294.41	0.725378	8572.2	0.0603639	19505.4	1863.53	5603.2	486.776	20.8787
5021	5.021	6.07373	85411.8	0.001	3570.93	3268.37	4676.05	27.6258	34193.1	5328.21	0.803769	8524.23	0.0668891	19506.7	1863.73	5616.11	487.093	19.9441
5022	5.022	5.85894	82391.3	0.00105	3591.57	3286.37	4846.39	30.4552	34909.4	5331.95	0.8862	8471	0.0737394	19511.1	1865.52	5628.74	487.717	19.0696
5023	5.023	5.7396	80713.1	0.0011	3616.41	3310.7	5021.45	33.4212	34679.6	5341.31	0.972506	8423.79	0.0809346	19520.6	1865.12	5640.87	488.718	18.3357
5024	5.024	5.70747	80261.4	0.00115	3635.41	3330.17	5200.17	36.5239	33520.1	5383.46	1.06267	8391.42	0.0884892	19537.1	1864.93	5652.33	490.347	17.7415
5025	5.025	5.75939	80991.4	0.0012	3652.6	3347.85	5381.72	39.7639	31671	5434.31	1.15685	8363.56	0.0963107	19555.3	1864.77	5662.69	492.079	17.2909
5026	5.026	5.84396	82180.7	0.00125	3671.38	3368.25	5564.52	43.141	29454.3	5491.03	1.25506	8317.41	0.104474	19561	1864.62	5672.76	494.083	17.0263
5027	5.027	5.91622	83196.9	0.0013	3688.26	3386.01	5746.75	46.6553	27180.9	5551.41	1.35731	8249.86	0.112949	19555.2	1864.47	5684.59	496.072	16.725
5028	5.028	6.01286	84555.8	0.00135	3704.87	3403.02	5926.26	50.3063	25067.4	5613.87	1.46352	8162.86	0.121765	19548	1864.41	5694.96	498.3	16.432
5029	5.029	6.06689	85315.6	0.0014	3720.8	3418.72	6101.37	54.0941	23191.3	5676.74	1.5737	8077.26	0.130938	19543.9	1864.2	5703.48	500.981	16.1927
5030	5.03	6.10438	85842.8	0.00145	3737.89	3433.12	6271	58.0202	21549.1	5738.71	1.68787	8000.89	0.140392	19545.7	1864.12	5710.05	503.383	16.0544
5031	5.031	6.12873	86185.3	0.0015	3751.18	3439.4	6434.11	62.0835	20112.9	5799.44	1.80592	7943.52	0.150274	19553.7	1864.02	5718.04	505.461	15.9962
5032	5.032	6.12398	86118.5	0.00155	3779.04	3457.53	6591.21	66.2868	18801.8	5858.71	1.92793	7896.68	0.160436	19565.3	1863.98	5724.25	507.832	16.0067
5033	5.033	6.11392	85977	0.0016	3794.65	3465.19	6740.95	70.6331	17572.3	5914.87	2.054	7863.2	0.170926	19577.3	1864.04	5728.54	510.556	16.0166
5034	5.034	6.11769	86030	0.00165	3803.92	3473.15	6883.93	75.1183	16397	5967.41	2.184	7839.18	0.18176	19584.5	1864.17	5730.71	513.32	16.1907
5035	5.035	6.07886	85484	0.0017	3805.78	3479.56	7019.28	79.7456	15317.4	6016.76	2.31798	7833.67	0.192894	19591	1864.38	5732.22	516.455	16.3306
5036	5.036	6.08567	85579.7	0.00175	3807.5	3482.65	7147.31	84.5117	14452.8	6061.93	2.45599	7847.13	0.204302	19595.8	1864.43	5733.11	518.21	16.4742
5037	5.037	6.02177	84681.2	0.0018	3804.7	3474.3	7266.9	89.4177	13867.9	6103.05	2.59801	7885.92	0.216085	19598.6	1864.4	5734.91	519.094	16.7087
5038	5.038	5.95583	83753.9	0.00185	3829.06	3483.35	7376.43	94.4629	13594.7	6139.25	2.74404	7947.33	0.228216	19599.4	1864.46	5745.24	519.076	17.1426
5039	5.039	5.85353	82315.2	0.0019	3859.59	3481.4	7477.5	99.6486	13575.6	6170.79	2.89412	8023.37	0.240644	19598.5	1864.57	5789.08	517.786	17.5332
5040	5.04	5.70913	80284.6	0.00195	3919.55	3478.12	7568.83	104.975	13661.1	6197.59	3.04821	8101.78	0.253446	19596	1865.02	5933.28	515.976	17.9113
5041	5.041	5.56826	78303.7	0.002	4010.38	3473.28	7650.73	110.441	13660.8	6220.79	3.20658	8167.38	0.266562	19595.9	1865.21	6243.49	514.252	18.3774
5042	5.042	5.47338	76969.4	0.00205	4048.19	3467.27	7722.9	116.046	13430.9	6241.99	3.36928	8205.91	0.280004	19600.4	1865.35	6480.83	512.608	18.7698
5043	5.043	5.41254	76113.9	0.0021	3991.74	3460.65	7783.23	121.79	12962.6	6261	3.53629	8209.01	0.293797	19604.7	1865.62	6272.5	510.906	19.1551
5044	5.044	5.42664	76312.1	0.00215	3955.97	3454.32	7832.22	127.671	12395.4	6277.83	3.70732	8186.41	0.307932	19603.1	1865.84	5941.71	509.284	19.538
5045	5.045	5.42435	76280	0.0022	4042.86	3446.55	7874.34	133.694	11923.6	6290.75	3.88227	8154.3	0.322439	19597.1	1866.21	5763.99	507.771	19.99
5046	5.046	5.36754	75481.1	0.00225	4273.28	3437.59	7910.79	139.853	11743.3	6300.42	4.06141	8117.84	0.337272	19589.3	1866.38	5695.63	506.592	20.494
5047	5.047	5.28468	74315.8	0.0023	4210.29	3430.56	7949.27	146.157	11975.9	6310.4	4.24483	8079.94	0.352455	19580.3	1866.31	5670.67	505.412	21.0197
5048	5.048	5.19967	73120.4	0.00235	3996.54	3421.38	7987.14	152.603	12621.6	6319.38	4.43231	8035.07	0.36804	19571.4	1866.46	5661.2	504.353	21.6856
5049	5.049	5.07507	71368.2	0.0024	3929.48	3411.1	8016.89	159.187	13593.9	6323.74	4.62399	7989.33	0.383925	19561.9	1866.42	5661.11	503.106	22.3898
5050	5.05	4.92161	69210.1	0.00245	3922.18	3400.21	8037.6	165.911	14751.2	6323.4	4.81965	7944.62	0.399946	19550.8	1866.32	5669.28	501.392	23.1839
5051	5.051	4.7676	67044.3	0.0025	3920.96	3389.59	8048.19	172.768	15946.5	6318.55	5.01928	7905.23	0.416307	19540.2	1866.22	5688.24	499.928	23.9844
5052	5.052	4.61272	64866.3	0.00255	3900.47	3379.22	8046.12	179.757	16987.9	6309.4	5.22271	7882.01	0.433033	19530.7	1866.02	5719.84	497.951	24.9499
5053	5.053	4.49813	63254.9	0.0026	3864.4	3369.42	8033.37	186.88	17778.6	6294.98	5.42984	7878.64	0.450091	19521.8	1865.99	5768.79	495.599	25.8483
5054	5.054	4.39512	61806.4	0.00265	3831.65	3359.78	8011.08	194.133	18245.7	6277.07	5.64046	7902.74	0.467612	19515.1	1866.04	5836.22	492.616	26.8833
5055	5.055	4.3224	60783.8	0.0027	3818.27	3350.93	7978.21	201.519	18385.7	6254.26	5.85499	7943.38	0.485364	19511.9	1866.35	5916.83	489.427	28.0264
5056	5.056	4.29162	60350.9	0.00275	3830.76	3341.79	7937.98	209.031	18210.6	6228.04	6.07331	8003.66	0.503603	19512.9	1866.39	5996.83	486.353	29.1246
5057	5.057	4.27182	60072.5	0.0028	3877.73	3331.95	7891.11	216.673	17807.2	6199.6	6.29548	8074.21	0.522248	19518.4	1866.43	6053.65	482.771	30.3206
5058	5.058	4.26885	60030.7	0.00285	3966.13	3322.52	7838.41	224.447	17274	6168.36	6.52161	8151.34	0.541137	19528.4	1866.47	6066.89	478.815	31.479
5059	5.059	4.26961	60041.4	0.0029	4040.18	3313.45	7777.63	232.353	16679	6135.16	6.75128	8236.11	0.560286	19539.2	1866.52	6036.73	475.078	32.6372
5060	5.06	4.30345	60517.3	0.00295	4001.82	3305.25	7710.79	240.392	16077.2	6099.99	6.98493	8313.27	0.579795	19547.2	1866.66	5980.93	470.724	33.8828
5061	5.061	4.32792	60861.4	0.003	3905.23	3297.71	7638.26	248.566	15496.6	6063.08	7.2226	8385.38	0.59969	19552.7	1866.89	5916.02	466.217	35.4048
5062	5.062	4.3553	61246.4	0.00305	3830.46	3291.49	7561.49	256.875	14943.7	6023.31	7.46415	8453.26	0.619889	19560.8	1866.91	5855.4	461.599	37.0825
5063	5.063	4.38921	61723.2	0.0031	3779.46	3285.32	7478.41	265.319	14400.2	5982.5	7.71001	8408.72	0.640456	19560.6	1866.76	5800.42	457.322	38.5847
5064	5.064	4.42734	62259.4	0.00315	3736.63	3272.85	7389.94	273.902	13886.4	5941.63	7.96007	8328.4	0.661331	19558.2	1866.47	5756.68	452.89	39.8942
5065	5.065	4.47161	62882.1	0.0032	3711.65	3269.63	7297.07	282.626	13405.8	5899.95	8.21368	8258.78	0.68232	19557	1866.32	5724.27	448.696	41.148
5066	5.066	4.47091	62872.1	0.00325	3691.42	3266.27	7199.76	291.481	12962.5	5858.16	8.4699	8196.54	0.704007	19556.7	1866.13	5702.07	445.064	42.5606
5067	5.067	4.48505	63071.1	0.0033	3673.5	3261.51	7099.93	300.469	12547.8	5815.39	8.73019	8137.45	0.725769	19556.6	1865.96	5685.23	442.247	44.4591
5068	5.068	4.49781	63250.5	0.00335	3666.16	3264.83	6997.85	309.602	12177	5772.4	8.99488	8093.27	0.747743	19555.7	1865.86	5672.13	440.116	47.513
5069	5.069	4.50412	63339.2	0.0034	3654.48	3261.8	6894.12	318.875	11898.2	5729.18	9.26364	8061.38	0.769984	19555.3	1865.99	5660.75	438.076	52.098
5070	5.07	4.52133	63581.2	0.00345	3644.98	3259.2	6787.39	328.284	11700.1	5686.17	9.53659	8048.95	0.792462	19554.9	1865.88	5652.59	435.8	56.5715
5071	5.071	4.50194	63308.6	0.0035	3633.76	3253.69	6677.9	337.828	11600.7	5643.53	9.81391	8051.24	0.815281	19554.3	1865.81	5648.09	434.246	56.4663
5072	5.072	4.48186	63026.2	0.00355	3629.08	3253.3	6566.22	347.515	11615.1	5601.85	10.0952	8071.59	0.838411	19553.3	1865.87	5645.43	432.667	52.5722
5073	5.073	4.45902	62704.9	0.0036	3626.78	3254.98	6454.5	357.341	11732.2	5560.91	10.3803	8105.67	0.861614	19551.6	1865.76	5644.79	430.896	48.8656
5074	5.074	4.41012	62017.3	0.00365	3622.49	3254	6343.19	367.307	11911.2	5522.23	10.6695	8144.06	0.885436	19549.1	1865.85	5642.74	429.202	46.9133
5075	5.075	4.36098	61326.3	0.0037	3615.51	3249.65	6229.98	377.394	12139.1	5485.46	10.9624	8187.42	0.909684	19546.6	1865.91	5646.55	427.383	46.1883
5076	5.076	4.33134	60909.5	0.00375	3614.45	3249.72	6117.71	387.607	12345.6	5451.38	11.2596	8233.42	0.934301	19542.7	1866.05	5657.64	425.689	45.9966
5077	5.077	4.29245	60362.6	0.0038	3613.97	3249.51	6004.66	397.954	12536.8	5420.06	11.5602	8273.91	0.9593	19539.9	1866.16	5678.12	424.304	46.2725
5078	5.078	4.28583	60269.5	0.00385	3619.03	3253.49	5892.77	408.453	12660.3	5391.82	11.8644	8314.53	0.984733	19538.4	1866.27	5711.88	423.325	46.8218
5079	5.079	4.25831	59882.5	0.0039	3620.86	3253.3	5781.51	419.094	12674.4	5367.13	12.1719	8354.01	1.01064	19538.7	1866.29	5767.78	422.985	47.5737
5080	5.08	4.25928	59896.2	0.00395	3623.58	3253.68	5671.21	429.857	12572.9	5346.29	12.483	8400.87	1.03703	19538	1866.36	5859.19	422.411	48.3602
5081	5.081	4.2379	59595.4	0.004	3627.57	3254.21	5561.54	440.76	12361.4	5329.7	12.7981	8451.68	1.0639	19538.3	1866.38	5995.42	420.955	49.3052
5082	5.082	4.22236	59376.9	0.00405	3632.16	3254.63	5452.89	451.8	12080.2	5318.01	13.1169	8509.53	1.09124	19538	1866.47	6165.13	419.575	50.3705
5083	5.083	4.19565	59001.3	0.0041	3627.01	3245.03	5346.76	462.977	11777.6	5311.47	13.4397	8565.63	1.11894	19537.1	1866.61	6321.13	418.946	51.2311
5084	5.084	4.19066	58931.1	0.00415	3632.83	3246.56	5244.38	474.297	11486.3	5310.06	13.7661	8579.32	1.14614	19530	1866.74	6442.17	418.846	52.0482
5085	5.085	4.19384	58975.9	0.0042	3647.55	3258.1	5145.61	485.746	11207.7	5309.59	14.0966	8546.26	1.1742	19524.6	1866.99	6573.38	418.755	52.7287
5086	5.086	4.20101	59076.6	0.00425	3652.43	3259.69	5049.61	497.341	10987.6	5309.68	14.4306	8490.95	1.2025	19526.7	1867.06	6694.33	418.568	53.1493
5087	5.087	4.19918	59051	0.0043	3655.58	3259.24	4954.8	509.047	10805.9	5310.08	14.7687	8426.55	1.23118	19531	1867.11	6639.26	418.645	53.2966
5088	5.088	4.21277	59242	0.00435	3660.37	3260.42	4863.68	520.89	10708.1	5310.84	15.1111	8354	1.26002	19536.4	1867.2	6355.58	418.941	53.3161
5089	5.089	4.22919	59473	0.0044	3665.85	3262.42	4776.16	532.875	10716.2	5311.95	15.4578	8282.37	1.28927	19541.2	1867.3	6064	419.292	53.1145
5090	5.09	4.23261	59521.1	0.00445	3671.54	3264.67	4691.18	545.008	10832.1	5313.09	15.8088	8207.85	1.31837	19544.4	1867.44	5871.12	419.393	52.9146
5091	5.091	4.23995	59624.3	0.0045	3678.41	3268.5	4609.33	557.287	11045.8	5314.22	16.1652	8136.01	1.34804	19547.2	1867.61	5763.81	419.481	52.7419
5092	5.092	4.19408	58979.2	0.00455	3683.61	3270.69	4531.35	569.703	11341.8	5315.44	16.526	8069.5	1.37838	19549.8	1867.76	5702.85	419.686	52.3865
5093	5.093	4.15198	58387.2	0.0046	3688.8	3272.52	4456.01	582.24	11669	5316.68	16.8918	8011.74	1.40862	19552.4	1867.79	5669.51	419.637	51.9559
5094	5.094	4.11032	57801.4	0.00465	3695.32	3275.61	4382.36	594.932	11982.6	5317.52	17.262	7949.04	1.43899	19553.9	1867.95	5649.98	420.485	51.4943
5095	5.095	4.06685	57190.1	0.0047	3701.02	3278.07	4311.68	607.775	12203.8	5318.48	17.6367	7895	1.46972	19555	1868.1	5637.61	421.826	50.9579
5096	5.096	4.03898	56798.2	0.00475	3699.77	3273.44	4244.08	620.733	12339	5319.01	18.0152	7843.27	1.50094	19555.8	1868.12	5630.55	422.59	50.6154
5097	5.097	4.03784	56782.2	0.0048	3705.29	3276.36	4179.23	633.808	12327.8	5319.24	18.3976	7804.29	1.53258	19555.8	1868.26	5628.61	423.742	50.1982
5098	5.098	4.01147	56411.2	0.00485	3717.67	3285.55	4117.84	647.019	12182.7	5319.3	18.784	7770.93	1.56475	19555.8	1868.23	5628.68	424.62	49.8586
5099	5.099	4.01614	56476.9	0.0049	3724.11	3288.4	4058.65	660.345	11915.4	5319.02	19.175	7744.99	1.59756	19554.7	1868.46	5628.53	425.445	49.416
5100	5.1	4.02125	56548.8	0.00495	3729.42	3290.44	4001.9	673.806	11565.4	5318.49	19.5702	7725.25	1.6308	19554.1	1868.76	5629.76	426.699	49.1773
5101	5.101	4.05539	57028.9	0.005	3731.52	3288.66	3947.64	687.396	11200.9	5318.05	19.9694	7708.2	1.66391	19553.6	1869.11	5633.09	428.395	48.8161
5102	5.102	4.07452	57297.9	0.00505	3736.61	3290.18	3896.21	701.124	10871.5	5317.96	20.3729	7700.39	1.69732	19551.7	1869.28	5637.65	430.518	48.6372
5103	5.103	4.07889	57359.4	0.0051	3742.66	3292.22	3848.16	715.013	10653.5	5317.94	20.7809	7703.07	1.73124	19547.8	1869.44	5641.93	432.924	48.5126
5104	5.104	4.08321	57420.2	0.00515	3749.58	3294.63	3802.44	729.082	10574.8	5317.73	21.1934	7714.67	1.76548	19542.9	1869.7	5646.87	435.56	48.4387
5105	5.105	4.05866	57074.9	0.0052	3754.26	3295.49	3760.27	743.278	10635.4	5317.62	21.6092	7725.97	1.79999	19537.5	1869.94	5652.5	438.457	48.3296
5106	5.106	4.02601	56615.8	0.00525	3761.57	3299.52	3721.41	757.603	10812.9	5317.66	22.0286	7731.66	1.83485	19532.7	1870.24	5657.38	440.777	48.1481
5107	5.107	4.00962	56385.2	0.0053	3765.55	3300.68	3683.61	772.09	11075.5	5317.9	22.4526	7738.04	1.87019	19527.2	1870.36	5662.6	442.704	48.1285
5108	5.108	3.97205	55856.9	0.00535	3769.44	3302.02	3652.49	786.735	11360.1	5317.84	22.8807	7745.29	1.90592	19521.2	1870.79	5666.71	444.921	48.1492
5109	5.109	3.92955	55259.3	0.0054	3771.44	3302.36	3623.82	801.538	11611.4	5317.64	23.3119	7743.15	1.9419	19515.2	1871.1	5671.37	446.645	48.1717
5110	5.11	3.90281	54883.3	0.00545	3773.24	3301.78	3597.74	816.492	11813.7	5317.75	23.7471	7739.35	1.97796	19509.7	1871.29	5673.88	447.999	48.1623
5111	5.111	3.88147	54583.1	0.0055	3774.44	3300.86	3574.39	831.573	11927.4	5317.32	24.185	7732.21	2.01455	19503.6	1871.68	5677.2	449.462	48.1488
5112	5.112	3.856	54225	0.00555	3774.67	3300.11	3553.48	846.8	11942.8	5316.68	24.6238	7731.25	2.05253	19498.6	1872.01	5678.57	450.688	48.4071
5113	5.113	3.84101	54014.2	0.0056	3774.76	3299.46	3534.43	862.183	11856.7	5315.98	25.065	7724.49	2.08989	19495.7	1872.32	5681.07	451.976	48.616
5114	5.114	3.85207	54169.8	0.00565	3774.21	3298.92	3519.31	877.722	11685.2	5315.12	25.5101	7715.67	2.12704	19493.7	1872.37	5682.77	453.421	49.0639
5115	5.115	3.87323	54467.3	0.0057	3771.78	3296.98	3509.41	893.438	11455.4	5314.49	25.9588	7709.77	2.16478	19493.5	1872.72	5681.25	455.086	49.6606
5116	5.116	3.88437	54624	0.00575	3768.74	3294.55	3500.61	909.284	11207.2	5313.79	26.4113	7701.97	2.20295	19494.9	1872.96	5680.1	457.379	50.2528
5117	5.117	3.87813	54536.3	0.0058	3759.21	3285.81	3494.05	925.236	10987.7	5313.22	26.8668	7699.91	2.24138	19498.2	1873.08	5678.15	459.637	50.7605
5118	5.118	3.88444	54624.9	0.00585	3757.95	3284.79	3488.59	941.338	10810.9	5312.73	27.3252	7704.24	2.28004	19502.1	1873.5	5675.71	461.832	51.2684
5119	5.119	3.89886	54827.7	0.0059	3753.88	3281.09	3483.51	957.559	10703	5312.21	27.7875	7717.69	2.31948	19506.2	1873.78	5673.05	464.217	51.3782
5120	5.12	3.90211	54873.4	0.00595	3748.7	3275.19	3480.54	973.908	10676.5	5311.68	28.2523	7737.79	2.35952	19512.2	1874	5665.84	466.133	51.2957
5121	5.121	3.89089	54715.6	0.006	3742.29	3267.67	3478.57	990.366	10740.5	5311.32	28.7222	7768.57	2.40047	19517.8	1874.19	5657.07	467.577	51.0629
5122	5.122	3.87068	54431.5	0.00605	3738.82	3263.34	3476.05	1006.93	10887.6	5310.99	29.1953	7798.5	2.4423	19523	1874.28	5646.84	468.691	50.8214
5123	5.123	3.85131	54159	0.0061	3738.82	3260.9	3473.13	1023.63	11065.4	5310.66	29.6722	7818.29	2.48267	19528.2	1874.25	5636.35	469.593	50.4612
5124	5.124	3.83865	53981	0.00615	3739	3257.96	3469.88	1040.48	11255.9	5310.19	30.1532	7837.73	2.52388	19532.7	1874.4	5627.62	470.593	50.079
5125	5.125	3.81743	53682.6	0.0062	3738.86	3254.6	3466.33	1057.49	11425.4	5309.58	30.6378	7845.38	2.56615	19538.8	1874.36	5618.41	471.293	49.6522
5126	5.126	3.81119	53594.9	0.00625	3726.88	3239.14	3462.34	1074.62	11534.1	5308.75	31.127	7843.74	2.60889	19544.4	1874.48	5606.78	472.833	49.2335
5127	5.127	3.79892	53422.3	0.0063	3749.69	3257.84	3458.91	1091.9	11575.4	5307.84	31.6198	7827.69	2.65174	19549.2	1874.54	5596.49	474.6	48.9338
5128	5.128	3.78685	53252.6	0.00635	3749.55	3253.99	3456.32	1109.31	11544.2	5306.96	32.1182	7799.16	2.69487	19553.6	1874.62	5587.11	476.012	48.7121
5129	5.129	3.78594	53239.7	0.0064	3743.7	3244.04	3453.4	1126.84	11451	5305.96	32.6207	7765.44	2.73837	19558.3	1874.93	5578.57	476.694	48.4753
5130	5.13	3.79197	53324.5	0.00645	3744.14	3239.9	3450.37	1144.45	11290.8	5304.91	33.1281	7726.39	2.78237	19561.9	1874.96	5572.42	477.295	48.2576
5131	5.131	3.80653	53529.3	0.0065	3744.94	3237.16	3446.85	1162.17	11095.5	5304	33.6402	7684.34	2.82682	19563.9	1874.81	5568.01	477.959	47.9525
5132	5.132	3.8228	53758.2	0.00655	3745.27	3233.36	3443.09	1180.06	10887.3	5303.19	34.1561	7638.31	2.87166	19565.1	1874.91	5566.12	478.814	47.6646
5133	5.133	3.83738	53963.1	0.0066	3744.98	3228.89	3439.55	1198.1	10690.4	5302.6	34.678	7595.57	2.91667	19565.2	1874.92	5566.38	479.443	47.2324
5134	5.134	3.86144	54301.4	0.00665	3746.93	3225.79	3435.71	1216.28	10543.6	5301.98	35.2039	7566.8	2.96163	19565.6	1874.78	5566.83	480.035	46.8753
5135	5.135	3.85177	54165.5	0.0067	3748.74	3222.36	3431.65	1234.59	10452.9	5301.53	35.7334	7545.36	3.00692	19567.2	1874.74	5568.44	480.283	46.5311
5136	5.136	3.85292	54181.6	0.00675	3751.08	3218.53	3427.48	1253.05	10445.5	5300.96	36.2683	7531.09	3.05205	19568.6	1874.5	5569.04	479.949	46.228
5137	5.137	3.85675	54235.6	0.0068	3742.42	3203.56	3423.07	1271.64	10511.5	5300.48	36.8066	7524.8	3.09888	19570.7	1874.33	5569.63	479.471	45.9428
5138	5.138	3.83784	53969.6	0.00685	3762.14	3217.21	3418.54	1290.33	10615.5	5300.13	37.3496	7524.48	3.14574	19571.8	1874.04	5569.94	479.507	45.7459
5139	5.139	3.82282	53758.5	0.0069	3765.23	3214.55	3414.02	1309.2	10757.5	5299.78	37.8975	7539.23	3.19276	19573	1873.72	5569.85	480.18	45.489
5140	5.14	3.80069	53447.1	0.00695	3767.99	3212.05	3409.84	1328.23	10913.7	5299.39	38.4519	7560.84	3.23939	19574.5	1873.61	5569.9	480.992	45.3323
5141	5.141	3.77302	53058.1	0.007	3769.99	3209.48	3405.64	1347.36	11061.9	5298.8	39.0108	7586.86	3.28622	19575.4	1873.3	5572.97	481.595	45.3186
5142	5.142	3.75992	52873.9	0.00705	3772.33	3206.79	3401.9	1366.63	11171.4	5298.22	39.575	7611.71	3.33355	19577.2	1873.08	5578.69	481.67	45.3297
5143	5.143	3.72695	52410.2	0.0071	3774.72	3203.84	3398.87	1386.06	11230.7	5297.65	40.1437	7629.36	3.38133	19581	1872.93	5588.06	482.242	45.5266
5144	5.144	3.72424	52372.1	0.00715	3775.12	3200.37	3395.93	1405.66	11221.4	5297.03	40.7164	7646.69	3.42935	19584.2	1872.47	5600.56	482.376	45.944
5145	5.145	3.70692	52128.5	0.0072	3776.15	3197.69	3392.68	1425.41	11145	5296.37	41.2939	7662.14	3.47765	19587.4	1872.19	5613.72	482.428	46.4049
5146	5.146	3.73063	52461.9	0.00725	3773.12	3191.97	3389.78	1445.35	11021.2	5295.88	41.8764	7670.2	3.52629	19591.4	1871.81	5628.29	482.724	46.9069
5147	5.147	3.74372	52646	0.0073	3772.65	3189.48	3386.94	1465.4	10879.7	5295.44	42.4628	7678.8	3.57547	19595	1871.53	5641.7	482.669	47.5656
5148	5.148	3.74057	52601.7	0.00735	3774.28	3189.49	3383.35	1485.57	10708.5	5294.93	43.0509	7684.23	3.62506	19598.5	1871.31	5649.85	483.001	48.3196
5149	5.149	3.74188	52620.2	0.0074	3773.29	3186.45	3380.88	1505.85	10541.4	5294.39	43.6425	7680.94	3.67504	19602.3	1871.26	5653.66	483.747	49.1454
