step	time	T	Ekin	res	lj	lj-tab	bond_125_cross	bond_124_cross	bond_124	angle_253_cross	angle_252_cross	angle_252	dihedral_190_cross	dihedral_190	dihedral_191_cross	lj-14_1	lj-14_0	lj-14_1_cross
0	0	0.87861	12355.5	0	2765.48	2765.48	3273.93	0	0	4907.75	0	nan	0	-nan	1683.13	-nan	8.45807e-293	0
1000	1	3.76621	52962.3	0	3017.11	3017.11	3318.1	0	10954.7	5136.85	0	7571.14	0	19850.5	1884.35	5963.95	510.988	0
2000	2	3.5774	50307.1	0	3134.8	3134.8	3428.92	0	10290.6	5197.58	0	7700.15	0	19858.3	1912.44	5216.29	451.388	0
3000	3	3.59811	50598.4	0	3063.03	3063.03	3545.43	0	9995.79	5313.64	0	7416.91	0	19558.5	1933.53	5563.07	401.712	0
4000	4	3.56352	50111.9	0	3179.9	3179.9	3389.54	0	10088.6	5352.82	0	7265.59	0	19921.4	1887.41	5251.51	423.644	0
5000	5	3.54605	49866.4	0	3110.34	3110.34	3286.3	0	10396.2	5371.66	0	7421.82	0	20003.8	1910.28	5117.41	409.94	0
5001	5.001	3.54636	49870.7	0	3110.34	3110.34	3288.09	0	10393.4	5372.7	0	7415.29	0	20005.6	1910.13	5116.94	407.927	0
5002	5.002	3.54212	49811.1	4e-05	8652.2	3110.63	3290.1	0.0439063	10390.9	5374.1	0.00131641	7407.11	0.000107497	20007	1909.93	5117.35	406.446	0.0614964
5003	5.003	17.3673	244228	8e-05	3837.66	3124.81	3300.11	0.175652	12493.1	5376.11	0.0052639	7404.2	0.000430115	20008.6	1910.39	5115.5	405.194	0.277114
5004	5.004	16.8802	237378	0.00012	3859.31	3127.56	3312.54	0.395323	19280.2	5378.77	0.0118419	7422.05	0.000967962	20010.3	1910.99	5117.11	404.459	0.700935
5005	5.005	15.992	224888	0.00016	3804.34	3131.59	3318.64	0.703075	30104.9	5382.32	0.0210504	7431.16	0.00172064	20011.3	1911.47	5122.11	404.137	1.42617
5006	5.006	14.8227	208445	0.0002	3730.74	3138.13	3316.2	1.09911	43436.7	5386.5	0.0328899	7437.41	0.00268831	20011.1	1911.95	5129.31	404.099	2.5713
5007	5.007	13.5024	189878	0.00024	3666.48	3146.67	3307.02	1.58367	57295.1	5391.3	0.0473593	7446.01	0.0038717	20010.1	1912.57	5139.43	404.222	4.17309
5008	5.008	12.2297	171980	0.00028	3626.98	3159.32	3299.57	2.15696	69658.1	5396.28	0.0644561	7470.91	0.00526725	20009.4	1912.87	5151.54	404.711	6.28042
5009	5.009	11.1734	157126	0.00032	3606.52	3177.43	3299.52	2.81912	78873.1	5400.94	0.0841792	7526.72	0.00687629	20008.4	1913.2	5166.68	405.163	8.79941
5010	5.01	10.4435	146861	0.00036	4024.54	3200.1	3308.1	3.57024	83914.5	5405.72	0.106524	7606.18	0.00869563	20007.4	1913.18	5183.7	405.678	11.5427
5011	5.011	9.93325	139686	0.0004	5340.04	3229.66	3329.08	4.41015	84105.8	5410.15	0.131489	7700.44	0.0107318	20005.7	1913.36	5203.19	406.31	14.1909
5012	5.012	11.1306	156524	0.00044	3603.41	3270.59	3367.55	5.33852	80536.9	5415.45	0.159063	7838.76	0.0129758	20005.9	1913.61	5222.55	407.073	16.4392
5013	5.013	11.4345	160797	0.00048	3639.5	3324.77	3424.14	6.35543	75381.9	5421.66	0.18925	8003.28	0.0154342	20007.3	1913.57	5241.82	408.131	17.8957
5014	5.014	11.8188	166202	0.00052	3695.36	3390.48	3528.75	7.46074	70173.6	5429.36	0.222051	8092.93	0.0181145	20009.8	1913.63	5261.66	409.367	18.344
5015	5.015	12.1366	170671	0.00056	3773.71	3472.3	3688.61	8.65416	66271.9	5439.67	0.257456	8120.53	0.0210019	20012.3	1913.75	5280.82	410.618	17.7407
5016	5.016	12.2739	172602	0.0006	3873.12	3571.25	3894.17	9.93555	64522	5486.77	0.295465	8178.17	0.0240928	20026.7	1913.99	5298.77	411.968	16.6803
5017	5.017	12.2017	171587	0.00064	3989.92	3685.74	4145.39	11.3047	65133.4	5604.93	0.336073	8252.09	0.0273853	20034	1914.2	5315.98	413.519	15.3299
5018	5.018	11.9083	167461	0.00068	4119.12	3812.51	4440.84	12.7615	67698.3	5800.45	0.379259	8317.8	0.0308903	20018.1	1914.31	5331.72	415.336	13.6895
5019	5.019	11.4747	161363	0.00072	4258.57	3950.34	4778.72	14.3061	71278.3	6048.5	0.425014	8365.58	0.0346173	20022.9	1914.49	5345.55	417.235	12.1415
5020	5.02	10.9937	154599	0.00076	4404.67	4094.85	5157.22	15.9387	74746.5	6329.55	0.47334	8396.41	0.038557	20030.6	1914.77	5358.99	419.092	10.824
5021	5.021	10.5773	148744	0.0008	4555.05	4245	5574.7	17.6594	77087.2	6629.38	0.52424	8420.75	0.0427058	20037.3	1914.85	5371.71	420.883	9.84692
5022	5.022	10.296	144788	0.00084	4710.84	4401.3	6031.28	19.4682	77691	6937.05	0.577713	8457.5	0.0470648	20041.7	1915	5384.31	422.916	9.05586
5023	5.023	10.1595	142867	0.00088	4874.76	4566.13	6525.72	21.3653	76535.3	7245.08	0.633803	8538.65	0.0516348	20044	1915.07	5396.81	424.984	8.45095
5024	5.024	10.1665	142966	0.00092	5051.81	4736.6	7047.68	23.3506	74118.7	7545.33	0.692534	8649.34	0.0564198	20044.7	1915.27	5409.49	427.357	8.0644
5025	5.025	10.2524	144175	0.00096	5267.88	4911.18	7594.4	25.4251	71098.3	7834.88	0.7539	8729.38	0.0614261	20043.5	1915.67	5422.2	429.842	7.80094
