step	time	T	Ekin	res	lj	lj-tab	bond_125_cross	bond_124_cross	bond_124	angle_253_cross	angle_252_cross	angle_252	dihedral_190_cross	dihedral_190	dihedral_191_cross	lj-14_1	lj-14_0	lj-14_1_cross
5011	5.011	4.92722	69289.1	0.0004	3335.46	3098.42	3399.43	4.40426	21345.3	5285.84	0.128502	8146.38	0.0107263	19520.5	1866.59	7144.86	482.95	9.51932
5012	5.012	4.90101	68920.5	0.00044	3328.65	3102.42	3420.31	5.3297	20540.4	5287.32	0.155497	8180.99	0.0129749	19521.4	1866.45	7038.26	482.847	11.793
5013	5.013	4.97503	69961.4	0.00048	3327.86	3106.7	3442.8	6.34362	19314.4	5288.02	0.185079	8206.11	0.0154356	19522.5	1866.32	6561.86	483.222	14.2061
5014	5.014	5.09178	71603.2	0.00052	3333.14	3112.02	3467.65	7.4461	17908.4	5287.98	0.217234	8230.57	0.0181084	19523.8	1865.95	6124.95	483.596	16.4314
5015	5.015	5.19354	73034.1	0.00056	3340.51	3117.58	3493.86	8.63696	16587.4	5287.4	0.25197	8257.95	0.0209922	19523.8	1865.73	5858.59	483.67	18.0717
5016	5.016	5.22914	73534.8	0.0006	3350.15	3123.34	3522.24	9.91638	15634.2	5287.09	0.28929	8290.34	0.0240889	19522.3	1865.48	5717.2	483.961	18.945
5017	5.017	5.21786	73376.2	0.00064	3361.05	3129.39	3552.35	11.2839	15193.7	5286.59	0.329181	8312.12	0.0274003	19520.6	1865.21	5648.24	484.453	19.3666
5018	5.018	5.16467	72628.2	0.00068	3374.5	3136.5	3584.09	12.7395	15330.6	5286.14	0.371621	8323.65	0.0309289	19518.6	1864.93	5617.43	485.183	19.1116
5019	5.019	5.07133	71315.5	0.00072	3386.63	3142.57	3617.25	14.2834	15979.8	5285.77	0.416634	8322.36	0.0346723	19516.8	1864.77	5603.85	485.947	18.2925
5020	5.02	4.93467	69393.9	0.00076	3397.74	3148.58	3652.01	15.916	16960.5	5285.58	0.46423	8307.75	0.0386308	19515.2	1864.47	5600.76	486.902	17.2488
5021	5.021	4.78395	67274.3	0.0008	3409.4	3154.55	3687.87	17.6368	18018.5	5285.56	0.514406	8275.38	0.0428131	19515.9	1864.15	5605.23	487.231	16.6217
5022	5.022	4.6465	65341.4	0.00084	3419.28	3161.08	3724.97	19.4457	18881.9	5285.34	0.567181	8236.91	0.0472177	19518.9	1863.91	5612.47	487.863	15.9594
5023	5.023	4.54789	63954.7	0.00088	3427.13	3167.95	3763.16	21.3424	19361.3	5285.08	0.622523	8194.85	0.0518225	19525.4	1863.57	5621.33	488.867	15.3678
5024	5.024	4.49225	63172.3	0.00092	3435.11	3176.02	3802.7	23.3271	19387.6	5284.78	0.680447	8157.72	0.0566356	19534.1	1863.33	5630.99	490.495	14.9059
5025	5.025	4.48602	63084.7	0.00096	3440.94	3182.08	3844.24	25.3999	18964.4	5284.2	0.740967	8134.72	0.0616212	19544	1863.08	5640.49	492.222	14.54
5026	5.026	4.50638	63371	0.001	3448.81	3191.2	3888.21	27.5607	18178.2	5283.54	0.804033	8122.53	0.0668301	19553.2	1862.84	5650.43	494.22	14.3667
5027	5.027	4.52211	63592.2	0.00104	3455.19	3198.37	3936.69	29.8095	17180.1	5282.63	0.869647	8123.98	0.0722545	19560.3	1862.59	5662.75	496.198	14.1045
5028	5.028	4.58339	64453.9	0.00108	3461.36	3205.8	3985.06	32.146	16115	5281.75	0.937749	8136.13	0.0779178	19566.3	1862.3	5674	498.412	13.8025
5029	5.029	4.62364	65019.9	0.00112	3465.81	3213.14	4036.61	34.57	15104.3	5280.99	1.00838	8170.18	0.083823	19569.8	1862.08	5683.6	501.074	13.5078
5030	5.03	4.65239	65424.3	0.00116	3468.85	3220.42	4091.84	37.0825	14222.6	5280.35	1.08154	8222.46	0.08989	19570.4	1861.96	5691.33	503.449	13.2742
5031	5.031	4.67958	65806.6	0.0012	3471.58	3227.39	4145.36	39.6827	13510.6	5279.88	1.1572	8277.83	0.0962224	19558.5	1861.78	5700.49	505.496	13.142
5032	5.032	4.67577	65753	0.00124	3477.17	3235.66	4199.25	42.3723	12965	5280.21	1.23539	8231.37	0.102726	19575.7	1861.54	5707.85	507.833	13.0609
5033	5.033	4.66542	65607.4	0.00128	3482.6	3241.44	4252.6	45.1531	12556.3	5280.65	1.31618	8187.07	0.109428	19568.9	1861.4	5713.24	510.519	12.9699
5034	5.034	4.66314	65575.4	0.00132	3494.09	3250.47	4305.95	48.0224	12240.1	5280.72	1.39948	8132.43	0.11634	19582	1861.4	5716.39	513.242	13.0217
5035	5.035	4.61985	64966.6	0.00136	3508.22	3259.6	4358.57	50.9823	11967	5285.4	1.48534	8063.52	0.123502	19579.3	1861.42	5718.6	516.333	13.037
5036	5.036	4.63053	65116.9	0.0014	3523.94	3268.01	4410.78	54.0306	11740.1	5301.44	1.57378	8022.14	0.130837	19570.1	1861.22	5719.49	518.044	13.0597
5037	5.037	4.59268	64584.6	0.00144	3531.06	3265.89	4461.93	57.1681	11540	5323.83	1.66479	8012.53	0.138408	19566	1861.19	5718.74	518.883	13.1329
5038	5.038	4.57535	64340.8	0.00148	3550.31	3273.06	4511.1	60.3945	11373.6	5332.17	1.75841	8022.1	0.146184	19572	1862.05	5716.89	518.82	13.3533
5039	5.039	4.54783	63953.8	0.00152	3573.55	3279.82	4558.74	63.7109	11247.3	5327.94	1.85467	8021.87	0.154116	19585.3	1862.7	5713.53	517.484	13.5149
5040	5.04	4.49593	63224	0.00156	3613.37	3296.08	4604.53	67.1176	11162.5	5328.11	1.95352	7987.55	0.162288	19591.1	1863.28	5708.66	515.629	13.6741
5041	5.041	4.4571	62678	0.0016	3655.59	3301.15	4648.13	70.6146	11126.8	5339.34	2.05508	7927.33	0.170703	19594.5	1863.62	5707.69	513.859	13.8971
5042	5.042	4.43888	62421.8	0.00164	3708.74	3306.17	4689.1	74.2014	11149	5357.3	2.15931	7880.34	0.179331	19595.1	1863.92	5717.03	512.172	14.0475
5043	5.043	4.38739	61697.6	0.00168	3761.18	3310.6	4725.54	77.8781	11200.5	5376.46	2.26619	7865.24	0.18817	19593.7	1864.22	5746.12	510.425	14.1959
5044	5.044	4.3459	61114.3	0.00172	3800.37	3314.96	4756.71	81.6438	11272.7	5396.66	2.37557	7880.83	0.19721	19590.5	1864.36	5809.93	508.756	14.3406
5045	5.045	4.29192	60355.1	0.00176	3820.44	3318.16	4785.15	85.4996	11347.3	5417.17	2.48737	7916.31	0.206512	19586.7	1864.76	5927.56	507.194	14.5442
5046	5.046	4.22087	59356	0.0018	3816.52	3319.82	4809.37	89.4412	11436.2	5437.65	2.60174	7952.88	0.215956	19583.3	1864.96	6086.89	505.961	14.7809
5047	5.047	4.16578	58581.3	0.00184	3802.73	3321.57	4830.55	93.4721	11562.3	5458.1	2.71873	7976.52	0.225569	19579.7	1865.1	6213.55	504.726	15.0458
5048	5.048	4.11922	57926.5	0.00188	3783.55	3322.74	4847.91	97.59	11710.2	5477.66	2.83827	7974.44	0.235472	19576.2	1865.3	6197.62	503.613	15.4325
5049	5.049	4.08604	57460	0.00192	3764.52	3322.31	4861.26	101.794	11845.1	5495.31	2.96052	7953.99	0.245616	19571.7	1865.48	6054.36	502.309	15.8781
5050	5.05	4.06611	57179.6	0.00196	3746.38	3322.53	4871.34	106.087	11967.1	5511.18	3.08538	7915.66	0.255893	19566	1865.64	5893.03	500.54	16.4196
5051	5.051	4.06065	57102.9	0.002	3728.33	3321.05	4877.82	110.463	12089.7	5525.54	3.21284	7864.74	0.266426	19561.5	1865.84	5774.96	499.013	17.0023
5052	5.052	4.04199	56840.5	0.00204	3713.65	3319.11	4879.33	114.924	12192.8	5538.16	3.34279	7805.29	0.277221	19557.4	1865.94	5699.01	496.973	17.7413
5053	5.053	4.03315	56716.2	0.00208	3704.47	3316.87	4877.2	119.471	12271.2	5548.15	3.47517	7736.5	0.288246	19552.5	1866.07	5653.83	494.554	18.4562
5054	5.054	4.00936	56381.7	0.00212	3704.23	3314.22	4871.37	124.102	12339.2	5556.65	3.60989	7664.4	0.299492	19547.7	1866.25	5628.02	491.51	19.2851
5055	5.055	3.9843	56029.2	0.00216	3714.11	3311.63	4861.07	128.82	12390.4	5562.29	3.74723	7580.55	0.310974	19544.1	1866.6	5612.3	488.269	20.2049
5056	5.056	3.97162	55850.9	0.0022	3731.88	3307.42	4847.53	133.62	12401.5	5566.17	3.88707	7496.39	0.322649	19541.5	1866.75	5602.11	485.138	21.1038
5057	5.057	3.95817	55661.8	0.00224	3748.54	3302.35	4830.87	138.506	12388.3	5569.2	4.02947	7414.33	0.334505	19539.1	1866.95	5595.82	481.501	22.0795
5058	5.058	3.94703	55505.1	0.00228	3747.43	3297.08	4811.09	143.478	12357.4	5571.48	4.17451	7342.68	0.346506	19537.6	1867.01	5590.6	477.492	23.0276
5059	5.059	3.93363	55316.7	0.00232	3724.27	3291.42	4786.23	148.538	12309.9	5572.74	4.32192	7294.19	0.358697	19536.7	1867.02	5585.01	473.7	23.9796
5060	5.06	3.94271	55444.4	0.00236	3692.05	3285.96	4757.41	153.685	12243.9	5572.91	4.47199	7262.85	0.371152	19535.9	1867.17	5583.44	469.303	25.0191
5061	5.061	3.93288	55306.1	0.0024	3662.58	3280.16	4725.07	158.922	12164.1	5571.61	4.62472	7248.71	0.383873	19535.2	1867.23	5584.39	464.744	26.2949
5062	5.062	3.92512	55197	0.00244	3640.36	3274.77	4690.87	164.247	12076.3	5567.42	4.77995	7261.01	0.39682	19534.9	1867.11	5585.88	460.066	27.7221
5063	5.063	3.92294	55166.4	0.00248	3624.25	3269.9	4653.54	169.661	11974.7	5561.74	4.93798	7302.03	0.409975	19535.7	1866.88	5587.69	455.718	29.0411
5064	5.064	3.91429	55044.7	0.00252	3605.19	3258.5	4613.64	175.166	11879	5554.61	5.09869	7359.77	0.423355	19539	1866.63	5591.49	451.2	30.1923
5065	5.065	3.91585	55066.7	0.00256	3601.06	3260.09	4572.06	180.764	11787	5545.64	5.26199	7440.1	0.436942	19542.5	1866.31	5597.64	446.905	31.2295
5066	5.066	3.87887	54546.7	0.0026	3592.58	3256.72	4528.44	186.447	11688	5535.06	5.42773	7537.52	0.450682	19546.4	1866.1	5605.89	443.157	32.2008
5067	5.067	3.86102	54295.5	0.00264	3585.2	3253.54	4484.56	192.216	11572.8	5522.64	5.59616	7640.97	0.464608	19550.7	1865.86	5613.51	440.199	33.0742
5068	5.068	3.85535	54215.9	0.00268	3575.47	3247.8	4440.56	198.08	11415.6	5508.8	5.76744	7758.19	0.4787	19554.5	1865.77	5619.85	437.923	33.8777
5069	5.069	3.85692	54237.9	0.00272	3567.75	3243.63	4396.39	204.035	11242.7	5493.51	5.94127	7886.06	0.492954	19558.4	1865.64	5624.64	435.714	34.6161
5070	5.07	3.87248	54456.7	0.00276	3561.26	3239.57	4350.94	210.079	11045.3	5477.39	6.11769	8023.76	0.507334	19561.4	1865.39	5629.33	433.251	35.2038
5071	5.071	3.86757	54387.7	0.0028	3551.89	3232.31	4303.64	216.209	10847	5460.36	6.29675	8159.11	0.521915	19561.9	1865.27	5634.46	431.492	35.344
5072	5.072	3.86478	54348.5	0.00284	3546.18	3228.23	4255.75	222.433	10677.5	5443.19	6.47823	8271.42	0.536679	19560	1865.55	5639.03	429.686	35.3055
5073	5.073	3.86759	54388	0.00288	3542.43	3226.53	4208.81	228.745	10538.5	5425.76	6.66199	8309.44	0.551674	19586.2	1865.26	5642.03	427.661	35.529
5074	5.074	3.86533	54356.3	0.00292	3540.7	3226.57	4162.76	235.148	10421.6	5409.09	6.8483	8273.27	0.566994	19578	1865.48	5639.18	425.686	35.9605
5075	5.075	3.85838	54258.4	0.00296	3531.8	3219.3	4116.01	241.627	10339.3	5392.58	7.03674	8196.16	0.582353	19570.5	1865.39	5637.21	423.568	36.3796
5076	5.076	3.86706	54380.5	0.003	3528.07	3216.35	4070.08	248.187	10276.4	5376.78	7.22783	8106.69	0.597956	19564	1865.38	5636.01	421.585	36.7816
5077	5.077	3.87348	54470.8	0.00304	3524.09	3212.99	4024.02	254.831	10269.7	5361.49	7.42089	8013.29	0.613858	19559.4	1865.44	5634.91	419.889	37.4491
5078	5.078	3.90063	54852.5	0.00308	3521.35	3210.37	3979.13	261.572	10311.7	5346.97	7.61583	7929.91	0.630129	19556.1	1865.52	5633.31	418.62	38.4122
5079	5.079	3.89115	54719.3	0.00312	3521.64	3210.32	3934.96	268.401	10392.6	5333.48	7.8126	7857.75	0.646658	19554.2	1865.53	5629.96	417.985	39.7447
5080	5.08	3.90216	54874.1	0.00316	3518.8	3207.32	3891.53	275.306	10504.2	5321.26	8.0114	7806.74	0.663527	19551.2	1865.56	5627.33	417.097	41.2764
5081	5.081	3.88317	54607.1	0.0032	3517.32	3204.93	3848.43	282.299	10635.7	5310.57	8.21266	7767.21	0.680726	19549.7	1865.55	5627.36	415.337	43.1063
5082	5.082	3.86477	54348.3	0.00324	3517.23	3203.22	3805.71	289.376	10766.4	5301.94	8.41634	7738.78	0.698155	19548.4	1865.48	5629.73	413.645	45.2167
5083	5.083	3.8296	53853.7	0.00328	3506.9	3190.74	3764.77	296.537	10894.8	5295.71	8.62269	7716.47	0.715722	19548.7	1865.58	5630.16	412.727	47.1639
5084	5.084	3.81953	53712.2	0.00332	3518.4	3199.7	3726.02	303.788	11018.2	5292.4	8.83154	7695.8	0.733382	19549	1865.68	5628.5	412.344	48.7567
5085	5.085	3.79807	53410.4	0.00336	3518.13	3197.29	3688.51	311.118	11106.9	5292.02	9.04322	7674.05	0.751326	19549.7	1865.84	5624.81	411.953	49.9233
5086	5.086	3.80067	53446.9	0.0034	3518.86	3195.29	3652.22	318.54	11171.7	5292.78	9.25733	7645.22	0.769489	19550.2	1865.83	5623.13	411.501	50.4269
5087	5.087	3.79006	53297.8	0.00344	3518.09	3191.23	3617.22	326.032	11174.3	5293.53	9.47429	7619.43	0.787935	19550.3	1865.79	5622.05	411.345	50.4096
5088	5.088	3.78455	53220.2	0.00348	3519.4	3189.06	3584.34	333.611	11152.5	5294.39	9.69402	7596.35	0.806507	19550.3	1865.84	5620.17	411.454	50.0662
5089	5.089	3.78211	53186	0.00352	3521.25	3187.46	3553.02	341.28	11113.8	5295.54	9.91659	7581.49	0.825324	19549.8	1865.92	5618.04	411.615	49.4585
5090	5.09	3.77583	53097.6	0.00356	3523.2	3185.94	3523.14	349.043	11068.4	5296.72	10.1419	7567.38	0.844015	19548.7	1866.05	5616.38	411.592	48.6246
5091	5.091	3.79782	53406.9	0.0036	3524.84	3184.39	3493.55	356.897	11016	5297.85	10.3707	7556.42	0.863041	19548	1866.31	5614.48	411.626	47.8526
5092	5.092	3.77855	53135.9	0.00364	3527.04	3183.45	3466.83	364.839	10990.1	5299.06	10.6022	7552.53	0.882428	19547.7	1866.43	5611.52	411.758	46.9676
5093	5.093	3.76806	52988.3	0.00368	3529.33	3182.53	3444.58	372.858	10977	5300.23	10.837	7557.27	0.901682	19547.7	1866.44	5610.09	411.698	45.9618
5094	5.094	3.7559	52817.3	0.00372	3531.7	3181.75	3424.49	380.977	10987.7	5300.96	11.0745	7556.38	0.920962	19546.7	1866.58	5609.39	412.518	44.9416
5095	5.095	3.73744	52557.7	0.00376	3526.09	3173.47	3406.41	389.193	10973.7	5301.78	11.3146	7562.68	0.940542	19545.2	1866.7	5609	413.844	43.9873
5096	5.096	3.73145	52473.5	0.0038	3537.33	3182.04	3390.11	397.485	10967.1	5302.17	11.5573	7566.78	0.960493	19543.5	1866.66	5610.34	414.62	43.3487
5097	5.097	3.74049	52600.6	0.00384	3536.08	3178.95	3374.96	405.852	10937.2	5302.31	11.8024	7577.98	0.980721	19541.1	1866.68	5614.83	415.819	42.6947
5098	5.098	3.71313	52215.9	0.00388	3537.69	3178.45	3360.36	414.31	10889.8	5302.31	12.0498	7587.54	1.00132	19539.1	1866.69	5620.28	416.742	42.1739
5099	5.099	3.70838	52149.1	0.00392	3539.91	3178.29	3348.39	422.842	10817.9	5301.97	12.3001	7598.25	1.02242	19536.4	1866.85	5625.23	417.647	41.6215
5100	5.1	3.70044	52037.4	0.00396	3541.58	3177.86	3338.82	431.462	10719.4	5301.38	12.5529	7608.05	1.04384	19534.6	1867.1	5631.73	419.055	41.2836
5101	5.101	3.72347	52361.4	0.004	3542.69	3176.6	3329.88	440.167	10617.5	5300.84	12.808	7613.35	1.06517	19533.8	1867.32	5640.54	420.853	40.8451
5102	5.102	3.72135	52331.4	0.00404	3546.8	3178.65	3321.87	448.961	10526.2	5300.66	13.0656	7620.13	1.08661	19532.9	1867.4	5651.07	423.118	40.5649
5103	5.103	3.71705	52271	0.00408	3548.73	3178.35	3314.98	457.858	10484.9	5300.61	13.3259	7627.66	1.10842	19531.1	1867.6	5661.57	425.696	40.3479
5104	5.104	3.72455	52376.5	0.00412	3551.54	3178.51	3308.63	466.87	10493	5300.41	13.5889	7635.39	1.13046	19529.6	1867.95	5673.35	428.513	40.1773
5105	5.105	3.70777	52140.6	0.00416	3552.61	3177.36	3303.28	475.962	10534.9	5300.34	13.8539	7637.18	1.15266	19528	1868.31	5686.54	431.601	39.9865
5106	5.106	3.6953	51965.1	0.0042	3553.99	3176.86	3298.77	485.136	10583.7	5300.41	14.1212	7630.29	1.17512	19527.1	1868.63	5699.24	434.161	39.7287
5107	5.107	3.69962	52025.9	0.00424	3554.44	3175.82	3294.29	494.411	10639.4	5300.63	14.3914	7620.45	1.1979	19525.2	1868.75	5712.01	436.387	39.6221
5108	5.108	3.69536	51966	0.00428	3556.03	3175.52	3289.94	503.786	10674.5	5300.55	14.6644	7611.38	1.2209	19522.5	1869.2	5722.98	438.835	39.5512
5109	5.109	3.68853	51869.9	0.00432	3557.58	3175.07	3285.99	513.259	10682.8	5300.32	14.9394	7592.25	1.24402	19520	1869.52	5733.66	440.813	39.4845
5110	5.11	3.68705	51849.1	0.00436	3560.07	3174.37	3282	522.825	10681.7	5300.43	15.2171	7571.64	1.26725	19518	1869.78	5740.03	442.35	39.3954
5111	5.111	3.6899	51889.2	0.0044	3562.39	3173.64	3278.69	532.47	10666.1	5300.04	15.4968	7548.97	1.29044	19515.1	1870.2	5745.74	444.004	39.2968
5112	5.112	3.67852	51729.2	0.00444	3564.01	3172.92	3276.05	542.206	10644.2	5299.46	15.7771	7533.32	1.31486	19512.9	1870.6	5746.75	445.436	39.4783
5113	5.113	3.67212	51639.2	0.00448	3566.06	3172.24	3274.03	552.039	10618.9	5298.82	16.0593	7513.54	1.3391	19512.3	1870.92	5746.54	446.902	39.6265
5114	5.114	3.6802	51752.8	0.00452	3567.95	3171.45	3272.54	561.972	10587.9	5298.05	16.3441	7494.12	1.36298	19512.2	1871.09	5744.58	448.485	40.0079
5115	5.115	3.69149	51911.5	0.00456	3569.07	3170.53	3271.71	572.014	10552.8	5297.51	16.6313	7479.62	1.38719	19513.6	1871.34	5739.26	450.286	40.5469
5116	5.116	3.6945	51953.9	0.0046	3569.08	3168.68	3270.45	582.139	10518.3	5296.92	16.9212	7462.51	1.41164	19515.9	1871.69	5734.05	452.711	41.0944
5117	5.117	3.68123	51767.3	0.00464	3563.19	3160.99	3269.52	592.331	10492.9	5296.42	17.2133	7450.89	1.43619	19519.8	1871.97	5728.36	455.078	41.5693
5118	5.118	3.6825	51785.2	0.00468	3562.73	3158.8	3268.69	602.619	10461.7	5296.01	17.5073	7443.08	1.46079	19524.1	1872.32	5722.45	457.357	42.0293
5119	5.119	3.69771	51999	0.00472	3561.23	3156.18	3267.35	612.984	10434.7	5295.6	17.804	7441.66	1.4858	19528.7	1872.55	5716.5	459.792	42.1168
5120	5.12	3.70696	52129.1	0.00476	3559.96	3153.65	3266.15	623.432	10421.9	5295.22	18.1024	7442.62	1.5113	19535	1872.86	5706.93	461.729	42.0022
5121	5.121	3.70928	52161.7	0.0048	3558.6	3151.41	3264.84	633.953	10440.1	5294.99	18.4042	7450.26	1.53734	19540.9	1872.96	5696.16	463.201	41.7454
5122	5.122	3.70518	52104	0.00484	3552.1	3144.88	3263.11	644.544	10499.5	5294.75	18.7083	7457.94	1.56362	19546.2	1873.02	5684.48	464.364	41.4601
5123	5.123	3.70051	52038.4	0.00488	3563.35	3154.97	3261.39	655.224	10578.1	5294.49	19.0151	7457.54	1.58997	19551.3	1873.01	5672.86	465.317	41.0541
5124	5.124	3.69906	52018.1	0.00492	3563.7	3153.6	3260.14	666.01	10674.4	5294.1	19.3247	7461.41	1.61681	19555.4	1873.14	5663.19	466.361	40.6195
5125	5.125	3.69191	51917.5	0.00496	3563.94	3152.18	3258.96	676.898	10771	5293.54	19.6367	7462.72	1.6438	19559.8	1873.08	5652.69	467.115	40.1306
5126	5.126	3.692	51918.8	0.005	3564.2	3150.24	3257.5	687.865	10852.7	5292.73	19.9517	7461.32	1.67142	19562.7	1873.19	5639.92	468.7	39.6639
5127	5.127	3.68601	51834.5	0.00504	3565.11	3148.12	3256.42	698.936	10912	5291.82	20.2693	7454.69	1.69893	19564.4	1873.25	5628.27	470.513	39.2983
5128	5.128	3.67531	51684.1	0.00508	3566.02	3146.13	3255.76	710.094	10939.3	5290.9	20.5905	7441.92	1.72658	19566.4	1873.42	5617.35	472.006	39.0249
5129	5.129	3.6721	51638.9	0.00512	3561.6	3138.49	3254.53	721.336	10941.5	5289.86	20.9145	7427.57	1.75439	19569.5	1873.53	5607.46	472.747	38.7343
5130	5.13	3.6687	51591.1	0.00516	3562.66	3135.88	3253.31	732.631	10902.7	5288.79	21.2416	7410.34	1.78248	19572.6	1873.69	5599.76	473.364	38.4504
5131	5.131	3.67298	51651.3	0.0052	3564.32	3135.06	3251.91	743.999	10832.9	5287.88	21.5718	7391.32	1.81079	19575.1	1873.89	5593.42	474.043	38.0679
5132	5.132	3.68443	51812.4	0.00524	3565.05	3132.84	3250.78	755.479	10735.8	5287.12	21.9045	7368.9	1.83941	19578	1873.99	5589.52	474.915	37.705
5133	5.133	3.69494	51960.1	0.00528	3565.75	3130.53	3250.01	767.06	10621.3	5286.58	22.2409	7350.15	1.86828	19580	1874.18	5587.81	475.542	37.193
5134	5.134	3.71384	52225.9	0.00532	3567.29	3128.44	3249.34	778.734	10521.5	5286.03	22.5799	7346.24	1.8974	19582.7	1874.06	5585.85	476.137	36.7548
5135	5.135	3.70723	52132.9	0.00536	3569.19	3126.55	3248.73	790.488	10440.8	5285.65	22.921	7350.69	1.92666	19586.3	1873.9	5584.75	476.371	36.3315
5136	5.136	3.71366	52223.4	0.0054	3572.15	3124.75	3248.48	802.338	10404.3	5285.16	23.2655	7365.43	1.95504	19589.3	1873.59	5582.5	476.056	35.9355
5137	5.137	3.72035	52317.4	0.00544	3558.78	3106.41	3248.24	814.268	10407.1	5284.77	23.612	7390.58	1.98484	19592.8	1873.3	5579.96	475.613	35.5843
5138	5.138	3.70971	52167.8	0.00548	3583.14	3125.95	3247.93	826.271	10419.2	5284.52	23.9615	7423.68	2.01484	19595.3	1872.99	5576.61	475.663	35.3102
5139	5.139	3.70261	52068	0.00552	3586.21	3124.37	3247.74	838.377	10454.4	5284.35	24.3139	7473.76	2.04481	19597.8	1872.66	5571.87	476.347	35.0017
5140	5.14	3.68922	51879.7	0.00556	3589.62	3123.44	3247.95	850.586	10510.5	5284.17	24.6703	7530.41	2.07413	19600.6	1872.52	5566.29	477.155	34.7789
5141	5.141	3.66861	51589.9	0.0056	3592.76	3122.76	3248.46	862.861	10580.2	5283.87	25.0292	7588.67	2.10374	19602.1	1872.12	5561.97	477.781	34.6864
5142	5.142	3.66435	51529.9	0.00564	3595.37	3121.02	3249.44	875.222	10644.5	5283.51	25.3915	7641.76	2.13393	19604.2	1871.8	5558.22	477.862	34.6084
5143	5.143	3.6319	51073.7	0.00568	3598.66	3119.71	3250.96	887.683	10704.4	5283.1	25.7565	7682.83	2.16437	19607.5	1871.56	5555.02	478.457	34.6703
5144	5.144	3.63328	51093	0.00572	3602.94	3120.63	3252.9	900.253	10737.2	5282.54	26.1242	7716.38	2.19493	19610	1871.21	5551.91	478.586	34.8967
5145	5.145	3.61453	50829.3	0.00576	3604.73	3119.11	3254.42	912.92	10735.7	5281.89	26.4948	7741.16	2.22576	19612.1	1870.98	5547.13	478.623	35.1223
5146	5.146	3.63361	51097.6	0.0058	3602.88	3114.83	3255.78	925.712	10702.6	5281.4	26.8683	7753.66	2.25691	19614.9	1870.58	5541.89	478.885	35.33
5147	5.147	3.64252	51222.9	0.00584	3603.36	3113.48	3257.33	938.571	10659.5	5280.95	27.2442	7760.16	2.28849	19617.4	1870.28	5537.01	478.784	35.6321
5148	5.148	3.63784	51157.2	0.00588	3603.97	3112.58	3258.56	951.502	10575.3	5280.44	27.6211	7759.83	2.32026	19619.6	1870.11	5531.02	479.08	35.9663
