step	time	T	Ekin	lj	bond_124	angle_252	dihedral_190	lj-14_0	lj-14_1	P
100000	100	3.50333	39412.5	-35551.8	14094.5	17328.1	77345.4	444.717	17634.4	4.00366
101000	101	3.48416	39196.8	-35808.7	14025.1	17548.9	77221.8	346.448	17833.5	17.4193
102000	102	3.48751	39234.5	-35805.8	14306.5	17329.3	77346.5	349.955	17574.6	6.92815
103000	103	3.5289	39700.1	-35935.6	13977.3	16879.4	76871.1	411.871	18109.5	-0.378216
104000	104	3.5418	39845.2	-35931.3	14097.6	17618.7	77167.1	407.695	17937.2	41.5334
105000	105	3.46649	38998.1	-35925.2	14369.5	17337.7	77087.2	434.046	17898.1	-13.6324
106000	106	3.54075	39833.4	-36086.1	13784.7	17178.5	77597.1	374.116	17494	-2.37507
107000	107	3.5139	39531.4	-35988.3	14308.5	17586.1	77220.4	349.339	18029.5	23.9681
108000	108	3.5121	39511.1	-35891.8	14332.7	17210.6	77775.8	380.101	17725.2	25.9381
109000	109	3.47035	39041.4	-35920.1	14011	17358.8	77880.7	375.383	17469.8	14.0511
110000	110	3.50311	39410	-35758.3	14198.1	17235.6	76976.3	421.977	17911.8	14.6183
111000	111	3.5586	40034.2	-35946.5	14217.5	17807.8	76760.1	370.996	17790.8	2.94095
112000	112	3.54063	39832.1	-36192.2	13773.1	17160.6	77592.1	462.952	17827.1	6.63962
113000	113	3.52665	39674.8	-35885.4	14521.6	17593	77249.3	395.76	17525.5	-23.548
114000	114	3.50715	39455.4	-36179.9	14427.7	17047.8	77606	386.78	17560.1	-25.0927
115000	115	3.56586	40115.9	-35753.5	14224.4	17178	77410.3	470.703	17642.7	-24.8054
116000	116	3.53416	39759.3	-35721	14431.1	17340	76847.1	429.845	17940.8	22.1969
117000	117	3.48558	39212.8	-36021.8	14307.3	17458.7	77639.5	524.366	17620.1	-13.6532
118000	118	3.49569	39326.5	-36088.8	13974.7	17679.6	77191.4	395.084	17678.9	-9.91992
119000	119	3.52351	39639.4	-35984.9	14100.1	17785.5	76695.6	388.932	17948.1	-20.2711
120000	120	3.51675	39563.4	-36038.8	14461.6	17684	77402.2	403.934	17519	-14.828
121000	121	3.5633	40087.2	-35821.3	14082.7	17241	76801.4	410.47	18037.4	3.29164
122000	122	3.54348	39864.2	-35944.6	14202	17444.3	77234.9	448.045	17634.9	36.5306
123000	123	3.4687	39022.8	-36015.9	14126.9	17466	76864.6	373.559	18219.5	-2.76617
124000	124	3.51732	39569.8	-36059.7	14017.5	17109.4	76885.5	419.951	18192.9	14.0066
125000	125	3.61565	40676	-35860.7	14103.9	17834.5	76839.3	390.761	17801.2	31.5616
126000	126	3.47298	39071	-35991	14443.1	17216.3	77368.7	459.647	17860.8	-5.06795
127000	127	3.52301	39633.9	-35981.2	14630.5	17375.4	77380.8	471.264	17806.5	9.89904
128000	128	3.60141	40515.8	-36084.7	14188.7	17381.4	77500.4	419.831	17815.8	-1.66582
129000	129	3.51094	39498.1	-35824.4	13788.3	17308	77621.8	458.349	17580.1	17.2838
130000	130	3.52246	39627.7	-35925	14775.2	17527.4	76762.4	420.512	17310.5	-41.7593
131000	131	3.58421	40322.3	-36139.1	14333.4	17616.5	76955.8	412.909	17739.7	-0.191469
132000	132	3.49475	39315.9	-36205.8	13931.9	16609.3	78080.4	377.303	17464.1	-11.3366
133000	133	3.53066	39719.9	-35733.3	14487.2	17656.2	77088.6	415.499	17477.5	-12.8951
134000	134	3.58043	40279.8	-35946.9	14214.4	17764.1	76960.5	437.729	18200.2	4.36824
135000	135	3.51547	39549.1	-36132.2	14261.8	17847.4	77696.1	404.065	17349.2	-26.4857
136000	136	3.48007	39150.8	-35905	14327.4	17284.5	77881.7	444.019	17423.2	-34.8719
137000	137	3.56206	40073.2	-35983.1	14289.8	17095.9	78178.7	429.728	17323.9	-1.44628
138000	138	3.5046	39426.7	-35810.3	14234.3	17156.3	77835.3	394.444	17477.8	-6.19773
139000	139	3.5107	39495.4	-35854.7	14376.7	16948.9	77575.7	435.489	17797.6	15.0685
140000	140	3.52242	39627.2	-36078.7	14322.8	16987.1	78050.6	409.607	17581.4	-4.64208
141000	141	3.51383	39530.6	-35909.4	14003	17294.4	77896.1	376.997	17368.1	0.779937
142000	142	3.52848	39695.4	-36089.8	14207.6	17194	78028.3	415.81	17810.7	62.4289
143000	143	3.513	39521.2	-35935.2	14185.3	17948.5	77618.6	418.673	17517.3	0.108909
144000	144	3.50258	39404	-35788.1	13975.1	17178.6	77853.6	424.513	17393.7	-25.1679
145000	145	3.53633	39783.7	-35745.4	13958.1	17170.8	77981.6	371.682	17461.9	2.03493
146000	146	3.49339	39300.6	-35938.8	13828.2	17300.9	77625.4	385.521	17389.2	21.4282
147000	147	3.54672	39900.6	-35665.8	14071.3	17481.8	77721.9	372.187	17579.6	3.49578
148000	148	3.52692	39677.9	-35796.4	14388.5	17285.9	78001.4	384.426	17764.8	29.7509
149000	149	3.4952	39321.1	-35954.5	13945.9	17287.7	77526.7	442.702	17740.1	-0.12238
150000	150	3.50032	39378.6	-35785.9	14198.1	17644.2	77286.8	449.952	17604.4	-6.59514
151000	151	3.48388	39193.6	-35572.8	14155.4	17337.7	77484.4	336.969	17729.6	-14.8932
152000	152	3.52247	39627.8	-35830.8	14140.2	16621.7	77356.8	370.592	17978	-5.88056
153000	153	3.53381	39755.4	-35919	14112.9	17288.8	77737	421.79	17674.5	6.01922
154000	154	3.50018	39377	-35873	13946.9	17174.8	77818.2	442.995	17692.1	53.1443
155000	155	3.47917	39140.6	-35982.9	13982.9	17255	78450.8	385.569	17095.8	4.33766
156000	156	3.56853	40145.9	-35926.2	14114.5	17673.8	77835.4	412.816	17417.9	5.48209
157000	157	3.55346	39976.4	-35957.6	14305.7	17883.4	77301.9	441.857	17448.6	-0.595705
158000	158	3.5305	39718.1	-35825.6	14436.6	17201.1	77862.5	403.649	17584.1	-15.6414
159000	159	3.51717	39568.1	-35929.7	13853.2	17417	77982.9	351.83	17554	17.6269
160000	160	3.51775	39574.7	-35951.1	14265.6	17565.6	77750.9	387.856	17400.7	23.5305
161000	161	3.51385	39530.8	-35951.9	13716.6	17414.7	77721.2	302.121	17611.3	16.3329
162000	162	3.56196	40072.1	-35798.6	13688.4	17298	77699.1	445.601	17796.6	38.9756
163000	163	3.51202	39510.2	-35802.9	13777.5	17708.7	77833.9	294.652	17579.9	5.76875
164000	164	3.49831	39356	-35927.4	14425.9	17398.6	77948.9	377.949	17094.8	-32.9051
165000	165	3.52481	39654.1	-35995.2	14176.8	17210.2	76940.3	341.893	18079	-3.46247
166000	166	3.4705	39043.1	-36163.2	14040.8	17222.5	78037.1	390.619	17456.9	-7.45343
167000	167	3.4372	38668.5	-36003.5	14190.5	16895.3	77380.2	438.574	17729.2	-9.11184
