step	time	T	Ekin	lj	bond_2	angle_4	dihedral_0	lj-14_0	lj-14_1
1.412e+06	1412	2.4983	22484.7	-30561.9	6933.75	6647.79	6962.25	-822.927	-2173.88
1.413e+06	1413	2.52292	22706.3	-30678.1	6800.39	6526.23	6780.4	-805.775	-2154.75
1.414e+06	1414	2.49938	22494.4	-30713.2	6682.52	6248.43	7205.74	-822.247	-2072.72
1.415e+06	1415	2.43924	21953.2	-30640.1	7091.44	6549.71	7110.4	-780.624	-2086.25
1.416e+06	1416	2.50586	22552.8	-30732.1	6732.31	6519.5	7184.25	-784.017	-2178.91
1.417e+06	1417	2.4822	22339.8	-30783.7	6683.55	6611.42	6873.92	-826.62	-2168.98
1.418e+06	1418	2.43488	21913.9	-30500	6847.57	6483.89	7258.9	-782.724	-2161.72
1.419e+06	1419	2.49139	22422.5	-30671.3	6627.16	6263.35	6968.02	-779.718	-2135.32
1.42e+06	1420	2.50624	22556.2	-30662.8	6700.24	6158.52	7033.59	-799.318	-2175.31
1.421e+06	1421	2.48482	22363.4	-30466.6	7019.26	6398.5	7168.78	-803.079	-2141.55
1.422e+06	1422	2.45894	22130.4	-30726.7	6918.75	6305.52	7235.92	-763.691	-2096.43
1.423e+06	1423	2.48228	22340.5	-30586.3	6731.28	6562.19	7162.41	-798.424	-2228.97
1.424e+06	1424	2.49811	22483	-30624.1	6700.71	6422.59	6808.62	-778.813	-2071.22
1.425e+06	1425	2.44581	22012.3	-30652	6821.46	6243.69	7217.88	-829.072	-2071.88
1.426e+06	1426	2.43688	21931.9	-30624.5	7014.07	6398.18	7114.99	-818.968	-2149.8
1.427e+06	1427	2.47926	22313.3	-30563.3	6729.76	6380.98	7005.87	-777.122	-2211.63
1.428e+06	1428	2.49727	22475.4	-30659	6923.61	6200.85	6986.47	-795.371	-2171.19
1.429e+06	1429	2.48157	22334.1	-30621.9	6921.41	6611.64	7226.5	-833.4	-2140.79
1.43e+06	1430	2.49269	22434.2	-30683.3	6747.61	6198.77	7153.44	-849.46	-2183.77
1.431e+06	1431	2.46036	22143.2	-30579.1	6791.67	6311.73	7002.47	-822.384	-2075.26
1.432e+06	1432	2.45591	22103.2	-30623.9	6814.44	6684.13	7132.28	-827.717	-2133.35
1.433e+06	1433	2.48278	22345	-30643.1	6696.35	6205.64	7318.76	-810.389	-2281
1.434e+06	1434	2.50002	22500.1	-30554.3	6727.22	6515.57	7167.9	-771.346	-2153.99
1.435e+06	1435	2.45764	22118.8	-30577	6953.86	6360.76	6980.81	-815.054	-2103.3
1.436e+06	1436	2.43148	21883.3	-30602.6	6926.98	6249.26	7320.19	-831.073	-2100.24
1.437e+06	1437	2.47667	22290	-30620.2	6889.04	6474.89	7146.34	-833.843	-2238.78
1.438e+06	1438	2.47866	22308	-30455.7	6919.68	6492.65	6814.78	-845.308	-2213.61
1.439e+06	1439	2.52079	22687.1	-30509.4	6699.77	6441.53	7138.68	-838.795	-2143.78
1.44e+06	1440	2.50943	22584.9	-30721.8	6913.09	6499.28	6915.97	-834.783	-2241.29
1.441e+06	1441	2.49831	22484.8	-30593.4	6915.78	6282.13	7063.52	-819.3	-2241
1.442e+06	1442	2.48373	22353.6	-30537.3	6663.59	6168.33	6971.36	-834.103	-2219.93
1.443e+06	1443	2.43803	21942.2	-30425.8	6768.01	6322.36	7002.69	-821.914	-2304.16
1.444e+06	1444	2.49845	22486	-30562.1	6699.93	6390.76	6801.81	-847.643	-2132.88
1.445e+06	1445	2.46123	22151	-30654.2	7046.3	6455.49	7088.85	-816.229	-2180.22
1.446e+06	1446	2.49454	22450.8	-30561.5	6836.96	6531.21	7194.78	-803.172	-2199.17
1.447e+06	1447	2.45046	22054.1	-30611.5	6903.8	6484.26	7290.69	-830.434	-2261.21
1.448e+06	1448	2.47104	22239.3	-30590.5	6840.88	6284.84	7182.26	-800.841	-2152.4
1.449e+06	1449	2.47822	22304	-30604.6	6994.64	6382.33	7075.9	-782.503	-2200.27
1.45e+06	1450	2.50766	22568.9	-30697	6809.8	6535.05	7195.23	-847.06	-2195.94
1.451e+06	1451	2.45555	22100	-30526	6852	6696.37	7122.59	-821.879	-2222.7
1.452e+06	1452	2.51301	22617.1	-30679.8	6739.77	6510.34	7096.62	-802.167	-2192.61
1.453e+06	1453	2.49029	22412.6	-30618.2	6852.03	6512.06	7095.6	-869.971	-2242.85
1.454e+06	1454	2.47838	22305.4	-30651.8	6746.48	6584.65	6891.02	-820.699	-2196.29
1.455e+06	1455	2.43684	21931.6	-30653.1	6778.83	6381.99	6671.31	-877.75	-2203.66
1.456e+06	1456	2.47959	22316.3	-30645.8	7096.54	6343.99	6848.86	-835.613	-2202.76
1.457e+06	1457	2.47516	22276.4	-30390.1	6916.09	6339.43	7026.32	-874.69	-2164.59
1.458e+06	1458	2.49854	22486.8	-30607.7	6612.55	6458.89	7264.79	-805.073	-2152.27
1.459e+06	1459	2.51041	22593.7	-30604.2	6765.01	6198.49	6972.24	-791.433	-2182.32
1.46e+06	1460	2.52924	22763.2	-30592.9	6992.41	6191.73	6942.57	-845.67	-2119.67
1.461e+06	1461	2.48608	22374.7	-30529.5	6875.51	6372.59	6922.76	-825.635	-2108.97
1.462e+06	1462	2.42647	21838.2	-30529.5	6904.47	6568.81	7059.07	-769.063	-2180.23
1.463e+06	1463	2.51272	22614.4	-30404.6	7049.76	6198.13	7199.18	-870.542	-2273.5
1.464e+06	1464	2.48651	22378.6	-30636.5	6904.41	6605.01	7174.41	-847.097	-2205.23
1.465e+06	1465	2.44997	22049.7	-30789.5	6730.74	6270.59	7101.65	-828.231	-2143.85
1.466e+06	1466	2.50328	22529.5	-30654	6751.45	6319.13	7096.41	-830.065	-2093.12
1.467e+06	1467	2.50888	22579.9	-30543.6	6808.35	6471.11	7055.92	-814.999	-2193.93
1.468e+06	1468	2.46202	22158.2	-30731	6705.09	6403.79	7420.78	-892.482	-2125.68
1.469e+06	1469	2.44968	22047.1	-30727.2	6956.86	6334.3	7414.99	-800.612	-2105.24
1.47e+06	1470	2.49146	22423.1	-30586.6	6987.76	6474.05	6916.46	-839.945	-2174.54
1.471e+06	1471	2.47332	22259.9	-30707.9	7205.63	6275.21	7083.92	-812.859	-2155.28
1.472e+06	1472	2.45986	22138.8	-30547	6864.19	6376.5	7069.48	-812.28	-2258.44
1.473e+06	1473	2.45481	22093.3	-30527.4	6864.39	6509.92	7220.9	-791.194	-2152.96
1.474e+06	1474	2.4932	22438.8	-30691	6739.36	6410.47	6899.94	-842.24	-2131.96
1.475e+06	1475	2.50943	22584.9	-30664.4	6995.41	6337.58	6994.58	-786.246	-2129.74
1.476e+06	1476	2.4949	22454.1	-30502.1	6911.56	6488.94	7073.35	-817.821	-2130.24
1.477e+06	1477	2.47281	22255.3	-30625.6	6964.51	6375.54	7042.46	-824.169	-2057.85
1.478e+06	1478	2.48556	22370	-30633.5	7042.88	6492	7151.6	-843.247	-2212.71
1.479e+06	1479	2.4928	22435.2	-30670.2	6801.09	6521.53	7140.05	-788.009	-2158.5
1.48e+06	1480	2.4907	22416.3	-30547.7	7001.41	6217.17	7007.5	-841.001	-2140.36
1.481e+06	1481	2.47317	22258.5	-30565.1	6691.05	6334.55	7298.22	-834.243	-2276.16
1.482e+06	1482	2.46967	22227.1	-30793.7	6936.09	6292.14	7082.73	-817.169	-2177.44
1.483e+06	1483	2.49343	22440.9	-30608.7	6824.29	6583.41	7018.31	-820.545	-2161.18
1.484e+06	1484	2.45001	22050.1	-30648.6	6554.54	6286.99	7019.3	-740.051	-2195.87
1.485e+06	1485	2.50415	22537.3	-30458.3	6672.01	6351.39	7144.68	-802.708	-2173.52
1.486e+06	1486	2.50433	22539	-30588.7	6853.87	6353.48	7260.64	-811.39	-2200.1
1.487e+06	1487	2.45712	22114	-30531.8	6558.45	6335.21	7116.03	-813.238	-2121.03
1.488e+06	1488	2.45001	22050.1	-30461.3	7066.05	6302.88	6863.49	-784.052	-2175.45
1.489e+06	1489	2.52294	22706.5	-30615.3	6882.05	6400.7	7166.24	-811.106	-2180.59
1.49e+06	1490	2.48225	22340.2	-30614.5	6678.81	6338.79	6944.36	-814.158	-2151.98
1.491e+06	1491	2.44652	22018.7	-30566.5	6936.92	6188.29	7048.76	-790.618	-2193.59
1.492e+06	1492	2.46801	22212.1	-30630.8	6761.56	6512.78	7139.04	-830.414	-2223.26
1.493e+06	1493	2.51533	22638	-30549.8	6964.2	6415.81	7072.99	-800.974	-2157.63
1.494e+06	1494	2.47791	22301.2	-30648.3	6813.96	6415.76	7038.03	-821.373	-2031.09
1.495e+06	1495	2.49181	22426.3	-30543.7	6943.62	6412.55	7024.88	-841.045	-2191.89
1.496e+06	1496	2.47836	22305.3	-30574.3	7006.62	6284.65	7103.06	-827.345	-2233.9
1.497e+06	1497	2.48704	22383.4	-30574.3	6877.77	6390.18	7127.28	-884.534	-2119.73
1.498e+06	1498	2.46407	22176.6	-30787.6	6945.55	6166.2	7005.47	-837.026	-2154.93
1.499e+06	1499	2.47928	22313.5	-30696.6	6869.36	6300.7	7247.45	-780.821	-2168.87
1.5e+06	1500	2.50947	22585.2	-30606.2	6822.28	6580.93	7133.69	-795.302	-2070.26
1.501e+06	1501	2.50426	22538.4	-30632.1	6938.89	6492.42	7073.66	-862.504	-2187.49
1.502e+06	1502	2.46196	22157.6	-30615.2	6794.8	6432.43	7107.87	-831.606	-2126.29
1.503e+06	1503	2.4782	22303.8	-30732.6	6897.87	6328.84	7096.8	-910.65	-2136.92
1.504e+06	1504	2.45848	22126.3	-30518.7	6772.31	6396.56	7003.06	-874.85	-2150.23
1.505e+06	1505	2.49276	22434.8	-30676.9	7092.51	6466.65	6945.81	-868.358	-2109.22
1.506e+06	1506	2.44916	22042.5	-30703.2	6841.99	6099.57	6914.62	-854.466	-2171.97
1.507e+06	1507	2.48811	22393	-30664.3	6976.65	6353.61	6767.29	-856.585	-2205.32
1.508e+06	1508	2.51286	22615.8	-30710.2	6951.52	6340.18	6905.98	-819.936	-2218.59
1.509e+06	1509	2.52318	22708.7	-30702.9	7026.18	6458.92	6900.38	-816.127	-2256.19
1.51e+06	1510	2.45446	22090.1	-30528.8	6908.83	6507.65	6927.26	-823.121	-2239.78
1.511e+06	1511	2.48883	22399.5	-30636.3	6900.66	6468.12	6954.7	-835.311	-2204.87
1.512e+06	1512	2.49271	22434.4	-30764.2	7074.45	6389.43	6917.32	-816.548	-2198.05
1.513e+06	1513	2.50694	22562.5	-30603.4	7192.76	6444.37	7197.75	-870.349	-2179.19
1.514e+06	1514	2.50506	22545.6	-30719.7	6769.82	6097.42	6914.39	-857.928	-2039.47
1.515e+06	1515	2.46002	22140.2	-30650.2	6788.91	6355.68	7244.39	-832.016	-2165.03
1.516e+06	1516	2.42923	21863	-30549.6	6689.09	6294.96	6876.42	-829.13	-2094.53
1.517e+06	1517	2.48699	22382.9	-30543.9	6618.33	6564.42	7376.83	-876.932	-2230.69
1.518e+06	1518	2.46239	22161.5	-30611.3	6966.48	6499.18	6869.59	-854.864	-2255.49
1.519e+06	1519	2.52261	22703.5	-30447	6987.73	6323.48	7289.17	-896.715	-2139.55
1.52e+06	1520	2.50728	22565.5	-30817.8	7027.18	6366.76	7306.89	-867.145	-2242.03
1.521e+06	1521	2.51273	22614.6	-30673.3	6905.4	6365.96	7157.78	-862.511	-2148.01
1.522e+06	1522	2.50188	22516.9	-30771.6	6616.17	6442.39	7087.26	-874.768	-2165.78
1.523e+06	1523	2.47231	22250.8	-30480.5	6860.05	6520.77	7452.36	-867.786	-2141.49
1.524e+06	1524	2.47528	22277.6	-30758	6876.05	6340.25	7058.96	-877.479	-2123.43
1.525e+06	1525	2.48774	22389.7	-30784.7	6792.43	6492.86	7123.9	-866.639	-2149.23
1.526e+06	1526	2.44742	22026.7	-30767	6847.96	6350.73	6755.38	-888.009	-2079.02
1.527e+06	1527	2.47311	22258	-30758.5	6925.5	6469.74	7289.5	-842.766	-2209.36
1.528e+06	1528	2.47353	22261.8	-30669.2	7082.09	6224.34	6851.21	-818.106	-2149.17
1.529e+06	1529	2.46159	22154.3	-30673.6	6827.34	6388.76	7120.62	-845.729	-2141.92
1.53e+06	1530	2.39126	21521.3	-30588.1	6774.92	6567.21	6871.75	-848.394	-2144.57
1.531e+06	1531	2.455	22095	-30678.7	6495.49	6650.72	7038.97	-826.609	-2191.44
1.532e+06	1532	2.46956	22226	-30661.3	6864.62	6620.87	7342.37	-870.321	-2211
1.533e+06	1533	2.44516	22006.4	-30774.2	6743.16	6276.88	7197.1	-856.606	-2102.85
1.534e+06	1534	2.46487	22183.9	-30638.7	6730.63	6517.65	7208.91	-834.481	-2064.32
1.535e+06	1535	2.48829	22394.6	-30754.6	6700.41	6425.08	6944.16	-850.991	-2215.76
1.536e+06	1536	2.50492	22544.3	-30658	6875.86	6320.66	6962.91	-930.571	-2181.03
1.537e+06	1537	2.54727	22925.4	-30620.5	7153.48	6414.98	7137.45	-836.485	-2130.68
1.538e+06	1538	2.51073	22596.6	-30593.4	6715.06	6331.65	7016.13	-882.967	-2018.99
1.539e+06	1539	2.43775	21939.7	-30773.5	6794.09	6260.07	7161.15	-786.103	-2148.9
1.54e+06	1540	2.46404	22176.3	-30564.9	6771.58	6439.82	7142.52	-824.623	-2153.98
1.541e+06	1541	2.50662	22559.6	-30547.8	6940.84	6378.03	7204.75	-823.845	-2199.96
1.542e+06	1542	2.48179	22336.1	-30676.5	6954.57	6422.23	7017.98	-866.829	-2219.74
1.543e+06	1543	2.51223	22610.1	-30567.7	6969.2	6380.35	7116.31	-850.554	-2216.61
1.544e+06	1544	2.51925	22673.2	-30536.6	6910.54	6541.73	6934.09	-856.678	-2198.22
1.545e+06	1545	2.47289	22256	-30744.1	7007.26	6468.52	6965.97	-802.555	-2158.12
1.546e+06	1546	2.4573	22115.7	-30550	6989.87	6485.54	6966.47	-840.41	-2106.93
1.547e+06	1547	2.4115	21703.5	-30607.9	6833.93	6472.64	6804.91	-802.169	-2093.5
1.548e+06	1548	2.43233	21891	-30779.1	6748.2	6484.92	7008.48	-872.338	-2206.52
1.549e+06	1549	2.445	22005	-30591.9	6986.99	6370.69	7095.78	-854.602	-2169.82
1.55e+06	1550	2.47354	22261.9	-30780.5	7058.59	6449.68	7125.98	-849.723	-2237.69
1.551e+06	1551	2.46479	22183.1	-30788.4	6743.8	6432.63	7019.56	-856.27	-2243.65
1.552e+06	1552	2.47444	22270	-30697.9	7038.99	6253.68	7112.96	-821.152	-2139.81
1.553e+06	1553	2.48389	22355	-30630.7	6800.43	6529.4	7084.93	-837.773	-2201.78
1.554e+06	1554	2.49784	22480.6	-30661.7	6802.37	6334.75	7245.35	-886.458	-2205.88
1.555e+06	1555	2.47978	22318	-30589.8	6849.08	6415.06	7065.21	-839.524	-2196.91
1.556e+06	1556	2.51839	22665.5	-30616.8	6957.53	6421.21	6982.32	-827.524	-2218.41
1.557e+06	1557	2.44293	21986.3	-30739.6	6792.42	6209.88	7053.19	-823.565	-2264.02
1.558e+06	1558	2.45354	22081.8	-30640.3	6857.66	6735.61	7198.95	-857.722	-2219.63
1.559e+06	1559	2.45649	22108.4	-30729.6	6722.37	6308.06	7221.44	-850.022	-2198.83
1.56e+06	1560	2.53595	22823.5	-30611.4	6909.05	6347.14	7017.78	-814.917	-2189.76
1.561e+06	1561	2.42274	21804.7	-30720.4	6989.28	6182.44	6860.06	-770.611	-2183.37
1.562e+06	1562	2.50728	22565.6	-30667.4	6667.34	6268.81	6811	-868.819	-2127.55
1.563e+06	1563	2.46905	22221.4	-30647.9	6907.13	6448.6	6993.67	-818.633	-2086.62
1.564e+06	1564	2.48694	22382.5	-30661	6905.9	6204.33	6987.89	-848.338	-2166.8
1.565e+06	1565	2.52064	22685.7	-30649	6800.64	6628.22	6897.34	-853.833	-2178.26
1.566e+06	1566	2.45946	22135.1	-30742	6888.81	6252.75	7151.09	-898.752	-2284.32
1.567e+06	1567	2.51053	22594.8	-30784.1	6815.95	6494.38	7016.49	-873.67	-2193.97
1.568e+06	1568	2.47334	22260	-30511.2	6897.06	6359.8	6992.77	-833.227	-2178.41
1.569e+06	1569	2.44688	22021.9	-30676.6	6919.54	6275.46	6984.32	-815.7	-2188.24
1.57e+06	1570	2.45304	22077.3	-30637.8	6901.25	6287.48	7129.59	-890.291	-2229.29
1.571e+06	1571	2.50977	22587.9	-30564.4	6823.72	6319.19	6970.06	-815.551	-2151.59
1.572e+06	1572	2.46076	22146.8	-30589.1	6683.82	6338.75	7188.24	-845.989	-2248.14
1.573e+06	1573	2.51801	22662.1	-30655.3	6758	6425.19	7052.07	-818.682	-2167.33
1.574e+06	1574	2.47521	22276.9	-30701.7	6901.73	6384.28	7031.59	-826.674	-2218.67
1.575e+06	1575	2.49665	22469.9	-30586.2	6824.03	6515.35	7209.6	-844.896	-2202.04
1.576e+06	1576	2.43676	21930.8	-30738.9	6760.96	6495.37	7041.37	-853.308	-2260.82
1.577e+06	1577	2.49317	22438.6	-30727.3	7115.88	6490.57	7192.13	-792.569	-2232.19
1.578e+06	1578	2.4992	22492.8	-30839.8	6914.58	6395.79	6923.57	-785.323	-2231.82
1.579e+06	1579	2.48468	22362.1	-30748.5	7022.42	6466.27	7232.44	-823.111	-2213.51
1.58e+06	1580	2.51978	22678	-30637.3	6978.47	6314.78	7068.92	-888.221	-2187.76
1.581e+06	1581	2.4742	22267.8	-30595.2	6847.96	6392.29	6942.88	-857.284	-2170.13
1.582e+06	1582	2.49958	22496.2	-30675.4	6922.86	6378.28	7043.42	-859.986	-2214.89
1.583e+06	1583	2.46165	22154.9	-30653.4	7093.85	6327.05	7116.94	-803.074	-2250.57
1.584e+06	1584	2.49947	22495.2	-30720.7	6747.24	6395.04	7049.99	-790.214	-2161.57
1.585e+06	1585	2.44017	21961.5	-30709.5	6898.15	6346.98	7051.9	-898.839	-2171.23
1.586e+06	1586	2.46636	22197.2	-30742.5	6884.95	6440.83	7065.19	-831.503	-2206.07
1.587e+06	1587	2.48028	22322.5	-30773.5	6639.74	6411.92	7197.22	-752.494	-2240.85
1.588e+06	1588	2.4753	22277.7	-30804.4	6994.91	6397.43	7040.71	-737.751	-2250.44
1.589e+06	1589	2.4456	22010.4	-30640.6	6679.64	6597.37	6963.06	-815.715	-2201.16
1.59e+06	1590	2.46658	22199.2	-30787.3	6879.37	6369.05	7240.84	-807.812	-2206.84
1.591e+06	1591	2.44894	22040.5	-30696	6710.84	6246.54	7062.19	-779.081	-2289.82
1.592e+06	1592	2.44502	22005.2	-30629.1	7060.99	6297.7	7163.53	-780.241	-2201.55
1.593e+06	1593	2.48078	22327	-30816.2	6811.24	6555.32	6739.86	-764.814	-2157.36
1.594e+06	1594	2.4566	22109.4	-30644	6832.76	6237.71	6945.02	-762.324	-2281.65
1.595e+06	1595	2.48836	22395.2	-30720.3	7159.86	6610.75	7069.62	-827.374	-2253.7
1.596e+06	1596	2.50966	22586.9	-30515.8	6919.05	6608.98	7068.66	-807.362	-2242.96
1.597e+06	1597	2.43777	21940	-30684.6	6933.24	6537.56	7225.96	-806.56	-2190.91
1.598e+06	1598	2.45054	22054.9	-30710.6	7049.55	6506.22	7115.9	-802.507	-2236.51
1.599e+06	1599	2.45836	22125.3	-30740.1	6823.38	6453.2	7032.14	-772.1	-2058.73
1.6e+06	1600	2.49825	22484.2	-30591.4	6625.39	6508.82	7156.92	-814.143	-2268.52
1.601e+06	1601	2.4384	21945.6	-30687.5	6765.55	6217.12	6936.69	-785.897	-2175.23
1.602e+06	1602	2.50387	22534.8	-30588.6	6766.75	6436.84	7143.6	-787.568	-2249.14
1.603e+06	1603	2.51594	22643.5	-30632.2	6894.97	6417.74	6902.43	-806.489	-2197.41
1.604e+06	1604	2.51381	22624.2	-30569.7	6860.08	6314.03	6847.28	-779.617	-2158.16
1.605e+06	1605	2.47596	22283.7	-30513.2	6811.06	6511.59	7077.89	-819.685	-2184.9
1.606e+06	1606	2.51518	22636.6	-30716	6729.52	6339.79	6961.56	-778.352	-2268.92
1.607e+06	1607	2.47709	22293.8	-30739.8	6886.85	6394.85	7120.93	-830.696	-2326.41
1.608e+06	1608	2.43964	21956.8	-30737.8	6905.08	6399.62	7021.75	-780.071	-2235.4
1.609e+06	1609	2.42089	21788	-30637.2	6894.34	6574.67	6828.24	-834.766	-2195.75
1.61e+06	1610	2.46213	22159.2	-30836.1	6841.48	6323.88	6816.89	-774.01	-2230.62
1.611e+06	1611	2.51939	22674.5	-30619.4	7036.82	6353.77	7363.48	-838.374	-2159.81
1.612e+06	1612	2.49727	22475.5	-30649.7	6852.27	6290.67	6973.21	-785.151	-2231.97
1.613e+06	1613	2.44578	22012	-30582.5	6704.97	6263.15	7061.73	-826.357	-2327.42
1.614e+06	1614	2.42887	21859.8	-30684.1	6933.52	6536.34	6789.14	-858.441	-2205.33
1.615e+06	1615	2.45983	22138.5	-30521.1	6837.63	6292.3	7198.47	-795.318	-2249.96
1.616e+06	1616	2.45215	22069.3	-30660.3	6888.21	6409.61	7282.12	-799.184	-2286.31
1.617e+06	1617	2.47005	22230.4	-30658.2	6781.53	6539.41	6884.57	-870.843	-2201.01
1.618e+06	1618	2.45928	22133.5	-30643.7	6759.06	6344.75	6966.03	-835.909	-2284.47
1.619e+06	1619	2.48694	22382.4	-30727	6723.05	6376.56	7125.58	-787.042	-2154.99
1.62e+06	1620	2.46325	22169.3	-30622.6	6742.47	6533.53	6821.05	-752	-2238.9
1.621e+06	1621	2.47364	22262.7	-30707.8	6737.06	6203.39	7111.77	-831.494	-2187.25
1.622e+06	1622	2.4718	22246.2	-30622.2	6908.57	6342.6	7162.92	-889.842	-2187.3
1.623e+06	1623	2.50474	22542.6	-30737.5	6972.98	6591.28	7059.01	-830.362	-2123.04
1.624e+06	1624	2.44815	22033.4	-30794.2	6908.03	6368.21	6996.03	-815.035	-2176.58
1.625e+06	1625	2.46776	22209.8	-30589.5	6667.3	6468.28	7145.84	-804.397	-2146.3
1.626e+06	1626	2.49652	22468.6	-30456.1	6793.48	6511.37	7221.35	-813.4	-2237.16
1.627e+06	1627	2.52006	22680.5	-30729.7	6858.63	6378.7	6884.8	-869.595	-2154.1
1.628e+06	1628	2.43133	21882	-30875.8	7027.93	6391.21	6992.67	-778.937	-2154.72
1.629e+06	1629	2.4863	22376.7	-30863.5	6982.1	6374.65	7144.81	-780.342	-2190.42
1.63e+06	1630	2.49537	22458.3	-30577.2	7038.09	6532.83	7007.5	-846.711	-2225.23
1.631e+06	1631	2.46228	22160.5	-30844.9	6751.44	6361.45	6966.75	-782.627	-2204.76
1.632e+06	1632	2.464	22176	-30692.5	6837.2	6369.94	6900.18	-798.465	-2237.26
1.633e+06	1633	2.42473	21822.6	-30744.5	6795.63	6298.83	7024.05	-767.327	-2185.58
1.634e+06	1634	2.45562	22100.5	-30770.6	6954.9	6342.31	6987.95	-860.781	-2237.16
1.635e+06	1635	2.45155	22063.9	-30795.7	6969.16	6511.01	7055.91	-795.781	-2243.4
1.636e+06	1636	2.46896	22220.6	-30857.7	6934.06	6272.83	6999.77	-757.985	-2128.17
1.637e+06	1637	2.46881	22219.3	-30715	6866.52	6291.28	7175.96	-765.267	-2208.34
1.638e+06	1638	2.47104	22239.4	-30701.5	6840.45	6333.14	7408.47	-829.084	-2261.72
1.639e+06	1639	2.47386	22264.7	-30764.1	6980.24	6181.99	7152.19	-830.441	-2299.76
1.64e+06	1640	2.49949	22495.4	-30799.2	6836.39	6530.6	7106.65	-774.316	-2227.34
1.641e+06	1641	2.48464	22361.8	-30754.1	6940.76	6592.75	7192.4	-791.082	-2201.64
1.642e+06	1642	2.46104	22149.3	-30793.1	6664.64	6476.22	7039.63	-754.899	-2250.43
1.643e+06	1643	2.49239	22431.6	-30807.6	7050.35	6501.43	7022.43	-802.008	-2292.13
1.644e+06	1644	2.46091	22148.2	-30834.5	7014.12	6378.15	7174.98	-790.756	-2265.98
1.645e+06	1645	2.44493	22004.4	-30494.5	6854.86	6809.63	7009.77	-765	-2246.5
1.646e+06	1646	2.47605	22284.5	-30688.4	6760.57	6527.79	7313.93	-813.852	-2219.4
1.647e+06	1647	2.45413	22087.2	-30864.9	6774.24	6373.2	7513.04	-806.848	-2262.32
1.648e+06	1648	2.4564	22107.6	-30733.6	6866.16	6443.19	7196.15	-815.561	-2175.11
1.649e+06	1649	2.51229	22610.6	-30656.4	6825.05	6538.79	6795.7	-796.06	-2236.42
1.65e+06	1650	2.50788	22570.9	-30634.8	7018.95	6413.72	7047.24	-794.045	-2162.51
1.651e+06	1651	2.49885	22489.6	-30616.8	6740.91	6446.36	6927.56	-792.848	-2183.39
1.652e+06	1652	2.47129	22241.6	-30756.4	6889.01	6521.86	7158.77	-819.269	-2210.11
1.653e+06	1653	2.48236	22341.3	-30739.6	6912.98	6237.53	7141.58	-816.092	-2201.41
1.654e+06	1654	2.49669	22470.2	-30694.8	6665.79	6528.01	7163.5	-855.667	-2197.67
1.655e+06	1655	2.46857	22217.2	-30544.9	6684.33	6477.83	7059.04	-842.238	-2174.79
1.656e+06	1656	2.48537	22368.3	-30798.5	6797.36	6384.67	7102.18	-772.135	-2143.63
1.657e+06	1657	2.50602	22554.2	-30783.2	6964.44	6236.32	7014.04	-815.538	-2159.42
1.658e+06	1658	2.47195	22247.5	-30711.7	6745.06	6395.62	6973.53	-821.043	-2210.2
1.659e+06	1659	2.47383	22264.4	-30645.2	6673.43	6235.6	7152.13	-823.584	-2182.38
1.66e+06	1660	2.45282	22075.3	-30732.1	6910.25	6348.81	7082.42	-781.202	-2124.07
1.661e+06	1661	2.42213	21799.2	-30829.3	6747.53	6505.16	7265.8	-797.821	-2276.24
1.662e+06	1662	2.46524	22187.1	-30751.5	6640.96	6421.77	7040.66	-874.111	-2167.16
1.663e+06	1663	2.49554	22459.9	-30866.4	6833.67	6452.61	7129.42	-791.252	-2168.15
1.664e+06	1664	2.5266	22739.4	-30675.8	6731.64	6311.19	6993.55	-803.773	-2221.13
1.665e+06	1665	2.52468	22722.1	-30793	6875.36	6499.46	7072.4	-832.11	-2153.82
1.666e+06	1666	2.52416	22717.4	-30817.1	6752.34	6512.8	7067.5	-833.304	-2210.34
1.667e+06	1667	2.52572	22731.5	-30782.9	6681.06	6228.92	6811.42	-798.953	-2106.69
1.668e+06	1668	2.41755	21758	-30673.6	6671.76	6369.01	6961.6	-860.018	-2237.93
1.669e+06	1669	2.50844	22576	-30840.9	6706.88	6152.78	6991.08	-810.947	-2222.46
1.67e+06	1670	2.45532	22097.9	-30721.4	6944.7	6410.8	7089.77	-801.316	-2212.89
1.671e+06	1671	2.43183	21886.4	-30674.7	7013.19	6233.12	6887.34	-809.924	-2156.84
1.672e+06	1672	2.54949	22945.5	-30618.6	6676.41	6487.01	7344.16	-779.047	-2233.99
1.673e+06	1673	2.48541	22368.7	-30881.1	6721.31	6094.89	6989.5	-813.844	-2223.84
1.674e+06	1674	2.50828	22574.5	-30799.3	6738.38	6237.32	7037.55	-762.166	-2203.15
1.675e+06	1675	2.44042	21963.7	-30816.6	6771.38	6419.41	6979.75	-844.683	-2197.52
1.676e+06	1676	2.47717	22294.5	-30644.4	6806.64	6314.69	6939.95	-809.686	-2268.04
1.677e+06	1677	2.46855	22216.9	-30643.1	6741.31	6355.68	7084.17	-809.527	-2222.55
1.678e+06	1678	2.4841	22356.9	-30660.3	6738.9	6590.64	7005.24	-829.198	-2196.02
1.679e+06	1679	2.46552	22189.7	-30746.5	6970.5	6303.22	7043.08	-713.911	-2225.36
1.68e+06	1680	2.4642	22177.8	-30630.1	6707.76	6234.34	7147.39	-745.143	-2250.35
1.681e+06	1681	2.47832	22304.9	-30733	6698.28	6238.72	7050.07	-806.221	-2221.24
1.682e+06	1682	2.38338	21450.4	-30886.4	6827.58	6438.38	7152.78	-795.49	-2245.68
