0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 3.911565242710526163e-02 1.420497466020084667e-03
1.000000000000000000e+01 6.196207532597172718e-02 2.479844032941465239e-03
1.500000000000000000e+01 8.192228877443097357e-02 3.340991436171419915e-03
2.000000000000000000e+01 1.004599833817585303e-01 4.129885783608363767e-03
2.500000000000000000e+01 1.181177907187525300e-01 4.775943536877126465e-03
3.000000000000000000e+01 1.351729964167939224e-01 5.487295799589711823e-03
3.500000000000000000e+01 1.517134582640189966e-01 6.242045344649524083e-03
4.000000000000000000e+01 1.678764658540569388e-01 6.926678950300266778e-03
4.500000000000000000e+01 1.838145757304126549e-01 7.565214472360530691e-03
5.000000000000000000e+01 1.994682258559333510e-01 8.235347408882993936e-03
5.500000000000000000e+01 2.148631696224684307e-01 8.928863992424325435e-03
6.000000000000000000e+01 2.300660123186274442e-01 9.649318387246877404e-03
6.500000000000000000e+01 2.451995146250593172e-01 1.030001349221953966e-02
7.000000000000000000e+01 2.601446753174604942e-01 1.095389778075818096e-02
7.500000000000000000e+01 2.749854952690664600e-01 1.161355321284069340e-02
8.000000000000000000e+01 2.897515486635871551e-01 1.216958476257510094e-02
8.500000000000000000e+01 3.043979421681414776e-01 1.267146260670476768e-02
9.000000000000000000e+01 3.189812870302790593e-01 1.326672453999672152e-02
9.500000000000000000e+01 3.334562899042696205e-01 1.374947886436829296e-02
1.000000000000000000e+02 3.478874513876291652e-01 1.427117808256073844e-02
1.050000000000000000e+02 3.622283057821156227e-01 1.476338195755850895e-02
1.100000000000000000e+02 3.765073574315163096e-01 1.528780892609793440e-02
1.150000000000000000e+02 3.906998313850777449e-01 1.583840097979671846e-02
1.200000000000000000e+02 4.048323959155709639e-01 1.636896819313700055e-02
1.250000000000000000e+02 4.188960527544503543e-01 1.694282475477705552e-02
1.300000000000000000e+02 4.328829929824327682e-01 1.753801964449841141e-02
1.350000000000000000e+02 4.468000813681072270e-01 1.802580250282394270e-02
1.400000000000000000e+02 4.606653460574005043e-01 1.856749950522765605e-02
1.450000000000000000e+02 4.744315951438746182e-01 1.908116716834102819e-02
1.500000000000000000e+02 4.880964970489051757e-01 1.951368242778869430e-02
1.550000000000000000e+02 5.016858556291972082e-01 1.991825610801619892e-02
1.600000000000000000e+02 5.152795365772634417e-01 2.040228973254894218e-02
1.650000000000000000e+02 5.287767684116116973e-01 2.086381487828150097e-02
1.700000000000000000e+02 5.422221948330721020e-01 2.134007710709816263e-02
1.750000000000000000e+02 5.556022362176650242e-01 2.176211892171327905e-02
1.800000000000000000e+02 5.689066431936048440e-01 2.225506427176983729e-02
1.850000000000000000e+02 5.821520071094653526e-01 2.271697306815241568e-02
1.900000000000000000e+02 5.953120697382552340e-01 2.311517696590395174e-02
1.950000000000000000e+02 6.084563522804771196e-01 2.356340064442052212e-02
2.000000000000000000e+02 6.215598124167570626e-01 2.396059775458059954e-02
2.050000000000000000e+02 6.346105183910412117e-01 2.446816152475184136e-02
2.100000000000000000e+02 6.476446982919730200e-01 2.493162071746680281e-02
2.150000000000000000e+02 6.606436859567774711e-01 2.544470068883082636e-02
2.200000000000000000e+02 6.735874576138433101e-01 2.607656382955371097e-02
2.250000000000000000e+02 6.865227942398981487e-01 2.662543039859805935e-02
2.300000000000000000e+02 6.994133579535818379e-01 2.718439751859164782e-02
2.350000000000000000e+02 7.123039942608310193e-01 2.771597100373028588e-02
2.400000000000000000e+02 7.251038673001268808e-01 2.825589933285124061e-02
2.450000000000000000e+02 7.378852913259547064e-01 2.886825888107905427e-02
2.500000000000000000e+02 7.506354660981250371e-01 2.945348835793057743e-02
2.550000000000000000e+02 7.633383164280523880e-01 3.003732821401732325e-02
2.600000000000000000e+02 7.760207484629029207e-01 3.067532357592547138e-02
2.650000000000000000e+02 7.886672470639887189e-01 3.139577499278065065e-02
2.700000000000000000e+02 8.013374379892250765e-01 3.206245786371678813e-02
2.750000000000000000e+02 8.139343227520120516e-01 3.271274118708149270e-02
2.800000000000000000e+02 8.265311443763970756e-01 3.339894854324291368e-02
2.850000000000000000e+02 8.390777596994530851e-01 3.408580124307865333e-02
2.900000000000000000e+02 8.515896849450720341e-01 3.469574886011658060e-02
2.950000000000000000e+02 8.640929370730798809e-01 3.528498868830347995e-02
3.000000000000000000e+02 8.765881283201936158e-01 3.587376993917169160e-02
3.050000000000000000e+02 8.890423950001637987e-01 3.646532089609982180e-02
3.100000000000000000e+02 9.014361335562326438e-01 3.707409423411469479e-02
3.150000000000000000e+02 9.138198810099583680e-01 3.761541773334382138e-02
3.200000000000000000e+02 9.261539221241219533e-01 3.814605664533462365e-02
3.250000000000000000e+02 9.384276298591985865e-01 3.868613943146981260e-02
3.300000000000000000e+02 9.506493093935619587e-01 3.916313774849701501e-02
3.350000000000000000e+02 9.628636643339630874e-01 3.966905672780985520e-02
3.400000000000000000e+02 9.750367002329338728e-01 4.018765637457961254e-02
