step	time	T	Ekin	res	lj	bond_2	bond_3_cross	bond_2_cross	angle_5_cross	angle_6_cross	angle_4_cross	dihedral_0_cross	dihedral_1_cross	lj-14_0_cross	lj-14_1_cross
0	0	0	0	0	-639.163	2571.18	4689.5	0	0	4752	4990.45	1305.22	0	0	0
100	0.1	1.65969	22405.8	0	-1750.47	2855.07	3839.28	0	0	4391.22	4473.79	1339.87	0	0	0
200	0.2	2.10959	28479.5	0	-1548.65	2899.8	4220.55	0	0	4588.66	4566.55	1389.36	0	0	0
300	0.3	2.29111	30929.9	0	-1075	3152.09	4241.35	0	0	4732.55	4594.31	1407.48	0	0	0
400	0.4	2.39303	32305.9	0	-895.382	3255.19	4540	0	0	4797.46	4680.1	1407.03	0	0	0
500	0.5	2.47838	33458.2	0	-765.012	3559.33	4333.73	0	0	4911.36	4658.58	1435.1	0	0	0
600	0.6	2.49966	33745.4	0	-816.289	3640.54	4447.2	0	0	4870.53	4693.83	1400.13	0	0	0
700	0.7	2.46852	33325	0	-657.896	3675.5	4440.4	0	0	4961.52	4819.88	1429.37	0	0	0
800	0.8	2.48535	33552.3	0	-706.067	3687.38	4535.33	0	0	4975.75	4737.46	1426.44	0	0	0
900	0.9	2.53384	34206.8	0	-818.945	3802.44	4479.85	0	0	4985.72	4780.15	1417.28	0	0	0
1000	1	2.49186	33640.1	0	-792.438	3792.45	4515.17	0	0	4987.75	4789.11	1450.53	0	0	0
1100	1.1	2.50737	33849.5	0	-682.601	3789.75	4455.76	0	0	4978.27	4967.69	1470.09	0	0	0
1200	1.2	2.53837	34268.1	0	-654.299	3649.56	4425.54	0	0	4917.82	5049.03	1475.51	0	0	0
1300	1.3	2.51127	33902.2	0	-680.941	3535.03	4544.59	0	0	5036.99	4995.18	1488.87	0	0	0
1400	1.4	2.48174	33503.5	0	-648.906	3729.38	4472.49	0	0	5096.48	4990.8	1451.29	0	0	0
1500	1.5	2.49713	33711.2	0	-812.346	3708.26	4500.27	0	0	5087.31	4973.76	1446.7	0	0	0
1600	1.6	2.5201	34021.4	0	-832.074	3703.19	4614.27	0	0	5069.07	5069.42	1477.8	0	0	0
1700	1.7	2.48611	33562.5	0	-693.993	3662.98	4475.64	0	0	5059.07	5125.82	1479.56	0	0	0
1800	1.8	2.49366	33664.5	0	-754.378	3743.59	4427.77	0	0	5015.43	5043.84	1484.31	0	0	0
1900	1.9	2.48554	33554.8	0	-795.597	3679	4550.45	0	0	5067.59	5010.66	1477.37	0	0	0
2000	2	2.47713	33441.2	0	-834.119	3776.8	4429.3	0	0	4983.7	5075.41	1479.53	0	0	0
2100	2.1	2.502	33777	0	-940.768	3784.4	4443.77	0	0	4932.41	5062.96	1443.16	0	0	0
2200	2.2	2.46515	33279.6	0	-619.505	3753.54	4451.97	0	0	4948.4	5108.72	1468.37	0	0	0
2300	2.3	2.50038	33755.1	0	-657.007	3616.55	4658.59	0	0	5065.75	4996.77	1463.86	0	0	0
2400	2.4	2.47249	33378.6	0	-685.035	3740.72	4621.95	0	0	5037.23	5157.26	1442.02	0	0	0
2500	2.5	2.48722	33577.4	0	-645.95	3775.97	4607.33	0	0	5090.9	5071.47	1462.86	0	0	0
2600	2.6	2.52671	34110.5	0	-791.017	3797.44	4569.64	0	0	5010.78	5096.75	1441.82	0	0	0
2700	2.7	2.48633	33565.5	0	-734.005	3802.32	4610.84	0	0	4916.82	5066.48	1444.74	0	0	0
2800	2.8	2.4931	33656.9	0	-683.18	3724.93	4718.95	0	0	4924.22	5040.06	1458.28	0	0	0
2900	2.9	2.48548	33554	0	-708.714	3793.32	4690.61	0	0	4902.71	5035.24	1450.75	0	0	0
3000	3	2.48617	33563.2	0	-817.601	3836.93	4545.91	0	0	4819.7	5006.25	1448.26	0	0	0
3100	3.1	2.49473	33678.9	0	-781.02	3845.84	4509.61	0	0	4867.76	5001.77	1448.24	0	0	0
3200	3.2	2.48928	33605.3	0	-751.841	3768.27	4483.58	0	0	4883.95	5043.67	1468.13	0	0	0
3300	3.3	2.46813	33319.7	0	-748.256	3786.6	4574.33	0	0	4960.57	5152.82	1450.07	0	0	0
3400	3.4	2.4622	33239.7	0	-642.267	3767.11	4574.06	0	0	5001.67	5019.96	1467.34	0	0	0
3500	3.5	2.50183	33774.7	0	-665.176	3768.29	4596.92	0	0	5039.23	4902.98	1435.58	0	0	0
3600	3.6	2.53356	34203.1	0	-780.115	3808.33	4531.42	0	0	4987.24	4931.84	1487.62	0	0	0
3700	3.7	2.48883	33599.3	0	-726.451	3736.49	4607.31	0	0	5041.68	4973.05	1477.73	0	0	0
3800	3.8	2.46498	33277.2	0	-699.271	3815.68	4539.12	0	0	4946.04	4912.77	1494.52	0	0	0
3900	3.9	2.50525	33820.9	0	-743.248	3811.52	4702.26	0	0	4955.4	4915.06	1468.19	0	0	0
4000	4	2.46061	33218.3	0	-660.117	3946.29	4609.5	0	0	5030.99	5027.1	1476.11	0	0	0
4100	4.1	2.52317	34062.8	0	-827.69	3825.52	4611.25	0	0	4918.84	5028.97	1491.3	0	0	0
4200	4.2	2.52963	34150.1	0	-866.709	3878.8	4567.69	0	0	4835.98	5092.5	1469.45	0	0	0
4300	4.3	2.52148	34040	0	-804.719	3959.28	4594.62	0	0	4891.11	5058.96	1464.19	0	0	0
4400	4.4	2.50766	33853.5	0	-622.893	3848.63	4599.85	0	0	4909.81	5113.55	1481.83	0	0	0
4500	4.5	2.52732	34118.8	0	-703.839	3815.22	4567.44	0	0	4922.18	5086.39	1450.32	0	0	0
4600	4.6	2.51416	33941.1	0	-608.672	3889.7	4517.15	0	0	4965.53	5055.96	1458.8	0	0	0
4700	4.7	2.47363	33394	0	-619.618	3801	4513.64	0	0	5050.61	4912.08	1469.5	0	0	0
4800	4.8	2.46155	33231	0	-562.557	3757.92	4453.24	0	0	5013.3	4882.19	1481.28	0	0	0
4900	4.9	2.47371	33395	0	-518.432	3763.47	4459.56	0	0	5010.4	4956.61	1478.14	0	0	0
5000	5	2.48161	33501.8	0	-655.595	3568.89	4504.22	0	0	4925.3	4964.71	1452.98	0	0	0
5100	5.1	2.43936	32931.3	0	-669.128	3700.32	4375.59	0	0	4957.47	5023.88	1470.52	0	0	0
5200	5.2	2.47901	33466.7	0	-693.911	3727.24	4575.17	0	0	4917.41	5013.59	1459.11	0	0	0
5300	5.3	2.48909	33602.8	0	-652.022	3652.29	4423.17	0	0	5067.45	4924.06	1487.75	0	0	0
5400	5.4	2.49523	33685.6	0	-684.885	3615.87	4491.95	0	0	4968.65	4908.23	1445.88	0	0	0
5500	5.5	2.5018	33774.3	0	-820.001	3868.49	4385.56	0	0	4955.56	4928.75	1470.52	0	0	0
5600	5.6	2.50249	33783.6	0	-780.879	3810.33	4403.95	0	0	5051.96	4875.82	1472.81	0	0	0
5700	5.7	2.48298	33520.2	0	-683.472	3850.59	4491.6	0	0	5080.25	4886.47	1458.39	0	0	0
5800	5.8	2.44743	33040.3	0	-635.364	3762.82	4586.65	0	0	5185.78	4885.5	1468.68	0	0	0
5900	5.9	2.52187	34045.3	0	-823.531	3608.83	4570.31	0	0	4992.55	4890.46	1464.95	0	0	0
6000	6	2.49994	33749.1	0	-572.168	3647.48	4613.5	0	0	5020.56	5010.07	1461.79	0	0	0
