step	time	T	Ekin	res	lj	bond_2	bond_3_cross	bond_2_cross	angle_5_cross	angle_6_cross	angle_4_cross	dihedral_0_cross	dihedral_1_cross	lj-14_0_cross	lj-14_1_cross
0	0	0	0	0	-639.163	2571.18	4689.5	0	0	4752	4990.45	1305.22	0	0	0
100	0.1	1.64024	22143.2	0	-1741.88	2847.78	3907.31	0	0	4444.85	4409.63	1344.76	0	0	0
200	0.2	2.13885	28874.4	0	-1377.54	2955.13	4136.75	0	0	4528.9	4457.06	1395.7	0	0	0
300	0.3	2.28478	30844.5	0	-1105.33	3127.72	4330.41	0	0	4684.49	4625.89	1432.84	0	0	0
400	0.4	2.42158	32691.3	0	-1022.53	3329.18	4414.42	0	0	4701.13	4663.42	1434.89	0	0	0
500	0.5	2.42894	32790.7	0	-966.813	3578.32	4559.47	0	0	4754.82	4840.03	1455.91	0	0	0
600	0.6	2.46328	33254.3	0	-794.499	3651.02	4430.96	0	0	4800.12	4783.86	1421.65	0	0	0
700	0.7	2.49209	33643.3	0	-736.137	3774.05	4526.99	0	0	4843.27	4740.07	1420.93	0	0	0
800	0.8	2.50684	33842.4	0	-828.41	3730.58	4541.2	0	0	4892.07	4879.9	1453.11	0	0	0
900	0.9	2.49388	33667.4	0	-850.481	3635.83	4532.07	0	0	4932.45	4924.32	1430.04	0	0	0
1000	1	2.44546	33013.7	0	-843.732	3676.13	4582.05	0	0	4982.97	5100.54	1453.54	0	0	0
1100	1.1	2.47988	33478.3	0	-854.847	3668.78	4684.1	0	0	4955.3	5107.36	1446.88	0	0	0
1200	1.2	2.51941	34012.1	0	-715.282	3647.45	4541.23	0	0	4974.17	5202.42	1446.58	0	0	0
1300	1.3	2.48148	33499.9	0	-726.073	3712.61	4628.28	0	0	5104.2	5038.71	1447.89	0	0	0
1400	1.4	2.49036	33619.8	0	-569.401	3753.56	4557.03	0	0	5110.75	5089.79	1421.13	0	0	0
1500	1.5	2.5238	34071.3	0	-664.798	3872.28	4577.57	0	0	5114.92	5135.06	1440.46	0	0	0
1600	1.6	2.5073	33848.6	0	-544.419	3823.73	4563.85	0	0	5102.45	5102.51	1457.52	0	0	0
1700	1.7	2.52638	34106.1	0	-503.556	3810.64	4436.05	0	0	5097.6	5067.08	1453.75	0	0	0
1800	1.8	2.48682	33572.1	0	-570.6	3771.36	4493.73	0	0	5057.99	5297.13	1442.78	0	0	0
1900	1.9	2.52717	34116.9	0	-699.233	3591.29	4467.24	0	0	5027.9	5255.68	1443.76	0	0	0
2000	2	2.46964	33340.2	0	-608.712	3703.14	4488.82	0	0	5169.13	5206.91	1468.5	0	0	0
2100	2.1	2.4906	33623.1	0	-695.047	3704.55	4543.5	0	0	4968.09	5049.84	1474.64	0	0	0
2200	2.2	2.51009	33886.2	0	-628.216	3821.17	4490.84	0	0	5044.49	5085.96	1486.31	0	0	0
2300	2.3	2.49617	33698.3	0	-693.208	3802.74	4487.17	0	0	5038.45	5096.92	1468.31	0	0	0
2400	2.4	2.47999	33479.9	0	-653.213	3929.06	4497.47	0	0	5024.1	5127.98	1457.11	0	0	0
2500	2.5	2.50831	33862.2	0	-754.715	3974.66	4460.86	0	0	5091.28	5155.6	1500.78	0	0	0
2600	2.6	2.49414	33670.9	0	-696.455	3838.19	4624.77	0	0	5073.14	5158.25	1470.96	0	0	0
2700	2.7	2.48495	33546.8	0	-709.552	3848.57	4557.52	0	0	5027.93	5250.75	1483.43	0	0	0
2800	2.8	2.51322	33928.5	0	-761.089	3717.03	4577.8	0	0	5033.24	5100.68	1482.47	0	0	0
2900	2.9	2.52208	34048	0	-892.309	3714.41	4539.71	0	0	5074.61	5090.17	1443.81	0	0	0
3000	3	2.5236	34068.7	0	-750.271	3786.95	4494.91	0	0	5008.07	5147.37	1460.07	0	0	0
3100	3.1	2.49192	33640.9	0	-826.581	3756.79	4586.55	0	0	5000.47	5080.05	1460.44	0	0	0
3200	3.2	2.54052	34297.1	0	-641.911	3763.09	4522.64	0	0	4972.1	4984.89	1478	0	0	0
3300	3.3	2.48388	33532.3	0	-559.116	3741.52	4510.17	0	0	5040.03	5145.96	1455.18	0	0	0
3400	3.4	2.52254	34054.2	0	-632.992	3725.31	4519.56	0	0	4957.68	5177.05	1455.65	0	0	0
3500	3.5	2.50549	33824.1	0	-528.219	3781.6	4646.21	0	0	4925.53	5008.11	1472.16	0	0	0
3600	3.6	2.50403	33804.4	0	-541.376	3742.75	4445.17	0	0	4909.05	5038.83	1480.14	0	0	0
3700	3.7	2.5008	33760.8	0	-736.58	3746.36	4432	0	0	4976.36	4988.66	1477.04	0	0	0
3800	3.8	2.48604	33561.6	0	-739.025	3722.77	4541.58	0	0	4971.84	4983.76	1494.95	0	0	0
3900	3.9	2.50912	33873.1	0	-606.897	3558.8	4512.1	0	0	5001.57	4988.44	1457.92	0	0	0
4000	4	2.51729	33983.4	0	-749.416	3780.69	4501.83	0	0	5008.89	5092.33	1425.81	0	0	0
4100	4.1	2.50465	33812.8	0	-760.571	3837.18	4624.73	0	0	4942.47	5126.9	1460.95	0	0	0
4200	4.2	2.45906	33197.3	0	-699.752	3780.97	4589.11	0	0	4933.28	5071.99	1488.14	0	0	0
4300	4.3	2.47764	33448.2	0	-612.765	3731.88	4568.91	0	0	4970.46	4967.76	1475.94	0	0	0
4400	4.4	2.51452	33946	0	-743.819	3688.94	4566.77	0	0	4939.46	4925.69	1456.4	0	0	0
4500	4.5	2.51041	33890.6	0	-725.846	3678.28	4478.23	0	0	4942.37	5028.63	1461.88	0	0	0
4600	4.6	2.54017	34292.3	0	-712.103	3775.36	4569.55	0	0	4983.25	5102.74	1473.32	0	0	0
4700	4.7	2.54594	34370.2	0	-744.253	3842.73	4502.87	0	0	5020.21	5049.77	1461.58	0	0	0
4800	4.8	2.50492	33816.4	0	-583.468	3843.16	4364.04	0	0	5034.21	4978.35	1474.98	0	0	0
4900	4.9	2.51934	34011.1	0	-596.748	3905.36	4484.77	0	0	5064.9	4980.08	1467.58	0	0	0
5000	5	2.47899	33466.4	0	-638.545	3736.67	4504.57	0	0	5048.21	5075.05	1459.63	0	0	0
5100	5.1	2.50787	33856.2	0	-807.434	3699.47	4543.92	0	0	5007.79	5031.48	1469.97	0	0	0
5200	5.2	2.51812	33994.6	0	-688.482	3662.16	4484.48	0	0	5076.35	4991.97	1472.31	0	0	0
5300	5.3	2.51213	33913.8	0	-688.924	3630.11	4616.77	0	0	5034.86	5016.54	1455.48	0	0	0
5400	5.4	2.48493	33546.5	0	-575.902	3606.15	4551.69	0	0	5135.66	4988.57	1476.11	0	0	0
5500	5.5	2.49988	33748.3	0	-544.422	3590.64	4483.21	0	0	5095.67	4842.91	1484.11	0	0	0
5600	5.6	2.53616	34238.1	0	-733.416	3597.09	4522.56	0	0	5022.33	4913.69	1461.69	0	0	0
5700	5.7	2.48703	33574.8	0	-647.445	3674.44	4573.91	0	0	5013.62	4905.81	1480.86	0	0	0
5800	5.8	2.49748	33716	0	-598.761	3699.68	4567.58	0	0	4947.7	4949.29	1443.73	0	0	0
5900	5.9	2.44168	32962.7	0	-587.991	3793.07	4561.47	0	0	5017.82	4881.97	1463.97	0	0	0
6000	6	2.49015	33617	0	-583.443	3755.71	4461.16	0	0	4897.22	4980.43	1483.25	0	0	0
6100	6.1	2.51105	33899.2	0	-547.46	3688.15	4617.67	0	0	4872.04	4965.42	1459.73	0	0	0
6200	6.2	2.46918	33334	0	-681.415	3909.64	4550.7	0	0	4970.37	5013.06	1488.5	0	0	0
6300	6.3	2.49066	33623.9	0	-738.8	3767.1	4562.61	0	0	4928.26	5030.68	1471.2	0	0	0
6400	6.4	2.4692	33334.2	0	-743.035	3596.75	4438.68	0	0	4945.01	4985.15	1478.6	0	0	0
6500	6.5	2.51014	33886.9	0	-727.113	3512.72	4533.75	0	0	5001.43	5041.09	1476.85	0	0	0
6600	6.6	2.49846	33729.3	0	-770.64	3491.24	4520.95	0	0	5010.71	5033.97	1455.43	0	0	0
6700	6.7	2.4573	33173.6	0	-699.258	3655.85	4582.43	0	0	4941.09	5000.73	1459.79	0	0	0
6800	6.8	2.47702	33439.8	0	-711.947	3658.69	4506.06	0	0	4913.31	5136.53	1460	0	0	0
6900	6.9	2.50161	33771.8	0	-620.812	3742.36	4566.21	0	0	5001.7	5083.22	1485.11	0	0	0
7000	7	2.53148	34174.9	0	-635.087	3623.62	4575.84	0	0	4895.97	4958.38	1434.26	0	0	0
7100	7.1	2.54075	34300.2	0	-749.636	3497.89	4558.84	0	0	4956.64	5008.11	1426.65	0	0	0
7200	7.2	2.51596	33965.4	0	-787.949	3558.82	4615.99	0	0	4931.48	5127.79	1451.86	0	0	0
7300	7.3	2.49502	33682.8	0	-627.83	3726.7	4522.38	0	0	4977.6	5027.5	1464.12	0	0	0
7400	7.4	2.52997	34154.6	0	-735.445	3754.32	4647.64	0	0	5030.3	4964.72	1477.88	0	0	0
7500	7.5	2.48665	33569.7	0	-804.799	3805.54	4546.77	0	0	4871.71	5018.95	1463.8	0	0	0
7600	7.6	2.4929	33654.2	0	-857.942	3748.73	4604.91	0	0	5014.05	5018.04	1429.53	0	0	0
7700	7.7	2.50251	33783.9	0	-847.128	3751.98	4412.39	0	0	4979.38	5008.56	1457.8	0	0	0
7800	7.8	2.48956	33609.1	0	-776.792	3872.55	4447.64	0	0	5109.66	5005.64	1469.28	0	0	0
7900	7.9	2.48132	33497.8	0	-770.443	3849.6	4380.56	0	0	5017.77	4961.31	1465.22	0	0	0
8000	8	2.45414	33130.9	0	-840.44	3719.38	4447.9	0	0	4920.8	5044.1	1468.49	0	0	0
8100	8.1	2.50212	33778.6	0	-651.848	3695.02	4308.12	0	0	4892.62	4987.95	1466.74	0	0	0
8200	8.2	2.49964	33745.1	0	-662.519	3609.28	4535.15	0	0	4886.07	4884.1	1458.95	0	0	0
8300	8.3	2.51999	34019.9	0	-684.042	3517.76	4466.76	0	0	4781.31	5093.33	1454.38	0	0	0
8400	8.4	2.46991	33343.7	0	-522.812	3516.97	4440.45	0	0	4868.33	5063.45	1466.37	0	0	0
8500	8.5	2.48777	33584.9	0	-638.531	3757.18	4452.21	0	0	4808.9	5030.74	1474.78	0	0	0
8600	8.6	2.50178	33774	0	-617.017	3819.6	4449.89	0	0	4911.63	5058.08	1429.51	0	0	0
8700	8.7	2.49365	33664.3	0	-658.259	3796.64	4469.37	0	0	4948.15	5069.63	1449.08	0	0	0
8800	8.8	2.49732	33713.8	0	-670	3829.92	4652.27	0	0	5006.47	5143.72	1467.06	0	0	0
8900	8.9	2.51119	33901	0	-569.546	3952.16	4426.63	0	0	5010.46	5058.68	1467.53	0	0	0
9000	9	2.5228	34057.8	0	-698.655	3819.79	4611.33	0	0	4983.71	5082.45	1475.95	0	0	0
9100	9.1	2.52993	34154	0	-665.585	3728.24	4525.56	0	0	5059.62	5191.98	1498.55	0	0	0
9200	9.2	2.49565	33691.3	0	-687.155	3811.45	4585.58	0	0	5074.42	5000.59	1458.79	0	0	0
9300	9.3	2.51885	34004.5	0	-678.957	3882.61	4594.6	0	0	5070.42	5078.43	1498.58	0	0	0
9400	9.4	2.50416	33806.1	0	-619.579	3796.56	4535.67	0	0	5035.38	5135.94	1477.75	0	0	0
9500	9.5	2.51315	33927.5	0	-684.385	3886.32	4583.38	0	0	5068.04	5061.82	1458.68	0	0	0
9600	9.6	2.48241	33512.5	0	-675.862	3872.7	4606.89	0	0	5064.44	5090.83	1483.32	0	0	0
9700	9.7	2.49843	33728.8	0	-729.54	3786.34	4526.46	0	0	5025.72	5149.06	1477.55	0	0	0
9800	9.8	2.48578	33558	0	-860.174	3716.63	4511.51	0	0	5026.08	5117	1482.31	0	0	0
9900	9.9	2.46181	33234.5	0	-704.213	3635.32	4607.22	0	0	5032.31	5080.12	1481.24	0	0	0
10000	10	2.47228	33375.8	0	-725.09	3666.47	4602.28	0	0	5072.59	5070.43	1464.56	0	0	0
10100	10.1	2.50352	33797.5	0	-746.911	3794.61	4481.17	0	0	4988.98	5015.35	1472.15	0	0	0
10200	10.2	2.50799	33857.9	0	-799.8	3852.92	4448.25	0	0	4961.12	5120.52	1448.84	0	0	0
10300	10.3	2.55013	34426.7	0	-636.977	3813.34	4606.1	0	0	4980.53	5131.63	1466.25	0	0	0
10400	10.4	2.53299	34195.4	0	-727.335	3789.26	4453.17	0	0	4980.37	5066.43	1471.18	0	0	0
10500	10.5	2.50928	33875.3	0	-668.74	3756.25	4464.53	0	0	4968.86	5049.52	1483.25	0	0	0
10600	10.6	2.48439	33539.2	0	-587.763	3611.88	4516.07	0	0	4859.57	5162.8	1446.48	0	0	0
10700	10.7	2.50776	33854.7	0	-602.944	3670.81	4504.77	0	0	5016.93	5211.37	1471.9	0	0	0
10800	10.8	2.50053	33757.2	0	-626.971	3786.76	4668.24	0	0	4968.26	5022.99	1437.72	0	0	0
10900	10.9	2.46745	33310.6	0	-613.261	3817.1	4527.97	0	0	4981.51	5003.31	1426.92	0	0	0
11000	11	2.5312	34171.2	0	-696.33	3691.91	4417.91	0	0	4977.68	5031.98	1456.14	0	0	0
11100	11.1	2.54674	34381	0	-748.291	3679.31	4382.14	0	0	4944.65	5014.01	1474.51	0	0	0
