step	time	T	Ekin	res	lj	bond_2	bond_3_cross	bond_2_cross	angle_5_cross	angle_6_cross	angle_4_cross	dihedral_0_cross	dihedral_1_cross	lj-14_0_cross	lj-14_1_cross
0	0	0	0	0	-639.163	2571.18	4689.5	0	0	4752	4990.45	1305.22	0	0	0
100	0.1	1.65218	22304.4	0	-1733.99	2650.18	3860.36	0	0	4352.89	4456.14	1317.99	0	0	0
200	0.2	2.10342	28396.1	0	-1489.38	2914.27	4175.13	0	0	4543.35	4533.35	1401.49	0	0	0
300	0.3	2.31772	31289.2	0	-1120.54	3264.42	4418.06	0	0	4688.87	4603.01	1404.56	0	0	0
400	0.4	2.39393	32318.1	0	-1084.16	3412.67	4367.08	0	0	4810.01	4765.09	1435.54	0	0	0
500	0.5	2.38477	32194.4	0	-879.054	3561.08	4513.79	0	0	4894.87	4848.06	1407.16	0	0	0
600	0.6	2.48083	33491.2	0	-778.715	3602.14	4499.62	0	0	4910.96	4858.77	1411.16	0	0	0
700	0.7	2.45522	33145.4	0	-793.095	3567.31	4480.5	0	0	4845.53	5058.51	1423.94	0	0	0
800	0.8	2.46252	33244	0	-787.045	3534.45	4507.71	0	0	4924.95	4949.33	1417.28	0	0	0
900	0.9	2.50523	33820.7	0	-692.914	3592.02	4289.67	0	0	4922.14	4930.44	1423.35	0	0	0
1000	1	2.51978	34017	0	-755.191	3553.98	4407.8	0	0	4977.05	4955.28	1424.11	0	0	0
1100	1.1	2.54565	34366.3	0	-855.653	3618.67	4500.37	0	0	5019.07	4946.98	1421.92	0	0	0
1200	1.2	2.51471	33948.6	0	-805.832	3814.87	4607.64	0	0	5106.52	4939.6	1446.78	0	0	0
1300	1.3	2.50404	33804.5	0	-627.375	3738.38	4613.66	0	0	5059.11	5083.55	1456.26	0	0	0
1400	1.4	2.51123	33901.7	0	-731.474	3802.52	4600.8	0	0	5126.27	5159.67	1477.61	0	0	0
1500	1.5	2.53848	34269.5	0	-709.177	3704.34	4510.59	0	0	5097.04	4974.98	1455.71	0	0	0
1600	1.6	2.46046	33216.3	0	-555.883	3678.92	4580.48	0	0	5052.44	5123.36	1471.1	0	0	0
1700	1.7	2.50531	33821.7	0	-597.338	3772.02	4598.05	0	0	5000.59	5196.45	1484.42	0	0	0
1800	1.8	2.48291	33519.2	0	-513.634	3712.93	4505.79	0	0	5024.37	5126.7	1452.61	0	0	0
1900	1.9	2.50881	33869	0	-666.09	3553.93	4552.7	0	0	5055.56	5205.56	1470.38	0	0	0
2000	2	2.54524	34360.8	0	-587.243	3726.97	4501.14	0	0	5045.76	5293.73	1460.75	0	0	0
2100	2.1	2.56268	34596.1	0	-659.463	3714.29	4453.47	0	0	5010.62	5260.12	1427.86	0	0	0
2200	2.2	2.49759	33717.5	0	-637.757	3851.64	4405.25	0	0	5179.3	5185.18	1476.07	0	0	0
2300	2.3	2.50503	33817.9	0	-642.003	3714.02	4379.19	0	0	5050.73	5095.62	1437.15	0	0	0
2400	2.4	2.50067	33759	0	-595.035	3862.2	4425.94	0	0	5032	5202.02	1435.7	0	0	0
2500	2.5	2.49963	33745	0	-731.651	3849.45	4424.26	0	0	4948.22	5195.47	1473.83	0	0	0
2600	2.6	2.53252	34189.1	0	-712.411	3883.16	4455.44	0	0	4947.44	5201.3	1474.04	0	0	0
2700	2.7	2.51366	33934.4	0	-669.698	3884.02	4446.23	0	0	5070.25	5088.48	1456.07	0	0	0
2800	2.8	2.49644	33702	0	-664.161	3860.41	4665.93	0	0	5134.1	5006.58	1443.97	0	0	0
2900	2.9	2.50538	33822.6	0	-583.929	3800.55	4616.14	0	0	5070.98	5039.05	1467.17	0	0	0
3000	3	2.49774	33719.5	0	-686.709	3763.47	4596.26	0	0	5072.19	5193.27	1465.59	0	0	0
3100	3.1	2.52294	34059.7	0	-814.95	3712.2	4486.21	0	0	5044.44	5128.69	1468.74	0	0	0
3200	3.2	2.49355	33663	0	-695.231	3791.57	4609.31	0	0	5011.39	5158.02	1469.51	0	0	0
3300	3.3	2.47716	33441.7	0	-622.431	3635.75	4583.94	0	0	5004.53	4972.72	1495.69	0	0	0
3400	3.4	2.47996	33479.4	0	-715.981	3705.56	4633.27	0	0	4961.72	5043.3	1463.25	0	0	0
3500	3.5	2.46707	33305.5	0	-680.074	3533.32	4608.36	0	0	4990.86	5139.93	1464.21	0	0	0
3600	3.6	2.48652	33568.1	0	-714.648	3630.28	4366.59	0	0	4968.02	5117.41	1436.32	0	0	0
3700	3.7	2.48557	33555.2	0	-510.598	3749	4548.48	0	0	4990.64	5042.4	1456.9	0	0	0
3800	3.8	2.48367	33529.6	0	-698.008	3874.77	4327.05	0	0	4919.94	5132.76	1459.99	0	0	0
3900	3.9	2.50835	33862.7	0	-794.696	3690.77	4456.65	0	0	4919.43	5097.05	1466.01	0	0	0
4000	4	2.48054	33487.3	0	-799.534	3813.66	4478.71	0	0	5022.86	5134.54	1473.8	0	0	0
4100	4.1	2.55229	34455.9	0	-753.083	3809.92	4526.2	0	0	4990.52	5080.11	1458.86	0	0	0
4200	4.2	2.52714	34116.4	0	-803.226	3825.41	4614.83	0	0	4984.21	5055.1	1463.68	0	0	0
4300	4.3	2.50782	33855.5	0	-660.255	3781.21	4583.71	0	0	5019.87	5016.68	1485.69	0	0	0
