step	time	T	Ekin	res	lj	bond_2	bond_3_cross	bond_2_cross	angle_5_cross	angle_6_cross	angle_4_cross	dihedral_0_cross	dihedral_1_cross	lj-14_0_cross	lj-14_1_cross
0	0	0	0	0	-639.163	2571.18	4689.5	0	0	4752	4990.45	1305.22	0	0	0
100	0.1	1.6323	22036.1	0	-1754.11	2844.47	3854.04	0	0	4473.59	4376.14	1333.86	0	0	0
200	0.2	2.03943	27532.4	0	-1522.97	2832.19	4189.94	0	0	4659.15	4478.73	1401.8	0	0	0
300	0.3	2.25982	30507.6	0	-1237.69	3195.89	4363.55	0	0	4840.33	4622.31	1423.02	0	0	0
400	0.4	2.39594	32345.2	0	-1033.4	3468.78	4431.21	0	0	4856.13	4710.4	1445.35	0	0	0
500	0.5	2.48776	33584.7	0	-868.776	3828.34	4393.87	0	0	4998.59	4711.23	1461.25	0	0	0
600	0.6	2.46026	33213.5	0	-807.127	3719.04	4492.52	0	0	5053.51	4773.34	1435	0	0	0
700	0.7	2.49986	33748.1	0	-791.272	3737.66	4464.12	0	0	4994.54	4783.81	1464.06	0	0	0
800	0.8	2.53212	34183.6	0	-714.601	3942.75	4447.86	0	0	5008.11	4759.91	1429.02	0	0	0
900	0.9	2.48233	33511.5	0	-601.679	3947.77	4524.44	0	0	5053.47	4902.99	1481.66	0	0	0
1000	1	2.49021	33617.9	0	-637.892	3844	4585.94	0	0	5097.67	4870.18	1477.37	0	0	0
1100	1.1	2.48078	33490.5	0	-595.014	3769.53	4558.64	0	0	5052.73	4960.65	1476.65	0	0	0
1200	1.2	2.50842	33863.7	0	-870.513	3804.28	4588.53	0	0	5093.5	4933.77	1468.33	0	0	0
1300	1.3	2.51398	33938.7	0	-799.925	3811.29	4479.22	0	0	5005.07	4941.12	1461.46	0	0	0
1400	1.4	2.51534	33957.1	0	-724.318	3876.51	4419.36	0	0	5035.85	4881.04	1462.3	0	0	0
1500	1.5	2.51876	34003.3	0	-515.395	3887.1	4356.64	0	0	5000.94	5046.77	1469.99	0	0	0
1600	1.6	2.46306	33251.3	0	-629.917	3792.83	4493.65	0	0	4927	5032.88	1454.32	0	0	0
1700	1.7	2.48919	33604.1	0	-747.771	3754.37	4505.59	0	0	5143.16	4922.42	1469.82	0	0	0
1800	1.8	2.50216	33779.1	0	-681.227	3728.67	4418.83	0	0	5112.79	5027.18	1448.67	0	0	0
1900	1.9	2.49738	33714.7	0	-701.523	3654.06	4438.9	0	0	5060.1	4980.53	1461.72	0	0	0
2000	2	2.48785	33586	0	-685.633	3791.69	4515.06	0	0	5087.02	5101.08	1486.67	0	0	0
2100	2.1	2.52105	34034.2	0	-671.79	3763.98	4347.26	0	0	5007.93	5028.15	1459.09	0	0	0
2200	2.2	2.51849	33999.6	0	-645.09	3563.97	4438.49	0	0	5087.02	5028.17	1488.42	0	0	0
2300	2.3	2.49482	33680.1	0	-776.655	3590.46	4486.06	0	0	5036.43	5114.45	1440.86	0	0	0
2400	2.4	2.51374	33935.5	0	-718.13	3781.02	4465.82	0	0	5068.44	4960	1437.92	0	0	0
2500	2.5	2.50229	33780.9	0	-671.772	3699.11	4445.42	0	0	5070.69	4924.48	1487.73	0	0	0
2600	2.6	2.46191	33235.8	0	-741.001	3840.78	4502.31	0	0	5033.61	5058.03	1477.22	0	0	0
2700	2.7	2.50121	33766.4	0	-800.19	3868.74	4408.08	0	0	5066.6	4912.85	1488.88	0	0	0
2800	2.8	2.48358	33528.4	0	-596.244	3916.12	4470.27	0	0	5045.37	4903.49	1485.06	0	0	0
2900	2.9	2.51034	33889.6	0	-742.951	3851.55	4511.38	0	0	4849.33	4990.86	1475.8	0	0	0
3000	3	2.55618	34508.4	0	-724.626	3901.15	4486.98	0	0	4849.59	4961.31	1478.71	0	0	0
3100	3.1	2.52788	34126.4	0	-579.664	3630.77	4494.02	0	0	4914.98	4959.36	1477.45	0	0	0
3200	3.2	2.53962	34284.8	0	-718.928	3663.4	4573.72	0	0	4983.38	4980.07	1475.52	0	0	0
3300	3.3	2.51446	33945.2	0	-593.783	3706.53	4593.85	0	0	5015.42	4907.79	1457.66	0	0	0
3400	3.4	2.48346	33526.8	0	-672.11	3778.91	4485.71	0	0	5021.99	4936.07	1430.25	0	0	0
3500	3.5	2.50356	33798.1	0	-707.057	3743.25	4471.1	0	0	4983.49	4907.42	1451.71	0	0	0
3600	3.6	2.52119	34036.1	0	-657.173	3734.8	4535.54	0	0	5027.05	4900.29	1437.58	0	0	0
3700	3.7	2.51559	33960.4	0	-664.311	3734.22	4531.72	0	0	4960	5049.38	1435.71	0	0	0
3800	3.8	2.50906	33872.3	0	-805.687	3835.95	4454.15	0	0	5047	5108.62	1441.88	0	0	0
3900	3.9	2.52402	34074.3	0	-802.53	3849.39	4603.56	0	0	5016.05	5212.76	1443.99	0	0	0
