step	time	T	Ekin	lj	bond_2	angle_4	dihedral_0	lj-14_0	lj-14_1
983000	983	2.47254	22252.9	-30854	6812.42	6500.31	7142.05	-786.19	-2241.15
984000	984	2.45359	22082.3	-30645.1	6752.54	6562.55	7258.05	-753.105	-2129.04
985000	985	2.43587	21922.9	-30689.4	6844.79	6553.81	7096.52	-793.354	-2199.72
986000	986	2.4879	22391.1	-30712.5	6865.32	6346.48	7027.11	-773.294	-2192.22
987000	987	2.4368	21931.2	-30757.2	7153.37	6422.15	6956.41	-826.113	-2169.77
988000	988	2.43243	21891.9	-30686.5	6823.78	6477.9	7001.65	-728.872	-2111.1
989000	989	2.52275	22704.8	-30760.4	6888.65	6199.28	7037.37	-811.397	-2144.09
990000	990	2.44757	22028.1	-30610.9	6829.44	6247.11	7065.84	-789.041	-2156.83
991000	991	2.52348	22711.3	-30671.8	6750.79	6579.37	7344.72	-799.517	-2256.86
992000	992	2.46321	22168.9	-30734.8	6813.48	6749.52	7320.69	-842.159	-2237.87
993000	993	2.52092	22688.2	-30873.5	6753.74	6488.28	7043.27	-750.335	-2171.9
994000	994	2.48763	22388.7	-30636.4	7086.86	6258.01	7263.73	-802.586	-2274.99
995000	995	2.50286	22525.8	-30689.3	6699.33	6110.53	6853.21	-740.078	-2199.34
996000	996	2.48784	22390.6	-30582.2	6881.19	6554.82	7153.4	-795.66	-2224.08
997000	997	2.48596	22373.6	-30567.6	6876.09	6377.1	6949.97	-764.484	-2122.48
998000	998	2.48286	22345.7	-30718.8	6778.51	6450.49	7118.08	-842.283	-2225.1
999000	999	2.46368	22173.1	-30682.3	6663.5	6583.23	6986.59	-812.224	-2168.25
1e+06	1000	2.45287	22075.8	-30477.5	6898.28	6247.87	7195.25	-790.398	-2212.25
1.001e+06	1001	2.46085	22147.7	-30748.4	6724.97	6418.04	7159.65	-774.466	-2226.11
1.002e+06	1002	2.50096	22508.7	-30741.1	6828.72	6516.61	6861.27	-794.9	-2171.74
1.003e+06	1003	2.515	22635	-30671	6852.33	6291.19	7201.45	-775.146	-2224.01
1.004e+06	1004	2.4624	22161.6	-30747.1	6797.8	6346.64	6864.75	-799.461	-2182.42
1.005e+06	1005	2.50838	22575.4	-30686.7	6859.34	6274.51	7102.33	-818.294	-2185.5
1.006e+06	1006	2.47425	22268.2	-30569.3	6865.64	6467.59	7136.13	-812.577	-2219.19
1.007e+06	1007	2.5067	22560.3	-30662.2	7017.32	6516.52	7095.65	-774.143	-2140.96
1.008e+06	1008	2.51049	22594.4	-30570.8	6822.37	6362.49	7114.94	-793.491	-2128.19
1.009e+06	1009	2.42686	21841.8	-30430.3	6921.03	6601.68	6915.97	-766.296	-2190.91
1.01e+06	1010	2.44593	22013.3	-30547.1	7031.15	6431.67	7054.15	-817.907	-2195.26
1.011e+06	1011	2.49795	22481.5	-30595.7	6766.56	6598.22	6991.07	-848.436	-2190.05
1.012e+06	1012	2.47103	22239.3	-30650.5	7154.32	6184.35	7060.18	-849.002	-2177.71
1.013e+06	1013	2.47069	22236.2	-30406.9	6919.86	6314.85	7066.01	-809.126	-2193.65
1.014e+06	1014	2.51684	22651.5	-30513.2	6607.13	6527.47	7038.52	-806.178	-2145.18
1.015e+06	1015	2.44889	22040	-30756.5	6767.44	6499.89	7376.66	-791.127	-2212.38
1.016e+06	1016	2.42545	21829.1	-30702.4	6800.98	6407.27	7159.91	-773.258	-2233.74
1.017e+06	1017	2.45718	22114.6	-30623.4	6894.79	6420.01	7063.48	-821.51	-2095.96
1.018e+06	1018	2.44132	21971.9	-30820.8	6875.27	6303.42	7102.33	-749.418	-2175.11
1.019e+06	1019	2.45596	22103.7	-30740.8	6893.96	6423.75	6910.59	-805.716	-2200.8
1.02e+06	1020	2.4551	22095.9	-30751.2	6893.29	6469.53	7065.37	-858.17	-2226.52
1.021e+06	1021	2.50264	22523.7	-30701.7	7058.56	6449.94	7066.45	-799.377	-2144.65
1.022e+06	1022	2.51997	22679.7	-30718.7	6894.13	6213.78	6875.92	-712.489	-2221.19
1.023e+06	1023	2.46933	22224	-30580	6938.68	6455.61	7085.9	-790.921	-2187.09
1.024e+06	1024	2.44415	21997.4	-30543.8	6987.37	6390.48	7085.66	-786.174	-2117.19
1.025e+06	1025	2.50925	22583.3	-30733.3	6878.15	6564.94	7071.88	-770.539	-2174.43
1.026e+06	1026	2.50635	22557.2	-30650.9	7034.35	6474.04	7205.27	-800.887	-2144.16
1.027e+06	1027	2.51911	22672	-30589.5	6916.5	6382.29	7213.36	-747.129	-2265.86
1.028e+06	1028	2.4587	22128.3	-30655.9	6742.4	6275.81	7260.52	-812.296	-2174.74
1.029e+06	1029	2.52127	22691.5	-30666.1	6757.71	6449.31	7147.01	-768.522	-2177.17
1.03e+06	1030	2.50523	22547.1	-30557.6	6898.59	6256.6	7216.64	-779.079	-2191.33
1.031e+06	1031	2.46505	22185.5	-30617.8	7082.12	6264.64	7235.26	-718.49	-2186.49
1.032e+06	1032	2.50575	22551.8	-30468.6	6880.53	6591.97	6914.57	-803.104	-2243.22
1.033e+06	1033	2.4931	22437.9	-30731	7086.27	6304.56	7105.17	-827.112	-2135.96
1.034e+06	1034	2.44307	21987.6	-30445.2	6853.12	6566.6	7064.79	-789.106	-2158.47
1.035e+06	1035	2.46863	22217.7	-30702	6846.55	6441.3	7174.48	-795.645	-2115.24
1.036e+06	1036	2.50822	22574	-30664.6	6795.28	6503.66	7168.41	-767.319	-2157.29
1.037e+06	1037	2.45711	22114	-30594.8	6980.16	6453.87	6942.47	-767.771	-2227.02
1.038e+06	1038	2.50263	22523.7	-30642.6	6843.35	6404.72	6963.44	-871.51	-2146.11
1.039e+06	1039	2.47069	22236.2	-30590.7	6610.85	6507.06	7109.18	-763.274	-2141.12
1.04e+06	1040	2.51239	22611.5	-30815.3	6741.95	6439.11	7279.25	-783.413	-2107.33
1.041e+06	1041	2.4535	22081.5	-30572.2	6646.36	6352	7098.97	-783.713	-2165.34
1.042e+06	1042	2.47325	22259.2	-30838.9	6789.44	6332.26	7344.5	-785.77	-2231.15
1.043e+06	1043	2.48951	22405.6	-30640.8	6727.1	6394.09	7124.64	-807.896	-2182.26
1.044e+06	1044	2.47324	22259.1	-30654.7	6739.61	6200.99	6872.37	-757.301	-2196.95
1.045e+06	1045	2.47333	22260	-30694.4	6692.14	6357.17	7146.58	-813.257	-2184.48
1.046e+06	1046	2.42576	21831.9	-30593.7	6645.62	6310.35	7134.09	-855.128	-2227.16
1.047e+06	1047	2.43451	21910.6	-30667.1	7007.09	6217.82	7144.73	-810.587	-2242.01
1.048e+06	1048	2.46006	22140.6	-30802.2	6992.82	6382.07	7261.05	-769.254	-2260.8
1.049e+06	1049	2.49276	22434.8	-30593.3	6730.77	6341.12	7075.77	-819.77	-2210.62
1.05e+06	1050	2.47988	22318.9	-30747.2	6843.03	6502.49	7196.68	-779.677	-2188.86
1.051e+06	1051	2.44038	21963.4	-30661.9	7016.4	6416.56	6863.09	-806.116	-2177.4
1.052e+06	1052	2.48051	22324.6	-30619.2	6671.96	6295.64	7105.33	-838.182	-2141.27
1.053e+06	1053	2.50799	22571.9	-30605.1	6843.7	6485.49	7069.96	-784.554	-2148.6
1.054e+06	1054	2.48679	22381.1	-30733.7	6807.66	6157.3	6885.06	-806.254	-2192.29
1.055e+06	1055	2.4845	22360.5	-30524.1	7030.9	6257.61	6968.54	-843.916	-2146.55
1.056e+06	1056	2.46077	22147	-30511.4	6854.98	6407.97	6940.39	-808.569	-2277.5
1.057e+06	1057	2.46295	22166.6	-30740.4	6864.54	6411.69	6961.64	-827.783	-2230.73
1.058e+06	1058	2.45449	22090.4	-30601.5	6936.04	6414.06	7176.7	-778.962	-2336.15
1.059e+06	1059	2.49145	22423	-30576.1	6929.76	6618.1	6996.53	-835.395	-2183.19
1.06e+06	1060	2.49874	22488.6	-30576.4	6782.53	6353.28	7036.84	-757.778	-2167.59
1.061e+06	1061	2.48838	22395.4	-30640.1	6983.97	6244.81	7137.58	-848.092	-2189.62
1.062e+06	1062	2.4748	22273.2	-30568	6708.77	6274.73	7054.98	-760.915	-2183.36
1.063e+06	1063	2.46879	22219.1	-30546	6987.8	6421.22	6915.72	-773.685	-2219.42
1.064e+06	1064	2.43057	21875.2	-30662.7	6957.58	6455.29	7075.42	-782.975	-2154.67
1.065e+06	1065	2.5053	22547.7	-30743.9	6963.21	6233.91	6796.48	-813.148	-2161.78
1.066e+06	1066	2.50017	22501.5	-30701.3	6736.61	6420.71	6917.08	-809.59	-2223.79
1.067e+06	1067	2.44344	21990.9	-30589.8	6936.39	6565.77	6980.81	-818.484	-2154.07
1.068e+06	1068	2.45487	22093.8	-30727.7	6751.34	6580.86	7078.22	-841.926	-2205.3
1.069e+06	1069	2.458	22122	-30587.9	6724.29	6383.83	7259.83	-822.105	-2180.1
1.07e+06	1070	2.49664	22469.7	-30654.9	6949.94	6545.22	7236.28	-839.542	-2219.55
1.071e+06	1071	2.46956	22226.1	-30681.5	6739.91	6471.44	7264.63	-838.215	-2190.07
1.072e+06	1072	2.46427	22178.4	-30745	6601.88	6484.87	7126.5	-807.991	-2139.92
1.073e+06	1073	2.518	22662	-30741.9	6827.22	6427.42	6870.71	-746.807	-2096.48
1.074e+06	1074	2.44613	22015.2	-30628.2	7309.34	6472.01	6992.11	-832.054	-2136.24
1.075e+06	1075	2.47665	22289.8	-30658.7	7009.18	6397.16	7008.49	-856.621	-2093.38
1.076e+06	1076	2.47617	22285.5	-30652.1	6504.2	6703.95	7396.43	-849.05	-2122.11
1.077e+06	1077	2.44947	22045.2	-30551.7	6804.75	6147.22	7293	-799.248	-2168.92
1.078e+06	1078	2.4187	21768.3	-30659.3	6863.81	6557.7	7149.51	-839.538	-2160.24
1.079e+06	1079	2.47103	22239.3	-30617.3	7038.31	6349.79	7077.49	-855.476	-2053.36
1.08e+06	1080	2.45096	22058.6	-30608.4	6789.81	6224.93	7091.35	-806.926	-2180.39
1.081e+06	1081	2.47533	22278	-30701.6	6877.33	6345.39	7072.81	-840.373	-2108.99
1.082e+06	1082	2.49793	22481.4	-30717.8	6658.97	6436.44	7179.28	-805.749	-2191.81
1.083e+06	1083	2.49627	22466.5	-30566.6	7022.67	6472.16	7145.54	-828.539	-2152.52
1.084e+06	1084	2.47467	22272	-30748	7062.68	6498.61	7082.84	-811.351	-2175.78
1.085e+06	1085	2.49977	22498	-30725.5	6927.11	6397.95	7011.31	-821.737	-2244.18
1.086e+06	1086	2.49657	22469.1	-30635.5	6541.95	6360.44	6871.86	-750.47	-2196.63
1.087e+06	1087	2.48534	22368.1	-30581.6	6933.75	6424.33	6938.65	-786.639	-2153.03
1.088e+06	1088	2.48005	22320.4	-30573.1	6919.01	6270.05	7179.76	-776.431	-2343.75
1.089e+06	1089	2.46791	22211.2	-30532	7124	6528.16	7092.77	-799.034	-2149.73
1.09e+06	1090	2.47556	22280	-30741.7	6830.44	6553.62	7159.24	-743.7	-2168.95
1.091e+06	1091	2.53733	22835.9	-30529.8	6889.94	6278.2	7169.06	-748.638	-2092.35
1.092e+06	1092	2.49969	22497.2	-30654.2	6591.92	6264.19	7214.53	-746.216	-2119.11
1.093e+06	1093	2.43371	21903.4	-30688.8	6728.41	6319.1	7141.09	-770.923	-2117.29
1.094e+06	1094	2.49807	22482.7	-30572.3	7083.9	6229.31	7095.67	-766.165	-2137.11
1.095e+06	1095	2.49114	22420.2	-30574.8	6680.9	6400.85	6979.23	-806.359	-2112.93
1.096e+06	1096	2.51896	22670.6	-30737.6	6866.57	6290.73	6921.87	-806.371	-2169.91
1.097e+06	1097	2.46644	22198	-30661.5	6958.5	6367.75	7033.02	-818.543	-2217.39
1.098e+06	1098	2.46287	22165.8	-30578.3	6479.19	6491.38	7023.19	-871.074	-2152.59
1.099e+06	1099	2.48895	22400.6	-30698.6	6785.02	6087.57	7053.57	-794.756	-2162.69
1.1e+06	1100	2.48329	22349.6	-30780.3	6989.73	6318.97	6809.47	-815.923	-2196.97
1.101e+06	1101	2.44394	21995.5	-30613	6918.54	6472.87	6957.26	-808.176	-2074.03
1.102e+06	1102	2.46974	22227.6	-30663.5	6820	6570.72	7033.48	-743.681	-2219.96
1.103e+06	1103	2.49141	22422.7	-30736.9	6811.29	6215.91	7222.53	-790.641	-2214.95
1.104e+06	1104	2.48069	22326.2	-30729.8	6697.79	6220.46	6709.05	-757.289	-2223.01
1.105e+06	1105	2.50993	22589.3	-30808.1	6854.43	6380.07	7031.43	-791.213	-2117.17
1.106e+06	1106	2.47647	22288.3	-30589.9	6596.15	6560.24	7122.36	-752.971	-2149.94
1.107e+06	1107	2.48583	22372.5	-30661.7	6991.38	6433.79	7068.66	-768.11	-2215.78
1.108e+06	1108	2.49861	22487.5	-30773.7	6801.21	6464.05	6979.45	-787.75	-2164.05
1.109e+06	1109	2.44136	21972.2	-30543.5	7034.24	6632.73	6947.98	-829.973	-2233.09
1.11e+06	1110	2.50531	22547.8	-30573	7029.21	6549.97	7131.67	-761.036	-2151.89
1.111e+06	1111	2.49906	22491.5	-30722.4	6656.76	6414.99	7055.02	-758.111	-2252.58
1.112e+06	1112	2.43716	21934.5	-30435.2	6634.17	6391.76	7127.56	-737.793	-2091.87
1.113e+06	1113	2.4344	21909.6	-30690.2	6676.25	6431.38	7006.55	-788.949	-2145.58
1.114e+06	1114	2.4647	22182.3	-30632.2	6733.39	6450.94	6970.94	-757.592	-2207.48
1.115e+06	1115	2.49453	22450.8	-30439.6	6887.43	6256.9	7183.72	-796.859	-2144.8
1.116e+06	1116	2.50899	22581	-30533.6	6915.74	6286.1	7077.83	-804.836	-2201.47
1.117e+06	1117	2.51564	22640.7	-30631.1	6912.46	6312.53	7088.01	-824.83	-2252.8
1.118e+06	1118	2.50313	22528.2	-30798.2	6880.45	6353.8	7165.81	-788.167	-2233.46
1.119e+06	1119	2.46613	22195.2	-30642.3	7006.2	6572.34	6982.74	-854.255	-2204.85
1.12e+06	1120	2.43742	21936.8	-30781.6	7019.84	6393.06	6943.74	-829.782	-2216.49
1.121e+06	1121	2.48376	22353.9	-30495.1	6726.99	6229.19	7270.76	-812.325	-2242.94
1.122e+06	1122	2.45161	22064.5	-30792.4	6694.26	6284.07	7057.57	-779.42	-2191.79
1.123e+06	1123	2.46835	22215.2	-30495.3	6935.48	6340.35	6969.11	-778.514	-2136.97
1.124e+06	1124	2.49013	22411.1	-30458.1	6820.32	6532.48	7050.8	-776.321	-2223.4
1.125e+06	1125	2.45479	22093.1	-30609.8	6742.7	6240.46	7024.29	-842.443	-2183.33
1.126e+06	1126	2.47499	22274.9	-30809.8	6787.86	6216.59	7257.4	-789.472	-2119.55
1.127e+06	1127	2.50808	22572.8	-30740.2	6955.76	6413.73	6916.31	-785.094	-2159.67
1.128e+06	1128	2.4915	22423.5	-30576.9	6979.73	6409.25	7267.12	-763.86	-2191.91
1.129e+06	1129	2.49638	22467.4	-30525.8	6828.97	6561.33	7174.07	-778.087	-2159.09
1.13e+06	1130	2.44499	22004.9	-30452.4	7006.3	6259	7353.8	-794.025	-2120.87
1.131e+06	1131	2.48536	22368.3	-30532.8	6772.63	6776.94	7147.6	-810.644	-2143.36
1.132e+06	1132	2.44418	21997.6	-30674.3	7110.13	6176.68	7060.98	-796.359	-2148.63
1.133e+06	1133	2.4972	22474.8	-30563.9	7022.58	6202.1	7043.6	-764.71	-2159.23
1.134e+06	1134	2.43911	21952	-30615.4	6916.35	6112.84	6989.54	-802.352	-2162.86
1.135e+06	1135	2.46746	22207.2	-30646.5	6639.85	6442.43	7043.57	-831.615	-2213.97
1.136e+06	1136	2.48543	22368.9	-30751.6	6910.99	6273.98	7081.84	-782.176	-2138.49
1.137e+06	1137	2.46909	22221.8	-30715.1	6908.57	6447.34	7235.65	-841.285	-2179.71
1.138e+06	1138	2.45105	22059.4	-30698.7	6728.21	6518.18	7136.95	-866.246	-2104.32
1.139e+06	1139	2.45768	22119.1	-30655.8	6940.31	6245	7167.97	-845.481	-2128.39
1.14e+06	1140	2.46617	22195.5	-30640.5	6691.15	6476.82	7024.11	-785.334	-2206.37
1.141e+06	1141	2.44662	22019.6	-30740.5	6720.41	6299.85	7075.88	-816.78	-2192.36
1.142e+06	1142	2.52989	22769	-30784.9	6797.64	6467.85	7184.2	-795.337	-2196.69
1.143e+06	1143	2.43646	21928.2	-30676.4	6987.38	6616.38	6924.31	-826.402	-2115.9
1.144e+06	1144	2.4456	22010.4	-30661.9	6763.33	6320.8	7256.47	-802.894	-2185.54
1.145e+06	1145	2.50611	22555	-30710.2	6799.42	6270.18	7176.04	-793.222	-2166.83
1.146e+06	1146	2.50687	22561.8	-30688.2	6921.96	6245.5	7285.3	-770.941	-2204.94
1.147e+06	1147	2.50979	22588.1	-30581.2	6916.22	6478.38	6993.3	-749.778	-2138.16
1.148e+06	1148	2.50151	22513.6	-30502	6861.88	6515.49	6821.72	-790.046	-2225.94
1.149e+06	1149	2.4538	22084.2	-30558.7	6701.89	6258.38	7079.15	-784.412	-2210.53
1.15e+06	1150	2.51	22590	-30668.3	6654.35	6218.23	7097.23	-747.793	-2097.17
1.151e+06	1151	2.47683	22291.4	-30688.5	6910.69	6637.38	7186.68	-754.988	-2161.83
1.152e+06	1152	2.47562	22280.5	-30626.6	6906.78	6161.46	7266.45	-784.241	-2224.18
1.153e+06	1153	2.49314	22438.3	-30681.5	6829.61	6195.88	7121.85	-782.044	-2125.67
1.154e+06	1154	2.50918	22582.6	-30660	6935.33	6312.56	7083.93	-792.121	-2193.52
1.155e+06	1155	2.47301	22257.1	-30791	6879.73	6472.6	7293.96	-752.531	-2123.68
1.156e+06	1156	2.477	22293	-30588.6	6823.88	6483.49	7221.98	-821.756	-2216.47
1.157e+06	1157	2.46415	22177.4	-30686.6	6932.17	6468.41	6925.41	-833.853	-2186.78
1.158e+06	1158	2.50842	22575.7	-30746	6831.16	6661.97	7237.26	-839.571	-2183.62
1.159e+06	1159	2.40151	21613.6	-30603.8	6791.06	6206.5	7401.23	-781.974	-2183.81
1.16e+06	1160	2.43772	21939.5	-30584.5	6987.72	6146.19	7181.94	-814.002	-2167.37
1.161e+06	1161	2.49998	22499.8	-30793.4	6808.82	6145.63	6938.45	-772.901	-2224
1.162e+06	1162	2.41591	21743.2	-30701.9	6875.5	6430.21	7097.24	-859.11	-2170.17
1.163e+06	1163	2.49102	22419.2	-30777.6	6645.57	6438.63	7128.36	-788.79	-2197.08
1.164e+06	1164	2.45995	22139.5	-30748.1	7061.19	6521.17	6983.95	-829.078	-2197.43
1.165e+06	1165	2.52847	22756.2	-30787.8	6885.03	6483.85	6892.74	-811.498	-2089.78
1.166e+06	1166	2.4384	21945.6	-30651.4	7001.4	6469.02	7048.61	-810.856	-2204.58
1.167e+06	1167	2.46242	22161.8	-30621.4	6797.53	6436.73	7098.74	-802.47	-2203.92
1.168e+06	1168	2.46614	22195.2	-30607.7	6521.44	6160.06	7302.53	-815.426	-2184.09
1.169e+06	1169	2.46715	22204.3	-30755.7	7012.65	6236.49	7046.3	-773.937	-2202.41
1.17e+06	1170	2.48066	22325.9	-30584.4	6701.22	6261.05	7020.04	-834.267	-2220.95
1.171e+06	1171	2.47475	22272.8	-30477.4	6952.14	6292.5	7166.06	-840.769	-2167.47
1.172e+06	1172	2.48468	22362.1	-30445	6836.22	6411.42	7020.7	-825.964	-2234.71
1.173e+06	1173	2.47868	22308.1	-30321.3	6878.97	6332.75	7118.36	-792.952	-2135.1
1.174e+06	1174	2.47142	22242.8	-30625.6	7103.03	6427.06	6965.32	-808.091	-2197.73
1.175e+06	1175	2.46963	22226.6	-30584.4	6902.58	6654.24	7060.73	-811.783	-2171.92
1.176e+06	1176	2.49124	22421.2	-30631.2	7019.18	6263.51	7200.63	-822.341	-2225.92
1.177e+06	1177	2.44028	21962.5	-30641.7	6627.27	6471.02	6936.7	-744.503	-2201.47
1.178e+06	1178	2.48832	22394.9	-30749.1	6957.43	6326.23	7159.46	-821.869	-2152.51
1.179e+06	1179	2.48269	22344.2	-30523	6813.21	6358.81	6915.4	-773.867	-2217.84
1.18e+06	1180	2.47746	22297.1	-30466.1	6903.86	6393.35	7292.41	-807.093	-2131.32
1.181e+06	1181	2.49581	22462.3	-30586.3	6776.97	6311.74	6958.86	-780.202	-2172.19
1.182e+06	1182	2.45816	22123.5	-30671.2	7010.78	6155.02	7226.45	-762.237	-2181.64
1.183e+06	1183	2.49375	22443.7	-30600.2	7132.63	6576.9	6944.24	-809.215	-2120.84
1.184e+06	1184	2.52185	22696.6	-30523.3	6777.01	6309.44	7200.05	-772.846	-2144.22
1.185e+06	1185	2.51591	22643.2	-30635.4	6658.63	6129.3	7349.31	-813.859	-2130.26
1.186e+06	1186	2.50525	22547.3	-30748.9	6738.71	6709.09	7099.81	-808.429	-2206.16
1.187e+06	1187	2.4937	22443.3	-30685.5	6880.84	6311.82	7170.24	-810.715	-2181.29
1.188e+06	1188	2.50925	22583.3	-30543.2	6896.19	6150.98	7081.76	-767.462	-2153.09
1.189e+06	1189	2.5295	22765.5	-30546.7	6904.66	6357.92	7187.5	-838.858	-2151.67
1.19e+06	1190	2.47682	22291.4	-30457.3	6853.25	6496.56	7164.05	-781.846	-2154.51
1.191e+06	1191	2.46584	22192.6	-30496.1	6934	6322.12	7284.59	-839.005	-2181.37
1.192e+06	1192	2.45126	22061.3	-30499.8	6711.06	6415.29	7109.72	-824.228	-2199.47
1.193e+06	1193	2.51852	22666.7	-30616.8	7120.92	6530.27	6890.22	-795.992	-2176.37
1.194e+06	1194	2.47762	22298.5	-30615.5	6637.79	6377.22	7054.87	-764.531	-2070
1.195e+06	1195	2.47904	22311.3	-30615.5	6759.87	6432.25	7142.22	-859.533	-2085.19
1.196e+06	1196	2.45699	22112.9	-30455.9	6952.76	6484.89	6804.44	-782.794	-2085.06
1.197e+06	1197	2.43885	21949.7	-30666.8	6992.59	6478.89	7164.97	-742.758	-2209.88
1.198e+06	1198	2.44678	22021	-30453	6876.05	6330.97	7088.78	-835.136	-2150.9
1.199e+06	1199	2.49181	22426.3	-30497.6	7084.96	6329.28	7231.43	-819.904	-2187.18
1.2e+06	1200	2.41894	21770.5	-30423.1	6753.85	6407.15	7125.3	-794.871	-2156.44
1.201e+06	1201	2.49788	22480.9	-30561.9	7018.08	6380.46	6932.01	-802.008	-2104.78
1.202e+06	1202	2.47624	22286.1	-30654.3	6969.46	6638.13	7243.55	-845.129	-2090.03
1.203e+06	1203	2.49861	22487.5	-30746.4	6798.91	6319.88	7151.45	-804.266	-2134.09
1.204e+06	1204	2.51751	22657.6	-30539.8	7074.46	6638.46	6941.15	-826.489	-2195.49
1.205e+06	1205	2.49157	22424.1	-30525.1	6876.07	6531.32	7072.31	-759.912	-2150.93
1.206e+06	1206	2.53529	22817.6	-30686.6	6918.86	6442.6	7180.17	-823.95	-2085.08
1.207e+06	1207	2.51686	22651.7	-30626.1	6941.92	6378.15	7099.88	-793.115	-2153.74
1.208e+06	1208	2.46375	22173.8	-30626.3	7120.78	6334.86	6919.97	-730.979	-2158.06
1.209e+06	1209	2.46048	22144.3	-30603.9	6926.42	6540.55	7073.78	-807.792	-2149.28
1.21e+06	1210	2.50601	22554.1	-30606.6	6893.52	6448.57	7100.87	-821.074	-2191.59
1.211e+06	1211	2.49287	22435.8	-30452.8	6621.7	6392.71	7186.06	-854.464	-2107.14
1.212e+06	1212	2.49841	22485.7	-30431	6937.97	6573.78	6990.16	-773.719	-2142.02
1.213e+06	1213	2.48443	22359.8	-30647.7	6910.76	6300.6	7080.97	-847.283	-2254.78
1.214e+06	1214	2.48035	22323.2	-30573.4	7009.49	6365.33	7043.7	-806.851	-2076.38
1.215e+06	1215	2.43143	21882.9	-30640.3	6799.6	6559.01	7049.91	-784.261	-2203.84
1.216e+06	1216	2.5338	22804.2	-30616.3	6807.68	6427.17	6907.67	-790.22	-2193.58
1.217e+06	1217	2.47595	22283.5	-30559.3	6654.43	6511.91	7275.78	-791.455	-2233.87
1.218e+06	1218	2.48635	22377.2	-30574.6	6798.45	6324.61	6922.4	-796.652	-2096.53
1.219e+06	1219	2.47886	22309.7	-30553.4	6829.38	6090.97	7086.23	-757.816	-2092.57
1.22e+06	1220	2.51677	22651	-30736.1	6640.4	6300.78	7128.6	-793.196	-2166.03
1.221e+06	1221	2.4703	22232.7	-30761.6	6897.91	6349.86	7130.39	-743.169	-2239.49
1.222e+06	1222	2.46494	22184.5	-30764.2	6927.1	6423.19	7149.96	-746.998	-2221.99
1.223e+06	1223	2.47655	22288.9	-30688.8	6847.48	6502.62	6871.83	-821.748	-2266.37
1.224e+06	1224	2.52532	22727.9	-30672.8	6862.92	6312.69	6998.61	-759.375	-2229.04
1.225e+06	1225	2.46435	22179.2	-30658.9	7091.94	6273.38	7126.1	-843.135	-2131.21
1.226e+06	1226	2.4571	22113.9	-30675.2	6950.5	6367.28	7154.38	-861.835	-2215.48
1.227e+06	1227	2.49199	22427.9	-30636.1	6729.3	6314.73	7244.49	-843.665	-2105.6
1.228e+06	1228	2.43886	21949.7	-30656.8	6950.48	6434.78	7097.01	-823.746	-2222.71
1.229e+06	1229	2.46393	22175.4	-30764.6	7093.76	6179.4	6962.43	-804.173	-2150.6
1.23e+06	1230	2.43151	21883.6	-30736.8	6763.57	6041.77	7275.89	-837.098	-2219.09
1.231e+06	1231	2.48663	22379.6	-30674.8	6776.49	6171.79	7121.91	-780.638	-2232.74
1.232e+06	1232	2.49014	22411.3	-30670.6	6669.37	6459.5	7129.79	-839.794	-2241.03
1.233e+06	1233	2.49194	22427.5	-30825.1	6965.99	6218.85	6947.81	-846.303	-2238.23
1.234e+06	1234	2.46906	22221.5	-30650.8	6708.91	6270.23	7044.26	-892.841	-2157.65
1.235e+06	1235	2.46498	22184.8	-30733.8	7214.03	6408.27	7138.98	-780.029	-2253.69
1.236e+06	1236	2.48929	22403.6	-30590.4	6552.23	6175.89	7218	-826.926	-2158.76
1.237e+06	1237	2.49034	22413.1	-30537.8	7071.4	6390.2	7339.17	-845.588	-2224.59
1.238e+06	1238	2.51007	22590.6	-30610.2	6857.08	6362.31	7172.76	-784.632	-2178.39
1.239e+06	1239	2.47478	22273	-30540	6873.68	6363.1	6883.23	-759.943	-2156.96
1.24e+06	1240	2.47668	22290.1	-30517.6	6696.28	6603.77	7002.4	-795.593	-2247.56
1.241e+06	1241	2.47253	22252.7	-30713.3	6824.87	6564.76	6967.31	-798.099	-2346.85
1.242e+06	1242	2.52847	22756.3	-30527.5	6880.91	6408.75	7008.72	-813.882	-2248.99
1.243e+06	1243	2.46323	22169	-30490.5	6819.23	6632.79	7251.94	-851.477	-2143.94
1.244e+06	1244	2.43674	21930.6	-30719.6	7097.89	6326.26	6759.08	-847.125	-2134.94
1.245e+06	1245	2.44581	22012.3	-30392.2	6948.37	6351.78	7092.95	-832.066	-2176.76
1.246e+06	1246	2.50749	22567.4	-30743.2	6833.84	6402.02	7182.73	-848.889	-2164.91
1.247e+06	1247	2.51275	22614.7	-30638.9	6791.66	6172.86	6994.28	-821.366	-2127.43
1.248e+06	1248	2.47042	22233.8	-30617.7	6939.62	6427.64	7075.1	-805.59	-2172.5
1.249e+06	1249	2.50566	22550.9	-30486.5	6567.03	6315.43	7044.82	-837.225	-2203.55
1.25e+06	1250	2.45342	22080.7	-30521	6813.5	6491.98	7100.15	-803.142	-2255.28
1.251e+06	1251	2.43793	21941.3	-30626.7	7031.73	6444.32	7147.56	-837.026	-2239.54
1.252e+06	1252	2.47734	22296	-30439.4	6929.62	6521.14	7183.67	-788.423	-2257.59
1.253e+06	1253	2.44116	21970.4	-30621.7	6921.16	6427.16	7099.61	-778.617	-2303.86
1.254e+06	1254	2.49287	22435.8	-30607	6983.9	6173.01	7203.05	-817.669	-2216.05
