step	time	T	Ekin	angle_252	angle_253	angle_254	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	bond_124	bond_125	bond_126	bond_127	bond_128	bond_129	bond_130	bond_131	bond_54	coulomb	dihedral_124	dihedral_160	dihedral_3	dihedral_37	dihedral_4	dihedral_65	dihedral_67	dihedral_8	lj	lj-14_0	lj-14_1	lj-14_3	lj-14_4	lj-14_5
123500	123.5	2.44707	99106.5	1552.51	1043.44	1463.2	860.195	684.842	589.685	3763.18	769.944	924.86	4408.23	1283.01	1008.49	906.57	1782.3	4303.69	803.365	871.009	1126.85	3876.09	1039.15	1112.38	833.324	2605.51	747.14	3727.47	1078.37	1054.26	1516.74	1372.86	1013.75	1109.76	1100.25	1356.98	1247.41	1044.76	1017.1	1116.01	1813.41	1378.18	1156.79	1094.91	1171.21	16842.4	3528.83	11012.5	6151.88	5027.63	7854.01	3668.55	2097.88	5240.3	671733	-875.958	3061.34	5500.73	4876.48	9110.38	8569.35	5276.66	59856.4	-74404.6	26255.8	5600	-1166.29	93.4845	371.386
124000	124	2.45716	99515.1	1523.16	969.612	1476.56	924.907	683.449	579.285	3484.65	759.661	913.698	4338.7	1120.36	1003.49	946.028	1801.38	4499.28	802.264	893.149	1119.39	3956.25	1024.45	1067.23	767.249	2289.68	760.72	3580.17	1112.18	1155.08	1593.52	1338.25	1088.62	1073.57	1012.06	1327.8	1222.88	1069.62	1020.23	1170.77	1853.12	1322.75	1014.15	1049.12	1086.94	16231.1	3396.95	11042.3	6397.11	4888.68	8062.63	3574.77	2017.13	5230.34	671685	-916.476	3053.21	5587.09	4873.29	9231.33	8405.73	5121.23	59905.2	-74087.3	26461.4	5726.02	-1165.71	94.3159	390.882
124500	124.5	2.48483	100636	1487.03	1071.88	1477.32	927.326	662.75	571.631	3583.22	794.961	885.66	4376.78	1236.48	1034.11	857.553	1713.46	4183.37	807.879	881.823	1014.63	4011.65	1115.92	1125.41	839.584	2514.57	733.358	3538.3	1039.8	1198.98	1489.38	1325.06	997.234	1038.87	1091.04	1297.34	1196.45	1088.54	1151.24	1037.73	1757.37	1346.16	1083.53	999.366	1104.67	16694	3534.23	10812.8	6383.3	4900.35	7753.58	3572.42	2089.03	5513.36	670960	-545.487	3013.91	5559.41	5025.4	8991.49	8539.29	5172.99	59940.7	-74318.2	26303.2	5635.46	-1166.88	90.6288	368.265
125000	125	2.4905	100865	1525.46	1009.42	1483.35	877.704	706.848	580.741	3805.96	789.741	868.245	4116.88	1292.3	1097.89	873.116	1730.52	4458.81	841.304	872.945	1095.16	3995.17	1136.5	1121.54	883.912	2325.8	753.331	3762.25	998.235	1011.81	1536.52	1309.67	1099.48	1139.14	1087.93	1311.22	1288.39	1037.22	1042.79	1108.24	1752.62	1266.74	1068.85	1036.31	1153.94	16214.5	3403.76	10798.9	6320.47	4650.02	7928.74	3433.71	2053.7	5664.01	670926	-627	2991.42	5476	4847.3	9102.65	8350.53	5191.06	59786.4	-73819.4	26520.6	5592.54	-1164.57	89.57	367.383
125500	125.5	2.48275	100551	1544.96	1011.59	1493.19	929.899	652.133	617.975	3609.12	753.856	889.556	4124.54	1266.32	1102.35	804.224	1786.06	4312.41	867.997	910.975	1084.58	3947.23	1067.58	1123.56	797.434	2388.21	743.356	3853.02	1010.91	1221.72	1467.18	1406.57	1124.7	1130.98	1143.59	1243.33	1346.13	1074.62	1015.21	1165.95	1780.56	1282.48	1214.25	1085.82	1117.68	16359.7	3410.9	11261.4	6346.17	4963.91	8050.42	3757.41	1932.78	5511.61	671156	-582.968	2994.48	5545.08	4873.89	9070.43	8597.75	5157.95	59798.2	-73456.6	26405.1	5707.71	-1168.91	99.6202	409.609
126000	126	2.48279	100553	1523.29	999.391	1467.92	855.439	657.402	593.658	3564.31	825.738	897.036	4446.66	1153.66	1065.79	859.024	1738.66	4357.47	823.239	916.495	1065.51	3982.3	1129.45	1037.51	855.08	2448.32	734.313	3537.66	1138.41	1127.23	1477.64	1333.78	1004.14	1056.52	1127.87	1254.69	1165.9	1078.89	1040.97	1076.4	1884.08	1327.34	1127.93	1098.4	1158.8	16554.8	3394.09	10925.6	6516.62	4915.46	7674.91	3236.36	1969.39	5348.42	671158	-672.108	3041.91	5561.63	5023.56	9073.71	8413.51	5141.91	59843.7	-74008	26333.8	5623.84	-1167.14	86.1504	391.905
126500	126.5	2.47063	100061	1533.31	937.963	1507.65	909.106	658.737	609.421	3592.74	780.059	909.513	4134.15	1183.57	1039.2	839.116	1693.7	4356.25	795.193	876.072	981.713	4023.47	976.591	1136.24	839.131	2470.46	705.57	3694.55	1061.23	1115.14	1471.71	1249.64	1136.11	1087.89	1182.16	1263.48	1214.38	1041.04	1014.53	1087.65	1795.06	1329.42	1136.84	1103.07	1117.48	16872	3434.98	11165.5	5911.03	4706.48	7878.05	3576.87	2019.7	5316.38	671060	-655.017	2985.3	5536.79	4791.53	9046.22	8616.01	5205.72	59933.7	-73900.5	26251.3	5691.8	-1168.36	91.7339	395.151
127000	127	2.45815	99555.1	1448.62	963.041	1393.24	902.185	628.785	553.246	3554.49	782.308	894.289	4367.74	1293.49	1074.94	890.266	1682.55	4239.9	838.845	870.986	1099.32	4135.81	1038.11	1150.66	819.529	2471.03	827.027	3699.93	1155.93	1189.37	1413.69	1247.9	1043.04	1164.51	1076.84	1327.51	1331.51	1014.28	1037.1	1174.88	1693.9	1271.75	1029.74	1172.48	1202.8	16297.1	3500.2	11328.8	6617.22	4876.59	8009.04	3511.72	2101.48	5394.22	671282	-619.814	3051.33	5469.15	4849.66	9136.6	8393.64	5218.32	59908	-74096.2	26386.2	5599.19	-1165.13	97.8847	390.116
127500	127.5	2.48637	100698	1498.41	1010.54	1519.15	914.79	648.185	612.63	3638.94	752.409	862.68	4193.45	1236.57	980.376	840.082	1638.34	4394.34	850.514	836.269	1045.79	3575.42	908.856	964.255	814.736	2416.58	786.495	3698.85	1047.68	1051.23	1480.3	1295.05	1146.79	1002.64	1142.25	1245.36	1326.81	1079.51	1075.36	1147.36	1707.42	1320.48	1021.22	1105.9	1109.14	16291.3	3332.79	10994.6	6277.02	4949.86	8138.8	3459.91	1977.97	5522.51	671111	-710.672	3028.49	5591.76	4907.87	8850.17	8427.03	5171.5	59834.5	-73711.6	26409.6	5685.85	-1166.2	106.536	387.325
128000	128	2.46683	99906.4	1608.76	989.234	1510.14	888.52	661.852	628.194	3462.34	791.451	917.514	4484	1316.12	1071.69	880.775	1764.27	4457.55	799.15	935.61	1012.41	3867.55	973.326	1178.26	890.478	2394.75	775.828	3824.44	1051.24	1053.25	1475.25	1348.67	1013.53	1102.35	1075.69	1252.85	1270.43	1063.01	1060.55	1081.61	1860.16	1383.31	1180.06	1038.22	1108.37	16292.5	3740.63	10483.1	6509.44	4938.35	7882.16	3555	2105.55	5717.45	670269	-651.53	3009.07	5562.36	4869.14	9017.21	8463.14	5157.58	59865.3	-73360.4	26371.5	5682.63	-1165.22	72.6508	382.199
128500	128.5	2.49164	100912	1556.67	1066.42	1418.34	843.043	602.868	607.979	3696.87	830.554	906.107	4291.32	1274.96	1073.89	865.021	1653.77	4349.41	829.553	889.36	992.343	3975.85	1070.61	1094.65	829.202	2504.09	819.579	3673.84	1004.66	1104.32	1456.04	1314.02	1080.07	1123.95	1154.87	1154.59	1307.86	1178.78	1060.65	1036.12	1691.5	1267.58	1088.56	1091.52	1106.32	16431.9	3421.04	11042.1	6519.71	5065.93	7879.5	3510.91	2052.26	5287.03	671499	-493.67	3061.4	5527.29	4701.26	8758.52	8723.4	5215.2	59852.7	-73869.9	26432.7	5638.77	-1165.15	70.6282	381.01
129000	129	2.49455	101029	1444.61	1012.22	1479.41	890.999	667.288	561.767	3601.58	783.447	917.818	4333.66	1256.75	1067.41	894.048	1773.12	4326.25	878.076	872.31	1083.93	3812.28	1098.67	1031.8	837.533	2512.62	726.006	3672.95	1098.74	1265.39	1503.06	1306.65	1056.96	1044.05	1150.26	1257.62	1351.83	1038.69	1082.29	1175.9	1828.79	1292.89	1044.06	1045.24	1185.94	16462.8	3319.09	11385.3	6342.5	4713.1	8002.03	3535.8	2031.05	5349.58	670906	-563.137	3065.62	5560.96	4639.21	9064.6	8599.89	5152.92	59877.3	-73760.1	26480.4	5646.08	-1166.43	101.472	385.761
129500	129.5	2.47248	100136	1561.61	1074.96	1510.56	821.98	684.948	600.836	3429.63	794.218	858.396	4499.34	1253.66	1051.75	835.19	1809.94	4209.97	774.662	908.41	1113.62	3978.52	1086.56	1116.76	790.927	2525.79	789.883	3851.02	1048.37	1078.51	1446.17	1368.92	1093.03	1025.68	1128.17	1302.67	1298.43	1134.03	987.506	1169.99	1849.51	1335.6	1067.21	1100.57	1158.5	16404.6	3412.04	10832.5	6030.89	4949.82	8156.27	3525.4	1939.71	5571.8	670802	-863.577	2929.73	5559.7	4927.48	9177.52	8459.52	5118.63	59882.1	-74142.4	26422	5619.18	-1167.02	101.499	388.63
130000	130	2.46936	100009	1531.88	1011.09	1434.51	889.546	628.666	575.423	3732.19	788.774	830.98	4346.95	1198.76	1057.42	879.879	1638.88	4211.28	829.14	873.411	1073.35	3812.84	920.02	1072.86	781.159	2466.19	767.496	3675.85	1096.47	1126.85	1474.14	1346.68	1102.08	1059.35	1042.51	1264.9	1235.12	1028.22	1049.97	1137.91	1896.68	1258.26	1056.62	1089.29	1074.33	16489.7	3552.38	10747.1	6067.37	4703.43	7921.54	3570.56	2104.26	5553.59	671742	-920.302	3071.13	5561.65	4741.53	8994.43	8596.29	5148.76	59872.6	-74062.5	26400.5	5717.02	-1165.84	89.6309	380.71
130500	130.5	2.51151	101716	1505.01	975.695	1447.82	903.323	666.974	573.013	3467.13	777.037	801.547	4448.11	1211.32	1076.22	887.525	1780.05	4313.28	775.803	904.137	1052.35	3881.24	1084.38	1099.86	838.748	2339.11	720.505	3547.98	1030.51	1048.42	1557.06	1247.65	1097.68	1140.31	1130.83	1240.01	1386.28	1058.21	970.614	1150.41	1768.96	1354.56	1087.45	1106.91	1100.65	16668.8	3518.75	10782.8	6418.09	5052.08	7865.5	3526.08	2027.14	5399.89	670731	-439.736	3013.09	5611.8	4978.29	9151.91	8592.24	5087.54	59826.9	-73454.8	26344.5	5705.13	-1165.36	80.643	401.395
131000	131	2.47943	100417	1440.74	953.745	1416.66	862.83	660.748	572.152	3632.29	742.1	852.142	4208.89	1208.5	1152.87	911.242	1772.3	4336.62	847.306	885.874	1023.11	3920.77	987.894	1072.6	866.464	2447.16	807.247	3631.12	1002.04	1119.35	1556.31	1243.06	1100.04	1102.76	1054.38	1338.98	1342.95	1056.03	1061.17	1151.74	1790.96	1367.38	1135.17	1018.94	1160.03	16679.5	3488.86	11093.9	6332.13	4915.53	8309.41	3631.32	2075.06	5412.74	671073	-795.484	3053.66	5535.44	4684.72	8916.91	8573.1	5200.64	59846.1	-73930.3	26292.8	5674.39	-1166.4	101.085	382.62
131500	131.5	2.47277	100147	1563.6	1044.27	1485.86	902.797	634.64	598.666	3554.06	749.989	975.393	4443.73	1208.02	1040.78	918.74	1730.9	4264.19	816.385	895.967	1114.13	3920.66	1067.59	1090.06	859.822	2499.52	801.518	3468.05	1033.78	1041.03	1528.46	1313.07	1068.03	1072.21	1100.04	1251.44	1336.55	1134.47	1090.49	1110.78	1769.49	1225.19	1121.46	1087.06	1209.68	16597.5	3421.09	11197.2	6165.99	4982.48	7986.99	3660.1	1893.54	5126.98	671442	-728.238	3003.79	5594.49	4885.58	9015.77	8489.09	5126.97	59939.2	-74511.6	26383	5657.83	-1166.8	88.6181	388.153
132000	132	2.46658	99896.3	1587.37	945.227	1484.96	929.794	661.748	591.783	3525.78	694.979	890.793	4363.68	1199.9	1080.11	890.828	1729.65	4242.67	861.569	921.559	1115.68	3767.84	1002.19	1079.02	895.744	2522.43	763.418	3515.23	996.934	1117.44	1425.41	1282.56	1070.45	1177.71	1161.36	1350.83	1268	1073.56	1077.16	1172.83	1864.55	1274.11	1172.65	1110.93	1133.45	16250.3	3435.11	11205.6	6509.61	4881.21	8209.1	3554.91	1948.63	5365.2	670519	-564.355	3037.13	5542.35	4737.64	8899.94	8369.55	5187.84	59913.4	-73488.6	26475.9	5674.27	-1167.08	106.062	382.295
132500	132.5	2.48714	100729	1408.58	914.912	1468.79	930.317	690.306	552.557	3548.08	769.19	848.232	4168.49	1216.13	1112.76	893.956	1795.35	4205.22	822.349	863.311	1147.68	4209.71	965.985	992.098	814.345	2458.02	739.923	3649.32	1054	1043.5	1376.84	1240.07	1146.16	1137.98	1130.65	1261.8	1243.35	1107.23	1037.65	1062.35	1808.09	1310.26	1160.14	1015.65	1184.66	16448.5	3515.8	11134.7	6494.73	4751.03	8121.31	3477.03	2057.71	5477.66	671742	-687.304	2945.8	5636.34	4815.77	9034.07	8576.46	5102.6	59895.9	-74239.5	26372.9	5657.72	-1165.28	89.3244	368.137
133000	133	2.46022	99638.8	1568.25	1008.99	1523.68	915.238	681.277	619.758	3518.8	753.906	919.843	4320.26	1266.86	1110.87	851.127	1746.61	4214.79	765.944	892.021	1110.3	4160.21	1035.87	1034.49	917.774	2450.98	717.583	3638.61	1069.33	1083.44	1483.26	1218.35	1131.71	1186.4	1165.15	1289.41	1302.23	1003.34	916.661	1156.85	1714.94	1384.94	1116.86	1035.17	1205.76	16692.6	3405.08	11066.3	5954.18	4640.04	7926.77	3580.85	1951.41	5401.88	670269	-679.852	3063.65	5548.88	4911.35	9227.56	8517.5	5160.05	59968.4	-73986.7	26318.4	5631.56	-1168.83	81.4302	390.656
133500	133.5	2.47658	100301	1485.58	1089.67	1416.85	854.64	651.961	569.348	3506.48	708.424	844.922	4114.7	1157.32	1056.03	850.588	1739.07	4453.06	805.839	873.042	1164.05	3950.44	996.425	1141.1	778.385	2451.82	762.695	3705.76	1171.5	1125.46	1395.25	1312.9	1020.38	1090.32	1112.74	1181.67	1312.82	1143.04	1009.49	1086.19	1830.38	1318.87	1059	1070.03	1164.72	16878.5	3440.53	11159.5	6467.49	4968.24	7810.22	3481.08	1908.37	5557.05	670498	-540.693	3046.21	5555.52	4692.36	9078.32	8669.21	5190.81	59927.9	-73523	26262.4	5694.32	-1166.32	78.7769	388.161
134000	134	2.47185	100110	1454.59	971.996	1461.29	907.112	708.277	547.898	3570.39	788.483	886.773	4394.41	1228.73	1113.02	858.756	1843.18	4236.76	786.909	892.279	1154.82	3940.29	1116.3	1090.06	810.529	2436.97	755.761	3714.33	1003.52	1124.58	1456.18	1292.89	1108.43	1096.05	1155.24	1381.75	1423.9	1038.72	1064.08	1136.26	1773.68	1255.68	1092.45	1075.3	1033.37	16573.8	3380.71	11064.6	6481.52	4788.57	8244.87	3492.66	2074.69	5395.88	670471	-599.443	3047.53	5515.81	4747.85	9097.89	8276.86	5149.17	59850.6	-73812	26357.3	5700.45	-1167.35	85.7257	394.434
134500	134.5	2.45514	99433.1	1545.56	955.056	1337.34	937.792	632.156	559.862	3666.19	717.33	904.534	4122.55	1180.01	1000.94	939.167	1726.75	4484.3	857.812	900.215	1146.22	4023.98	1067.84	1136.79	822.526	2334.18	817.136	3900.46	1072.12	927.117	1500.45	1178.5	1016.6	1084.71	1126.56	1157.68	1324.69	1022.28	1025.41	1119.49	1830.65	1284.48	1026.91	1096.79	1043.43	16563.8	3267.07	11107.3	6007.65	4811.48	7716.74	3508.94	1985.21	5590.28	670965	-650.075	2946.35	5551.5	4763.33	9004.79	8597.35	5154.67	59876.7	-74123.1	26409.6	5692.52	-1165.57	79.4415	400.399
135000	135	2.47018	100042	1524.84	983.073	1406.65	810.583	652.638	564.506	3575.1	751.846	866.39	4076.96	1313.21	1053.92	867.794	1765.91	4501.27	830.696	923.244	1093.28	3945.94	1023.72	1050.33	868.836	2505.93	767.24	3492.54	1008.43	1039.02	1405.04	1328.69	1124.86	1035.01	1196.87	1374.25	1313.81	1139.12	1009.84	1135.44	1798.79	1389.43	1083.64	1056.75	1093.6	16381.3	3477.63	10999.4	5991.4	5085.02	7856.05	3665.28	2093.83	5376.18	671029	-501.384	2974.09	5637.52	4796.72	9117.76	8549.49	5060.04	59900.6	-73772.7	26413.1	5741.2	-1165.79	93.2314	388.885
135500	135.5	2.4964	101104	1547.22	1117.83	1512.86	913.493	647.412	632.067	3602.31	756.384	849.921	4195.08	1187.88	1033.36	944.301	1795.98	4254.18	843.897	922.795	1129.05	3887.66	992.349	1059.42	912.305	2439.16	829.869	3730.39	1076.35	1075.1	1428.85	1260.8	1027.02	1141.37	1156.6	1352.34	1252.39	1100.34	1065.55	1165.62	1901.64	1341.44	1221.42	1103.58	1129.72	16577.7	3649.53	11484.4	6409.44	5114.19	7897.4	3660.14	2131.02	5525.84	670571	-672.369	3036.63	5592.55	4766.39	8982.78	8489.03	5133.54	59816.2	-74221.9	26279.6	5703.79	-1170.02	95.6	375.34
136000	136	2.48184	100515	1605.44	1118.76	1573.5	897.282	693.461	650.288	3665.62	789.212	903.201	4219.44	1282.65	1110.69	896.722	1750.06	4413.7	940.98	882.064	1081.4	3794.2	1053.06	1044.95	901.452	2445.74	805.75	3668.36	1080.18	1208.98	1444.65	1322.68	1045.42	1058.32	1079.66	1303.44	1353.79	1061.36	1135.7	1080.55	1718.07	1389.61	1153.75	1045.01	1008.01	16542.7	3290.44	10681	6223.56	4976.79	8048.54	3512.01	1996.33	5522.09	671598	-827.287	2983.78	5607.39	4760.76	8905.14	8432.81	5099.21	59855.7	-74124.5	26450.6	5743.31	-1166.3	81.834	410.092
136500	136.5	2.48969	100832	1519.39	996.062	1460.88	834.458	652.566	587.603	3399.8	804.485	813.852	4271.21	1157.1	1170.67	920.138	1749.99	4334.74	814.183	908.859	1086.43	3865.43	1055.93	1108.19	821.576	2433.03	792.661	3751.38	979.02	1102.4	1600.81	1366.95	1113.47	1113.03	1134.64	1225.26	1344.84	1068.32	1105.23	1096.69	1798.45	1289.88	1071.86	1107.17	1030.85	16630.8	3578.28	10934.9	6138.31	4795.15	8218.45	3503.48	2038.99	5369.67	670154	-609.123	3029.38	5636.43	4925.63	9082.03	8526.76	5056.36	59904.6	-73228.4	26345.9	5773.95	-1166.6	98.9205	402.078
137000	137	2.49995	101248	1534.94	982.357	1520.84	880.424	655.367	579.409	3516.62	761.496	917.414	4458.81	1256.95	1081.59	869.876	1666	4256.33	787.817	887.998	1030.15	3926.97	991.142	1043.45	859.131	2630.16	799.44	3714.91	1075.78	1119.67	1449.55	1360.03	1022.44	1092.74	1073.88	1298	1341.32	1054.47	1086.47	1082.73	1794.05	1217.37	1056.71	1053.15	1171.3	16409.4	3538.72	10965.8	6369.85	5054.3	8142.24	3535.45	1958.45	5505.8	669886	-532.165	3017.98	5596.25	4795.85	9068.18	8557.37	5122.48	59846.4	-73665.9	26423.9	5743.87	-1164.83	70.7596	419.062
137500	137.5	2.46576	99863.2	1458.88	960.37	1459.67	945.909	644.022	580.913	3608.77	786.024	878.769	4276.2	1096.65	1097.36	889.102	1754.75	4325.87	830.771	898.687	1116.32	3847.39	1113.71	1086.69	821.811	2463.9	766.644	3721.56	1112.44	1063.56	1521.12	1376.53	1039.96	1102.42	1101.59	1240.25	1344.35	1098.48	994.937	1154.51	1802.46	1278.46	1120.83	1139.72	1137.29	16115.7	3443.97	11112.9	6442.38	4920.63	7775.46	3493.7	2026.05	5261.57	670528	-641.298	3066.25	5540.94	4641.74	9203.86	8350.3	5160.56	59855.5	-73879.8	26438.2	5737.44	-1165.82	92.7388	409
138000	138	2.43293	98533.5	1482.62	933.525	1497.78	906.655	654.331	611.348	3607.4	816.31	909.979	4354.43	1171.91	1074.72	904.5	1677.55	4323.89	810.302	874.429	1016.87	4057.89	1079.86	1086.8	874.412	2433.92	788.815	3786.47	1115.57	1129.72	1448.37	1199.48	1052.8	1171.49	1068.3	1257.62	1332.47	1062.99	1015.02	1079.85	1840.26	1353.51	991.161	1127.28	1115.1	16577.1	3387.9	11061.6	6327.11	4873.53	7788.81	3473.3	2112.6	5345.61	670128	-705.691	3009.75	5523.73	4730.55	9196.49	8499.45	5180.82	59777	-73587.5	26333.8	5678.46	-1167.93	72.9692	381.579
138500	138.5	2.48455	100624	1483.32	992.98	1493.43	897.158	665.172	591.63	3348.13	786.044	879.416	4364.91	1229.97	1013.33	907.348	1722.89	4384.52	802.402	868.782	1004.33	3968.87	988.801	1183.58	792.039	2457.78	789.689	3673.62	1068.73	1072.34	1502.54	1309.89	1051.86	1035.97	1168.89	1245.81	1273.07	1110.19	1014.99	1174.93	1787.36	1355.2	1083.5	1106.44	1125.48	16526	3739.04	10875.8	6121.87	4902.28	8080.63	3561.25	1991.7	5565.5	670619	-857.25	2984.62	5560.61	4785.05	8982.99	8411.21	5155.54	59900.5	-73913.9	26225.1	5777.31	-1168.88	82.6183	412.216
139000	139	2.49227	100937	1548.29	1035.28	1508.55	923.772	662.999	589.786	3467.95	765.797	965.263	4248.16	1224.01	1032.1	850.629	1771.93	4378.72	883.097	905.067	1088.45	3926.43	1056.27	1136.88	851.867	2441.28	818.011	3675.4	1028.61	1097.8	1490.07	1222.33	1025.21	1065.67	1135.95	1268.42	1381.28	1058.93	1135.06	1157.31	1791.07	1305.2	1141.02	1134.61	1098.38	16805.6	3321.87	10659.2	6210.2	4989.86	8117.28	3722.41	1998.87	5503.04	670881	-677.939	3022.95	5566.19	4719.22	9020.15	8535.16	5151.35	59883	-73773	26292.4	5758.09	-1166.69	91.1649	387.819
139500	139.5	2.47896	100398	1512.17	1014.98	1461.9	838.413	648.708	603.274	3576.18	817.032	848.2	4304.18	1215.88	1049.64	927.918	1725.6	4443.07	855.453	893.549	1031.97	4065.8	1020.91	1104.2	796.671	2510.31	744.05	3753.74	1101.06	1144.47	1533.94	1288.62	1096.01	1094.55	1059.59	1344.09	1349.27	1043.39	1100.09	1226.48	1693.16	1279.4	1001.51	1137.19	1172.4	16490.8	3407.3	11123.4	6439.31	4726.44	7791.87	3561.75	1877.7	5212.84	670645	-447.4	2988.38	5604.78	4523.68	8784.9	8634.05	5128.17	59954.7	-73577.6	26391.3	5610.01	-1165.59	68.8752	392.939
140000	140	2.47749	100338	1543.51	999.828	1445.21	862.802	655.28	596.663	3581.14	817.838	873.491	4287.59	1220.65	1039.04	885.957	1739.01	4430.18	830.279	926.047	1112.12	3899.68	1117.57	1067.72	856.658	2352.86	774.53	3697.38	975.075	1122.63	1498.87	1352.66	1068.8	1034.73	1091.93	1257.41	1328.8	1104.77	1034.95	1234.61	1783.51	1297.42	1134.25	1041.45	1059.51	16503.5	3673.12	11183.4	6395.82	5022.48	7934.3	3642.34	2173.98	5360.84	669909	-661.021	2963.01	5533.84	4750.33	9427.97	8382.38	5105.05	59789.9	-73828.6	26312.2	5648.08	-1168.85	82.2053	380.733
140500	140.5	2.45807	99551.7	1499.28	1040.02	1476.59	882.428	689.76	591.929	3805.08	792.58	874.702	4220.45	1324.11	1037.59	911.482	1797.55	4473.8	875.774	892.179	1131.6	3922.75	1013.51	1181.52	816.948	2573.23	733.709	3749.26	1127.3	1066.02	1593.77	1256.74	1013.31	1149.69	1044.34	1339.32	1398.39	1057.24	988.645	1160.33	1864.69	1244.77	1142.25	1166.48	1114.34	16839.5	3325.29	11063.2	6434.93	4645.5	8123.52	3506.36	1901.03	5355.22	669656	-600.963	2961.45	5593.38	4766.92	9191.7	8447.97	5121.8	59887.5	-73835.4	26326.7	5712.8	-1167.99	75.8218	386.613
141000	141	2.47892	100396	1442.03	975.695	1433.37	818.812	679.457	563.053	3568.91	733.489	856.304	4157.72	1119.57	1131.84	926.033	1815.8	4321.93	874.801	881.685	1121.14	3897.67	975.136	1133.28	851.099	2383.94	806.685	3628.85	1105.6	1041.12	1540.12	1320.21	1045.95	1053.41	1135.02	1367.08	1353.99	1077.81	1078.95	1190.24	1774.07	1336.56	1142.97	1045.12	1077.13	16358.6	3428.77	11108.2	6039.14	4814.72	7924.12	3597.5	2139.76	5518.49	670626	-421.276	2960.08	5636.81	4736.29	8846.88	8172.88	5096.27	59841.1	-74015.5	26363.7	5698.49	-1167.28	96.3509	380.071
141500	141.5	2.48106	100483	1557.14	979.825	1457.35	874.825	658.171	582.598	3554.85	803.133	932.817	4334.35	1289.62	1015.59	889.801	1748.48	4498.41	830.546	912.934	1074.12	4023.43	1092.49	1077.88	884.072	2467.45	739.607	3627.67	1019.78	1077.15	1501.79	1270.76	1090.79	1040.64	1103.24	1302.51	1363.74	1129.3	1083.83	1143.7	1730.55	1210.43	1075.36	1129.92	1253.71	16661.4	3635.97	11153.5	6395.32	4876.79	8013.83	3763.53	1911.49	5221.97	669579	-703.248	3000.48	5555.5	4697.72	8912.49	8374	5130.49	59883.6	-73475.4	26356	5642.58	-1167.51	62.386	397.561
142000	142	2.45258	99329.5	1566.4	1012.63	1444.96	969.996	634.661	600.868	3382.15	790.071	938.601	4490.3	1330.98	1009.32	831.871	1749.31	4248.51	829.047	926.74	1116.17	3813.62	1007.5	1095.83	787.39	2549.53	751.089	3683.48	1151.35	1150.92	1506.64	1265.54	1061.09	1082.73	1040.93	1294.3	1273.63	1043.99	999.409	1085.36	1768.99	1432.13	1071.23	1045.47	1078.07	16855.5	3616.74	11190.7	6489.61	4894.67	7851.2	3428.5	1970.21	5419.76	669685	-502.874	3025.4	5582.61	4865.76	9147.4	8616.74	5125.05	59920.2	-73730.9	26345	5651.73	-1168.42	68.3214	403.633
142500	142.5	2.50028	101261	1518.33	1067.09	1434.78	782.824	674.299	583.044	3465.29	778.595	878.221	4212.17	1097.15	1143.58	840	1843.91	4170.77	842.049	939.832	1181.1	3906.27	1073.68	1083.18	894.922	2382.4	805.775	3663.3	1115.66	1121.38	1458.54	1358.55	1121.95	1133.85	1107.86	1360.44	1328.31	1061.65	1064.77	1108.88	1831.93	1290.88	1031.95	1033.46	1056.33	16436.3	3441.32	11149	6465.92	4881.09	8026.93	3695.2	2040.85	5335.81	670811	-596.627	3011.87	5544.54	4632.78	8982.26	8400.7	5182.96	59877.2	-73793.8	26402.7	5635.97	-1166.26	103.27	388.208
143000	143	2.47912	100405	1486.46	1014.54	1480.54	891.264	685.862	580.219	3518.12	757.223	860.269	4402.61	1186.12	1056.96	880.134	1878.65	4330.93	853.658	936.446	1120.42	3918.87	955.668	1098.67	893.499	2440.47	773.985	3674.36	1154.3	1065.9	1544.74	1277.72	1040.69	1133.47	1072.26	1337.66	1317.69	1014.89	981.767	1152.5	1797.27	1334.77	1205.4	1153.59	1091.17	16152.3	3586.48	10864.9	6112.43	4926.71	8375.51	3638.3	1968.51	5310.98	670297	-335.941	3045.44	5585.13	4707.74	9094.94	8386.04	5143.99	59822.5	-74228.8	26405.9	5613.33	-1166.27	83.089	404.819
143500	143.5	2.47561	100262	1613.69	1060.98	1560.46	852.636	676.862	640.409	3487.52	784.585	884.265	4325.38	1200.61	1062.17	947.87	1760.67	4323.11	916.35	927.587	1098.01	4020.85	1046.89	1082.45	841.636	2505.83	745.345	3526.81	1049.41	1134.71	1536.92	1285.86	1090	1034.69	1140.36	1361.39	1354.54	1037.74	995.861	1121.7	1797.35	1248.32	1160.56	1129.93	1132.62	16694.9	3364.35	11128.8	6232.98	4998.74	8218.07	3632.15	2220.1	5325.5	668623	-506.852	2949.84	5561.02	4684.79	9135.97	8653.15	5126.31	59898.7	-73406.7	26350.1	5584.85	-1168.72	79.8141	390.674
