step	time	T	T-cg	T-at	Ekin	res	angle_252	angle_253	angle_254	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285_cross	angle_286_cross	angle_287_cross	angle_288_cross	angle_289_cross	angle_290_cross	angle_291_cross	angle_292_cross	angle_293_cross	bond_124	bond_124_cross	bond_125	bond_126	bond_127	bond_128	bond_129	bond_130	bond_131_cross	bond_132_cross	bond_54	coulomb	dihedral_124	dihedral_160	dihedral_3	dihedral_37	dihedral_4	dihedral_4_cross	dihedral_65	dihedral_65_cross	dihedral_67	dihedral_8_cross	lj	lj-14_0	lj-14_0_cross	lj-14_2	lj-14_3	lj-14_8_cross	lj-14_9_cross	tab-cg
117700	117.7	2.49894	2.47614	2.50147	56226.2	0.97699	646.827	765.583	410.78	1031.02	541.966	487.704	386.116	561.76	506.395	517.345	526.017	788.471	991.321	363.231	864.312	510.721	510.749	382.981	640.177	505.121	484.165	495.546	463.442	546.529	349.633	1023.21	497.225	552.265	322.062	659.571	534.25	515.394	521.967	806.612	697.179	428.426	313.882	371.779	378.26	898.724	404.385	341.835	5400.44	3340.3	5282.45	2859.01	2400.22	4069.12	1605.49	925.464	221.055	1643.02	2329.49	322204	1291.91	625.573	4361.16	1049.95	2494.97	952.338	1235.57	2449.47	545.963	28544.1	-21325.2	4153.65	-314.13	-335.319	413.128	12425.8	-560.121	-1025.05
117800	117.8	2.5082	2.47614	2.51177	56434.6	0.97799	565.302	678.689	365.036	957.053	485.801	488.153	372.503	576.865	488.229	501.615	556.482	681.709	962.358	390.492	760.5	499.131	489.143	413.515	608.809	509.283	519.352	485.914	434.174	497.102	362.572	1031.18	515.279	529.885	379.755	609.262	557.834	466.319	513.903	750.353	711.509	412.123	321.575	311.101	363.316	767.68	370.173	320.167	5297.99	3165.83	5621.97	2935.85	2412.1	4021.5	1677.78	937.694	209.508	1474.55	2479.92	322650	1336.77	660.634	4384.1	1041.95	2456.19	977.523	1255.6	2506.54	534.406	28568.6	-21275.7	4244.83	-314.791	-335.645	416.869	12546.5	-559.555	-980.025
117900	117.9	2.46974	2.47614	2.46903	55569.1	0.97899	592.976	796.053	389.056	1023.51	514.298	510.753	384.539	643.393	491.678	486.862	519.964	809.994	961.929	394	878.571	482.551	459.627	383.453	625.809	538.809	452.484	520.615	422.978	562.186	339.923	1086.41	509.467	495.175	369.875	657.384	459.289	478.46	517.959	774.866	727.679	411.107	327.729	334.573	322.964	788.275	357.661	356.293	5046.73	3062.57	5542.16	2841.68	2304.48	4152	1666.44	928.274	199.68	1547.38	2177.34	323050	1190.75	624.151	4379.45	990.288	2510.27	1039.74	1166.42	2362.86	535.832	28665.5	-21102.6	4110.71	-315.497	-335.385	399.935	12647.4	-560.42	-933.037
118000	118	2.48209	2.47614	2.48275	55847	0.97999	626.572	687.028	345.81	1021.16	480.984	431.199	340.375	547.446	518.918	523.412	461.287	730.962	1050.36	451.965	899.612	452.327	492.892	444.868	583.443	477.633	497.875	486.567	429.784	529.612	387.584	963.99	495.655	504.127	368.742	601.64	482.86	496.8	516.248	751.797	709.245	469.99	319.884	312.519	363.673	826.477	410.445	312.317	5148.25	3137.41	5176.76	2818.09	2289.14	4156.61	1820.14	919.1	190.366	1548.03	2509.66	323856	1300.71	652.133	4378.35	1056.5	2442.99	1036.47	1189.51	2520.1	536.851	28707	-21306.4	4108.48	-316.128	-335.467	402.367	12651.4	-560.677	-889.125
118100	118.1	2.47351	2.47614	2.47322	55654	0.98099	582.73	809.552	341.541	1056.76	515.353	419.781	367.772	599.641	451.671	507.777	533.532	683.521	1026.36	426.896	869.189	487.971	478.802	419.902	569.315	518.882	476.057	490.192	408.613	562.391	355.179	950.067	478.755	493.77	407.51	624.534	488.397	456.168	517.471	716.588	725.96	406.178	298.858	302.259	328.67	793.539	398.947	391.704	5148.85	3085.29	5886.48	2996.9	2278.02	4102.95	1537.22	826.199	181.146	1661.99	2257.83	324168	1356.45	655.702	4379.38	1056.53	2447.23	969.581	1228.74	2555.13	552.286	28798.7	-21413.5	4148.6	-316.854	-335.127	386.87	12684.4	-562.886	-844.528
118200	118.2	2.44669	2.47614	2.44342	55050.6	0.98199	614.523	721.083	353.248	964.028	574.311	464.303	381.887	635.875	549.395	544.217	532.928	742.582	1039.53	428.04	835.687	486.37	474.468	447.99	598.893	496.02	476.271	527.104	439.156	566.89	398.513	1080.62	490.064	520.299	430.466	625.162	504.112	485.058	531.351	740.283	739.963	421.619	297.475	342.89	331.155	869.834	421.586	347.188	5079.61	3243.33	5293.54	3094.28	2395	3958.98	1690.2	915.859	173.96	1548.19	2457.09	324925	1341.57	684.168	4394.84	925.089	2333.82	953.648	1192.62	2497.86	519.126	28804.6	-21609.6	4048.59	-317.271	-335.25	390.032	12620	-565.002	-803.108
118300	118.3	2.50996	2.47614	2.51371	56474	0.98299	602.545	744.573	388.75	1021.5	518.319	428.725	372.776	685.026	456.671	512.303	552.823	715.711	972.004	420.325	891.718	477.428	471.11	424.54	626.939	535.486	514.337	525.352	421.261	534.187	352.464	973.315	456.867	512.088	359.153	586.668	490.968	431.419	513.815	743.447	747.494	425.987	290.252	330.459	315.338	832.342	424.098	351.315	5151.33	3232.06	5468.2	2861.06	2241.95	4064.88	1627.08	963.22	163.165	1792.85	2370.31	325769	1398.34	673.276	4380.15	957.504	2481.67	1027.79	1310.47	2435.39	520.862	28888.9	-21489	4122.04	-318.146	-335.309	411.386	12644.5	-566.4	-758.206
118400	118.4	2.4492	2.47614	2.44621	55107	0.98399	582.891	801.367	350.668	975.858	529.152	471.137	377.085	572.913	551.754	543.113	534.064	719.757	1027.78	404.133	882.311	459.459	502.879	402.878	632.655	555.848	469.742	500.48	470.616	505.131	373.981	1099.72	459.939	491.642	375.611	610.897	472.723	549.952	565.361	743.499	699.417	445.59	297.65	314.14	373.293	764.556	391.05	316.847	5150.05	3119.81	5488.39	2970.24	2404.39	4048.61	1799.43	853.653	153.766	1652.86	2363.39	326380	1367.68	686.856	4395.54	963.415	2450.96	955.255	1227.57	2370.66	515.939	28878	-21459.5	4155.57	-318.665	-335.055	400.558	12676.6	-566.362	-713.083
118500	118.5	2.46506	2.47614	2.46383	55464	0.98499	660.752	735.426	346.65	1064.14	596.269	505.893	342.186	651.566	514.63	531.687	538.577	723.592	930.822	351.966	859.937	473.085	500.073	361.644	613.632	565.466	490.139	533.731	411.721	527.745	371.645	1021.99	489.91	549.624	325.777	626.394	544.42	493.108	559.339	799.107	733.696	449.767	319.472	344.797	344.148	826.907	394.187	349.841	5464.71	3336.4	5323.62	2871.81	2407.71	4045.34	1700.15	859.16	143.383	1466.12	2406.98	326963	1407.51	688.77	4403.99	985.553	2369.93	1018.78	1172.35	2431.26	537.664	29001.7	-21674.5	4127.26	-319.368	-335.341	409.117	12643	-570.053	-670.133
118600	118.6	2.45141	2.47614	2.44866	55156.7	0.98599	596.505	751.882	359.383	937.238	522.033	500.514	365.733	616.446	443.111	531.414	504.446	702.247	1005.68	457.841	936.846	517.357	431.92	424.983	637.84	534.946	459.78	531.314	452.36	551.238	412.355	976.937	499.996	529.573	353.039	614.735	519.818	456.945	531.542	708.019	694.417	417.379	269.557	322.429	349.688	783.577	388.05	353.622	4999.75	3154.91	5495.05	2847.77	2281.5	4126.26	1557.69	848.228	133.949	1456.66	2294.76	328275	1261.36	679.148	4379.3	993.1	2466.4	1009.29	1173.24	2436.09	525.065	29093.6	-21720.5	4194.17	-319.957	-335.36	395.795	12887.4	-565.834	-625.069
118700	118.7	2.49095	2.47614	2.49259	56046.3	0.98699	628.7	768.254	354.887	1020.49	485.092	431.796	418.213	566.778	482.362	449.482	459.19	668.211	927.268	397.394	817.774	499.31	481.307	405.876	571.53	611.46	471.377	484.55	401.152	557.181	355.692	963.925	496.252	520.322	364.716	631.302	506.801	486.472	553.379	749.698	735.061	409.127	309.041	306.192	350.918	784.956	404.455	363.166	5114.32	3124.72	5660.64	2964.91	2410.6	4025.41	1727.23	922.283	124.189	1596.78	2377.44	328177	1353.12	692.269	4356.76	987.284	2477.38	1039.52	1183.55	2521.01	546.889	29110.1	-21751.6	4080.67	-320.733	-335.197	381.292	12797.8	-571.22	-580.663
118800	118.8	2.4378	2.47614	2.43354	54850.5	0.98799	605.838	853.505	333.681	1089.51	480.882	481.803	383.605	632.062	457.073	481.644	553.716	669.522	947.817	398.704	831.747	533.359	456.878	393.048	654.409	516.842	523.353	542.961	453.945	603.965	375.782	1016.61	487.123	499.81	413.551	658.874	507.939	485.908	538.014	749.224	729.653	426.505	314.763	316.64	370.358	788.307	389.287	329.722	5404.67	3118.63	5449.89	2932.3	2320.64	4132.93	1578.39	892.234	115.175	1516.27	2413.06	328963	1338.15	676.416	4396.39	926.7	2385.83	970.201	1156.05	2340.44	526.852	29177	-21755.6	4080.7	-321.352	-335.11	383.73	12774.8	-571.141	-536.758
118900	118.9	2.50466	2.47614	2.50783	56354.9	0.98899	613.304	766.798	407.395	1051.47	545.893	539.361	417.299	548.838	562.038	513.272	563.212	670.775	967.521	401.548	793.445	478.486	492.807	403.249	543.25	559.157	479.366	567.088	395.736	511.722	351.755	1021.31	451.609	555.196	365.94	558.211	507.702	488.296	539.15	768.812	721.518	427.279	317.509	323.578	365.366	797.262	401.507	316.858	5424.92	3416.12	5749.17	2894.99	2250.58	3863.38	1751.64	832.995	105.841	1734.63	2224.85	328925	1266.76	644.865	4405.03	958.092	2371.32	988.968	1157.22	2463.84	526.315	29195.7	-21658.1	4177.61	-321.913	-335.216	402.774	12684.1	-575.864	-491.394
119000	119	2.47265	2.47614	2.47226	55634.5	0.98999	605.093	781.19	360.566	1051.77	513.43	525.254	365.078	675.048	476.363	533.925	574.667	719.765	1024.66	410.221	860.786	540.285	473.559	435.271	703.031	500.711	549.27	473.799	419.768	546.021	341.221	1126.57	476.104	461.522	377.728	640.471	515.301	516.402	513.802	755.87	792.864	430.508	326.011	312.432	345.394	824.029	422.344	351.135	5186.83	3236.97	5436.1	2848.78	2555.87	4035.84	1599.72	927.884	95.6427	1487.33	2323.47	329891	1272.67	645.649	4407.09	959.69	2376.42	991.438	1236.45	2431.92	526.553	29360.7	-21874.3	4130.89	-322.676	-334.875	403.749	12875.2	-573.994	-446.407
119100	119.1	2.49136	2.47614	2.49305	56055.6	0.99099	585.093	791.879	354.327	1038.72	486.458	467.265	364.738	617.08	478.172	533.599	660.635	748.434	1002.01	408.88	897.983	520.534	476.946	417.952	606.962	602.602	508.814	572.835	456.202	522.528	381.311	1152.85	514.739	504.72	407.59	629.047	506.364	535.851	525.304	752.68	702.356	411.472	291.964	370.323	378.382	953.701	428.747	384.862	5172.99	3193.06	5884.79	2854.7	2401.64	4208.02	1646.15	809.196	87.0575	1608.11	2307.92	330181	1290.76	646.777	4373.15	1020.11	2507.63	1057.9	1203.8	2531.37	559.839	29332.9	-21824.1	3998.85	-323.344	-334.795	387.811	12930.4	-577.163	-402.064
119200	119.2	2.48442	2.47614	2.48534	55899.4	0.99199	627.2	841.274	373.788	1125.35	494.488	501.878	344.07	617.958	546.867	513.761	545.418	711.486	968.686	395.147	804.733	499.63	478.801	407.712	636.078	547.09	512.672	581.393	446.305	569.582	382.745	1031.2	522.452	464.712	375.667	605.94	530.267	508.932	511.551	754.072	761.355	423.638	316.75	307.918	395.051	824.761	413.404	337.979	5317.82	3190.63	5835.79	2827.28	2444.91	4047.33	1730.32	891.717	76.9192	1472.65	2212.64	330899	1329.83	664.205	4359.44	1001.84	2498.85	1043.94	1161.64	2531.54	546.206	29413.2	-22012.4	4070.25	-323.989	-335.22	397.616	12885.8	-578.159	-357.545
119300	119.3	2.47043	2.47614	2.46979	55584.6	0.99299	602.223	770.309	363.659	974.328	452.608	480.785	396.358	617.121	444.516	453.418	501.138	676.728	1041.76	390.971	919.866	462.817	491.908	436.083	642.473	571.126	524.317	548.351	415.044	565.709	357.465	1190.55	475.311	486.766	395.593	638.139	568.75	479.835	482.781	804.791	711.43	443.426	308.719	357.11	363.829	833.381	383.738	334.964	5386.54	3272.33	5669.45	2851.02	2345.29	4065.83	1785.91	964.462	67.7832	1552.13	2369.58	331281	1351.96	656.842	4381.5	977.173	2408.55	1046.45	1280.58	2487.98	550.094	29482	-21842.3	4133.07	-324.624	-334.871	397.091	12904.8	-578.859	-312.775
119400	119.4	2.48048	2.47614	2.48097	55810.9	0.99399	628.767	775.065	389.571	1052.58	537.866	458.89	389.27	639.568	480.275	481.576	560.127	719.782	1006.42	417.15	877.529	470.34	471.066	428.75	624.128	499.212	524.577	469.433	358.23	540.305	345.593	1123.03	467.524	555.85	372.428	545.65	484.188	477.608	542.482	764.512	707.34	411.893	305.43	328.217	348.405	789.174	396.973	343.157	5301.17	3399.4	5826.1	2984.26	2406.7	4021.59	1748.91	994.695	58.1828	1618.79	2314.58	332236	1257.87	635.763	4409.68	970.053	2356.28	948.734	1207.39	2391.81	512.879	29515.5	-21952.8	4133.43	-325.306	-334.867	407.006	12863.1	-580.525	-267.884
119500	119.5	2.47262	2.47614	2.47223	55634	0.99499	607.622	755.273	354.332	1100.33	489.913	473.166	397.612	608.586	506.192	498.225	526.344	690.149	1033.68	403.73	947.99	493.514	475.095	397.039	649.25	526.322	518.477	522.946	421.798	507.82	373.301	1132.08	458.89	476.952	433.146	648.589	509.206	472.848	512.875	753.313	743.491	472.534	295.157	331.997	365.687	805.159	407.018	350.682	5537.91	3249.28	5985.02	3057.96	2243	4062.92	1621.77	891.425	48.6341	1459.24	2280.95	332700	1324.01	674.83	4367.46	962.82	2413.92	952.308	1181.09	2496.44	522.551	29551.9	-22060.6	4105.38	-325.873	-334.648	402.253	12931.8	-581.919	-223.13
119600	119.6	2.48161	2.47614	2.48222	55836.3	0.99599	618.532	750.089	408.735	1050.9	508.944	501.73	397.041	644.227	484.624	493.869	531.823	750.231	963.837	448.391	876.018	498.603	502.612	381.794	611.416	497.364	457.228	538.525	437.72	552.065	365.888	1129.53	521.675	525.013	335.721	647.447	507.108	494.567	552.689	770.924	784.763	480.739	312.712	334.872	346.042	825.559	404.211	318.654	5246.73	3342.98	5652.17	2913.85	2304.16	4088.83	1626.94	975.218	38.6954	1539.92	2311.12	333426	1305.35	663.497	4336.36	1022.82	2591.69	1079.4	1208.29	2584.92	550.534	29666.4	-22038.7	4064.76	-326.648	-335.042	405.344	13005.1	-582.348	-178.358
119700	119.7	2.50975	2.47614	2.51349	56469.4	0.99699	627.04	836.551	418.61	1066.69	539.577	482.126	391.691	582.029	530.621	568.62	477.309	770.971	1056.98	413.628	854.632	490.215	409.441	397.181	585.712	542.427	482.902	533.184	376.413	546.805	373.554	1080.49	494.473	513.147	353.735	641.719	479.894	538.36	563.411	740.693	681.549	432.719	279.339	334.941	351.59	923.172	436.073	338.003	5268.26	3148.02	5914.42	2930.69	2354.96	3901.08	1656.43	867.856	29.265	1666.69	2274.04	333658	1382.3	693.255	4348.45	1065.12	2433.28	1001.83	1225.44	2568.83	556.151	29737.8	-22022	3997.8	-327.243	-334.861	386.624	13062	-584.121	-134.214
119800	119.8	2.468	2.47614	2.46709	55529.9	0.99799	559.361	810.258	371.351	1070.61	609.01	519.231	384.066	608.811	596.376	558.593	570.193	753.646	1066.79	392.989	887.104	477.717	461.703	449.344	629.336	542.963	510.948	560.064	416.176	528.62	364.521	1114.63	468.811	521.044	356.575	633.419	536.117	487.884	543.203	753.828	667.504	410.931	269.304	368.039	366.079	882.294	398.409	378.187	5288.97	3268.6	5431.12	2943.31	2342.39	4054.14	1821.06	935.205	19.4247	1609.89	2406.92	334815	1377.36	668.748	4332.05	994.735	2600.5	997.013	1234.56	2446.31	548.673	29750.3	-22157.5	4078.51	-327.993	-335.142	391.356	12970.2	-584.101	-89.6216
119900	119.9	2.49903	2.47614	2.50157	56228.2	0.99899	583.495	751.33	332.071	1022.68	537.94	473.479	334.298	664.126	450.833	444.526	517.147	696.825	983.108	397.095	921.55	515.994	506.111	384.669	503.737	548.229	526.025	505.336	431.1	521.878	423.051	1095.6	564.846	574.386	398.137	627.917	509.723	380.222	555.485	770.937	712.249	402.818	317.921	342.62	328.773	823.628	388.648	373.118	5395.21	3053.23	5948.14	2831.1	2504.09	4041.89	1609.12	836.56	9.72925	1561.1	2356.72	335015	1256.66	625.867	4387.04	975.135	2289.77	962.352	1126.48	2470.99	534.749	29782.9	-22119.4	4132.61	-328.564	-334.849	419.069	13038.9	-587.708	-45.173
120000	120	2.48141	2.47614	2.482	55831.8	0.99999	608.76	790.04	401.288	1129.64	499.752	493.608	364.034	527.285	469.501	529.238	514.168	714.235	1011.89	389.437	873.512	496.097	453.629	403.264	618.581	528.491	494.703	512.382	403.504	527.396	408.347	1071.73	428.207	542.039	401.753	629.334	551.505	528.014	510.676	771.046	736.607	455.812	331.026	348.676	334.384	834.011	384.842	328.237	5446.33	3126.26	5717.98	2893.36	2391.03	4207.1	1564.84	825.128	0.0972631	1357.62	2324.82	336037	1356.48	651.365	4366.82	988.955	2455.73	966.773	1208.62	2569.79	550.019	29871.5	-22168.7	4082.45	-329.392	-334.942	401.908	13104.5	-586.953	-0.447736
120100	120.1	2.47957	2.47614	2.47995	55790.3	1	628.137	790.422	393.76	973.248	597.259	508.808	374.065	589.545	472.54	499.276	511.924	756.851	978.389	408.658	842.932	508.181	455.129	432.491	557.941	621.331	454.883	544.753	400.4	591.83	347.966	1166.21	484.982	482.492	399.805	580.269	523.805	478.386	572.363	734.254	728.058	429.703	301.774	317.123	337.572	872.362	423.181	340.398	5340.7	3160.11	5682.02	2871.29	2407.99	4085.93	1780.67	795.954	0	1731.09	2389.2	335542	1313.01	688.31	4357.84	1017.66	2480.09	1010.72	1204.67	2416.31	547.809	29911.5	-22308.6	4072.82	-329.36	-334.843	401.232	13109.8	-587.132	0
120200	120.2	2.45822	2.47614	2.45623	55309.9	1	639.153	735.661	351.912	983.352	569.847	483.451	345.171	731.975	500.733	546.193	552.343	691.5	1012.19	398.207	916.387	524.526	485.506	438.385	686.107	570.043	508.389	544.584	414.149	555.672	377.032	1074.77	535.134	522.145	380.567	643.398	539.671	543.714	541.857	719.854	720.793	433.666	302.268	317.09	331.344	795.116	387.997	328.841	5219.22	3217	5814.49	2847.19	2461.36	4079.78	1717.47	823.729	0	1650.85	2326.84	335694	1294.94	685.132	4350.35	982.407	2481.62	1035.46	1240.91	2531.39	553.842	29908.1	-22167.2	4091.39	-329.279	-335.015	396.711	13066.5	-587.292	0
120300	120.3	2.4782	2.47614	2.47843	55759.5	1	495.304	817.737	370.358	1079.44	480.318	539.011	387.087	640.548	462.459	548.663	475.944	742.902	959.382	385.296	911.431	482.436	454.798	400.084	591.902	438.533	537.342	523.739	386.142	483.172	346.116	1241.41	479.177	499.893	337.352	649.974	486.549	478.784	502.527	738.539	722.277	419.121	301.156	347.902	362.659	863.223	410.713	324.082	5291.9	3146.83	6118.73	2962.35	2363.66	4184.39	1824.26	777.614	0	1620.55	2317.6	335230	1300.61	646.944	4343.85	1014.99	2576.22	1050.03	1225.12	2491.96	519.195	29817.2	-22245.5	4102.98	-329.319	-334.737	400.956	13067.6	-589.283	0
120400	120.4	2.46072	2.47614	2.45901	55366.3	1	626.563	782.99	386.76	1165.89	564.717	485.148	405.08	625.918	495.151	553.153	584.011	744.647	996.182	387.353	847.781	482.753	475.448	408.606	652.06	494.861	488.629	499.946	421.619	566.555	386.717	1039.17	476.016	496.504	373.263	631.577	511.078	494.69	500.148	801.898	722.864	419.72	312.981	348.782	329.556	817.241	405.339	350.659	5212.05	3121.06	6068.75	2846.47	2505.45	3949.61	1663.21	915.458	0	1530.45	2226.94	335601	1349.88	651.003	4363.2	966.589	2458.71	972.335	1206.46	2454.71	517.523	29770.2	-22256.3	4011.24	-329.209	-334.751	397.414	13112.3	-588.744	0
120500	120.5	2.48856	2.47614	2.48994	55992.6	1	598.134	760.626	349.662	1033.21	539.783	510.249	399.708	624.199	507.68	536.573	623.194	778.664	1074.95	406.902	824.265	483.778	544.01	456.103	629.725	486.026	499.839	544.353	389.329	565.734	374.392	1082.09	482	543.999	418.56	682.023	519.714	491.87	493.731	805.227	751.382	379.008	330.444	358.379	338.628	905.27	432.732	381.462	5385.21	3355.23	6013.43	2902.75	2411.54	4099.98	1728.18	847.272	0	1769.08	2248.82	335058	1336.91	689.001	4375.25	932.322	2478.69	1055.88	1174.66	2511.16	514.835	29820	-22330.8	4043.85	-329.248	-334.935	395.286	12967	-591.038	0
120600	120.6	2.50279	2.47614	2.50575	56312.8	1	581.284	721.543	352.797	1178.47	517.517	500.459	334.696	641.468	548.281	514.429	539.236	728.149	1052.68	370.765	971.667	498.342	465.689	425.925	616.72	465.578	495.474	492.925	438.499	537.612	400.784	1168.47	515.496	572.057	363.076	663.612	567.859	485.521	461.843	755.297	763.3	455.136	316.499	345.533	346.957	875.829	410.644	359.305	5497.39	3571.7	5977.76	2905.97	2548.78	3886.56	1770.89	878.162	0	1523.31	2290.05	334539	1374.18	687.834	4375.53	975.062	2377.34	1022.95	1161.7	2480.26	537.197	29899	-21903.4	4098.21	-329.44	-334.555	405.119	12993.8	-590.696	0
120700	120.7	2.44775	2.47614	2.44459	55074.3	1	571.31	756.699	370.981	1086.39	539.6	458.171	409.148	580.44	536.477	515.118	538.778	714.408	1076.68	395.754	898.621	464.443	503.455	454.82	651.687	557.639	440.355	514.995	450.052	514.862	360.957	1036.66	508.075	526.718	376.605	577.494	495.961	499.659	483.364	734.908	730.377	388.614	330.47	300.278	345.293	746.475	384.808	309.259	5572.42	3165.11	5820.71	2873.93	2515.51	3886.73	1640.88	904.085	0	1504.53	2244.25	335656	1253.43	636.972	4357.09	1007.75	2434.08	1004.83	1180.04	2517.74	548.687	29827.6	-22061.8	4057.91	-329.203	-334.83	395.691	13052.7	-586.911	0
120800	120.8	2.44642	2.47614	2.44311	55044.3	1	513.97	827.051	370.442	1068.6	488.556	539.029	378.557	657.337	486.608	483.493	480.427	808.124	985.92	413.79	897.858	439.533	484.679	458.227	596.389	522.259	479.075	523.593	443.939	554.514	372.171	1110.52	423.916	462.571	429.204	588.785	463.246	497.055	529.836	716.589	780.914	493.288	313.431	338.776	344.418	876.007	426.503	354.125	5340.67	3270.61	5702.52	2960.43	2408.64	4031.15	1672.71	900.569	0	1590.01	2340.77	335447	1344.48	643.2	4377.72	1024.89	2457.07	990.173	1152.35	2405.86	545.852	29872.9	-22193.5	4090.1	-329.262	-334.884	404.786	13077.3	-586.916	0
120900	120.9	2.51239	2.47614	2.51642	56528.9	1	570.883	841.209	352.876	1013.11	502.514	507.865	398.993	710.792	478.327	517.737	533.096	697.604	965.507	399.871	795.969	475.131	495.099	368.487	582.767	523.141	551.946	551.786	416.31	560.487	375.854	1124.86	499.503	512.743	414.741	663.133	486.81	466.695	553.131	726.186	675.769	413.935	288.616	342.145	337.051	865.832	399.816	353.495	5307.7	3265.86	5572.23	2932.08	2363.97	3900.15	1760.88	868.435	0	1658.67	2147.05	335609	1292.92	643.483	4373.78	1007.87	2437.3	1024.19	1230.13	2454.02	530.418	29878.6	-22119.3	4098.06	-329.262	-334.981	387.569	13077.4	-586.062	0
121000	121	2.48338	2.47614	2.48418	55876	1	629.033	758.263	339.416	1071.86	496.104	472.226	353.961	557.08	544.541	517.631	477.596	722.041	975.383	430.613	938.736	515.956	528.185	414.52	609.2	560.074	523.705	580.276	432.182	563.262	396.845	1011.19	519.859	513.191	381.899	612.228	495.247	541.951	532.637	796.349	778.222	469.388	341.418	336.37	368.816	872.204	426.551	348.969	5271.71	3211.63	5837.5	3031.17	2478.7	3988	1567.92	897.911	0	1521.92	2372.85	335706	1371.45	677.639	4415.45	1035.54	2345.41	989.108	1203.08	2520.31	546.112	29902.7	-22141.9	4106.81	-329.192	-335.077	401.33	13152.4	-587.601	0
